# Molecular kinetic energy data (excluding photon particle)
# time(ps) timestep kinetic_energy(a.u.) temperature(K) avg_vel_magnitude(a.u.)
0.063588 2966 5.972820 2514.606905 0.000637
0.063604 2967 6.030965 2539.086396 0.000639
0.063620 2968 6.088947 2563.497274 0.000641
0.063636 2969 6.146764 2587.838759 0.000642
0.063652 2970 6.204610 2612.192380 0.000644
0.063668 2971 6.262001 2636.354355 0.000646
0.063684 2972 6.319275 2660.467308 0.000648
0.063700 2973 6.376551 2684.581082 0.000650
0.063716 2974 6.433337 2708.488344 0.000652
0.063732 2975 6.490008 2732.347132 0.000654
0.063748 2976 6.546505 2756.133206 0.000656
0.063765 2977 6.602527 2779.718630 0.000657
0.063781 2978 6.658445 2803.260805 0.000659
0.063797 2979 6.714031 2826.662831 0.000661
0.063813 2980 6.769275 2849.921124 0.000663
0.063829 2981 6.824100 2873.002963 0.000664
0.063845 2982 6.878951 2896.095728 0.000666
0.063861 2983 6.933369 2919.005904 0.000668
0.063877 2984 6.987507 2941.798608 0.000669
0.063893 2985 7.041155 2964.384676 0.000671
0.063909 2986 7.094476 2986.833244 0.000672
0.063925 2987 7.147603 3009.200120 0.000674
0.063942 2988 7.200144 3031.320389 0.000675
0.063958 2989 7.252336 3053.293714 0.000677
0.063974 2990 7.304036 3075.060024 0.000678
0.063990 2991 7.355535 3096.741497 0.000680
0.064006 2992 7.406710 3118.286354 0.000681
0.064022 2993 7.457246 3139.562589 0.000683
0.064038 2994 7.507426 3160.688709 0.000684
0.064054 2995 7.557169 3181.630828 0.000686
0.064070 2996 7.606489 3202.395248 0.000687
0.064086 2997 7.655315 3222.951282 0.000688
0.064102 2998 7.703609 3243.283618 0.000690
0.064118 2999 7.751584 3263.481291 0.000691
0.064135 3000 7.799037 3283.459303 0.000692
0.064157 3001 7.864260 3310.919011 0.000694
0.064179 3002 7.928167 3337.824124 0.000696
0.064202 3003 7.991189 3364.356891 0.000697
0.064224 3004 8.052923 3390.347544 0.000699
0.064247 3005 8.113825 3415.987827 0.000700
0.064269 3006 8.173453 3441.091852 0.000702
0.064291 3007 8.231920 3465.706846 0.000703
0.064314 3008 8.289709 3490.036328 0.000705
0.064336 3009 8.346158 3513.802045 0.000706
0.064359 3010 8.401317 3537.024510 0.000708
0.064381 3011 8.455223 3559.719357 0.000709
0.064403 3012 8.507652 3581.792399 0.000710
0.064426 3013 8.559059 3603.434827 0.000711
0.064448 3014 8.609035 3624.475257 0.000712
0.064471 3015 8.657939 3645.064446 0.000713
0.064493 3016 8.705606 3665.132563 0.000714
0.064515 3017 8.751791 3684.576743 0.000715
0.064538 3018 8.796729 3703.496132 0.000716
0.064560 3019 8.840234 3721.812019 0.000717
0.064583 3020 8.882267 3739.508448 0.000718
0.064605 3021 8.922938 3756.631143 0.000719
0.064627 3022 8.962271 3773.190702 0.000720
0.064650 3023 9.000250 3789.179978 0.000720
0.064672 3024 9.036635 3804.498618 0.000721
0.064695 3025 9.071716 3819.267904 0.000722
0.064717 3026 9.104996 3833.279140 0.000722
0.064739 3027 9.136970 3846.740453 0.000723
0.064762 3028 9.167220 3859.475909 0.000723
0.064784 3029 9.196209 3871.680331 0.000724
0.064807 3030 9.223656 3883.235918 0.000724
0.064829 3031 9.249317 3894.039426 0.000724
0.064851 3032 9.273816 3904.353457 0.000725
0.064874 3033 9.296805 3914.032002 0.000725
0.064896 3034 9.317961 3922.938850 0.000725
0.064919 3035 9.337523 3931.174793 0.000725
0.064941 3036 9.355349 3938.679776 0.000725
0.064963 3037 9.371519 3945.487254 0.000725
0.064986 3038 9.386337 3951.725982 0.000725
0.065008 3039 9.399517 3957.274666 0.000725
0.065031 3040 9.411204 3962.195341 0.000725
0.065053 3041 9.421118 3966.369020 0.000725
0.065075 3042 9.429269 3969.800792 0.000725
0.065098 3043 9.435926 3972.603185 0.000724
0.065120 3044 9.441095 3974.779504 0.000724
0.065143 3045 9.444460 3976.196084 0.000724
0.065165 3046 9.446287 3976.965524 0.000723
0.065187 3047 9.446212 3976.933748 0.000723
0.065210 3048 9.445040 3976.440567 0.000722
0.065232 3049 9.441829 3975.088690 0.000722
0.065255 3050 9.436904 3973.015135 0.000721
0.065277 3051 9.430514 3970.324925 0.000720
0.065299 3052 9.422482 3966.943171 0.000720
0.065322 3053 9.412847 3962.886702 0.000719
0.065344 3054 9.401273 3958.014156 0.000718
0.065367 3055 9.388351 3952.574032 0.000717
0.065389 3056 9.373876 3946.479704 0.000716
0.065411 3057 9.357680 3939.661088 0.000715
0.065434 3058 9.339735 3932.106136 0.000714
0.065456 3059 9.320498 3924.006992 0.000713
0.065479 3060 9.299749 3915.271540 0.000712
0.065501 3061 9.277302 3905.821110 0.000711
0.065523 3062 9.253187 3895.668747 0.000710
0.065546 3063 9.227277 3884.760533 0.000709
0.065568 3064 9.199896 3873.232581 0.000707
0.065591 3065 9.170973 3861.055692 0.000706
0.065613 3066 9.140488 3848.221294 0.000705
0.065635 3067 9.108959 3834.947393 0.000703
0.065658 3068 9.075540 3820.877643 0.000702
0.065680 3069 9.040849 3806.272682 0.000700
0.065703 3070 9.004270 3790.872549 0.000699
0.065725 3071 8.966275 3774.876407 0.000697
0.065747 3072 8.926950 3758.320172 0.000695
0.065770 3073 8.886190 3741.159672 0.000694
0.065792 3074 8.843813 3723.318982 0.000692
0.065815 3075 8.799985 3704.867027 0.000690
0.065837 3076 8.754958 3685.910018 0.000688
0.065859 3077 8.708462 3666.334722 0.000686
0.065882 3078 8.660581 3646.176606 0.000684
0.065904 3079 8.611269 3625.415723 0.000682
0.065927 3080 8.560675 3604.115396 0.000680
0.065949 3081 8.508711 3582.238156 0.000678
0.065971 3082 8.455422 3559.802976 0.000676
0.065994 3083 8.400783 3536.799355 0.000674
0.066016 3084 8.345015 3513.320536 0.000672
0.066039 3085 8.288014 3489.322930 0.000670
0.066061 3086 8.229406 3464.648147 0.000667
0.066083 3087 8.170162 3439.706343 0.000665
0.066106 3088 8.109290 3414.078469 0.000663
0.066128 3089 8.047243 3387.956215 0.000660
0.066151 3090 7.984269 3361.443748 0.000658
0.066173 3091 7.920103 3334.429162 0.000655
0.066195 3092 7.854804 3306.937913 0.000653
0.066218 3093 7.788650 3279.086275 0.000650
0.066240 3094 7.721327 3250.743052 0.000647
0.066263 3095 7.653006 3221.979003 0.000645
0.066285 3096 7.583772 3192.831205 0.000642
0.066307 3097 7.513328 3163.173618 0.000639
0.066330 3098 7.442313 3133.275482 0.000636
0.066352 3099 7.370326 3102.968723 0.000633
0.066375 3100 7.297322 3072.233351 0.000631
0.066397 3101 7.223291 3041.065737 0.000628
0.066419 3102 7.148770 3009.691627 0.000625
0.066442 3103 7.073274 2977.907084 0.000622
0.066464 3104 6.996969 2945.782068 0.000619
0.066487 3105 6.920042 2913.395064 0.000616
0.066509 3106 6.842164 2880.608081 0.000612
0.066531 3107 6.763796 2847.614476 0.000609
0.066554 3108 6.684721 2814.323296 0.000606
0.066576 3109 6.604868 2780.704188 0.000603
0.066599 3110 6.524276 2746.774292 0.000600
0.066621 3111 6.443431 2712.738153 0.000596
0.066643 3112 6.361838 2678.386771 0.000593
0.066666 3113 6.279781 2643.840094 0.000590
0.066688 3114 6.197288 2609.109913 0.000586
0.066711 3115 6.114326 2574.182022 0.000583
0.066733 3116 6.030904 2539.060889 0.000579
0.066755 3117 5.947126 2503.789290 0.000576
0.066778 3118 5.863159 2468.438737 0.000572
0.066800 3119 5.778638 2432.854842 0.000569
0.066823 3120 5.693871 2397.167107 0.000565
0.066845 3121 5.608871 2361.381416 0.000562
0.066867 3122 5.523748 2325.543678 0.000558
0.066890 3123 5.438286 2289.563622 0.000554
0.066912 3124 5.352491 2253.443356 0.000551
0.066935 3125 5.266731 2217.337395 0.000547
0.066957 3126 5.180671 2181.105679 0.000543
0.066979 3127 5.094647 2144.888788 0.000539
0.067002 3128 5.008611 2108.666892 0.000535
0.067024 3129 4.922502 2072.414325 0.000532
0.067046 3130 4.836428 2036.176442 0.000528
0.067069 3131 4.750168 1999.860128 0.000524
0.067091 3132 4.664451 1963.772521 0.000520
0.067114 3133 4.578580 1927.620068 0.000516
0.067136 3134 4.493070 1891.619768 0.000512
0.067158 3135 4.407648 1855.656647 0.000508
0.067181 3136 4.322217 1819.689291 0.000504
0.067203 3137 4.237155 1783.877602 0.000500
0.067226 3138 4.152335 1748.167695 0.000496
0.067248 3139 4.067847 1712.597350 0.000492
0.067270 3140 3.983534 1677.100923 0.000488
0.067293 3141 3.899680 1641.797652 0.000484
0.067315 3142 3.816215 1606.658135 0.000480
0.067338 3143 3.733043 1571.642262 0.000475
0.067360 3144 3.650624 1536.942920 0.000471
0.067382 3145 3.568511 1502.372843 0.000467
0.067405 3146 3.487060 1468.081259 0.000463
0.067427 3147 3.405883 1433.905264 0.000459
0.067450 3148 3.325328 1399.990579 0.000454
0.067472 3149 3.245481 1366.374609 0.000450
0.067494 3150 3.166266 1333.024433 0.000446
0.067517 3151 3.087790 1299.985289 0.000442
0.067539 3152 3.009870 1267.180193 0.000437
0.067562 3153 2.932818 1234.740648 0.000433
0.067584 3154 2.856507 1202.613278 0.000429
0.067606 3155 2.780712 1170.702743 0.000425
0.067629 3156 2.705941 1139.223489 0.000420
0.067651 3157 2.632094 1108.133432 0.000416
0.067674 3158 2.559122 1077.411471 0.000412
0.067696 3159 2.486931 1047.018822 0.000408
0.067718 3160 2.415769 1017.059015 0.000403
0.067741 3161 2.345551 987.496565 0.000399
0.067763 3162 2.276295 958.339003 0.000395
0.067786 3163 2.207961 929.569881 0.000390
0.067808 3164 2.140580 901.202010 0.000386
0.067830 3165 2.074156 873.236769 0.000382
0.067853 3166 2.008918 845.771024 0.000378
0.067875 3167 1.944737 818.750618 0.000373
0.067898 3168 1.881598 792.168268 0.000369
0.067920 3169 1.819736 766.123876 0.000365
0.067942 3170 1.759021 740.562588 0.000361
0.067965 3171 1.699465 715.488932 0.000356
0.067987 3172 1.641021 690.883504 0.000352
0.068010 3173 1.583900 666.834964 0.000348
0.068032 3174 1.528038 643.316715 0.000344
0.068054 3175 1.473440 620.330437 0.000340
0.068077 3176 1.420024 597.841984 0.000335
0.068099 3177 1.367962 575.923216 0.000331
0.068122 3178 1.317278 554.585148 0.000327
0.068144 3179 1.267757 533.736246 0.000323
0.068166 3180 1.219667 513.489785 0.000319
0.068189 3181 1.172902 493.801598 0.000315
0.068211 3182 1.127661 474.754769 0.000311
0.068234 3183 1.083784 456.282169 0.000307
0.068256 3184 1.041367 438.424216 0.000303
0.068278 3185 1.000300 421.134494 0.000299
0.068301 3186 0.960835 404.519658 0.000296
0.068323 3187 0.922839 388.522765 0.000292
0.068346 3188 0.886290 373.135657 0.000288
0.068368 3189 0.851277 358.394558 0.000284
0.068390 3190 0.817719 344.266524 0.000281
0.068413 3191 0.785719 330.794152 0.000277
0.068435 3192 0.755214 317.951215 0.000274
0.068458 3193 0.726295 305.776249 0.000271
0.068480 3194 0.698977 294.274921 0.000267
0.068502 3195 0.673150 283.401845 0.000264
0.068525 3196 0.648990 273.230109 0.000261
0.068547 3197 0.626256 263.658957 0.000258
0.068570 3198 0.605128 254.763814 0.000256
0.068592 3199 0.585804 246.628313 0.000253
0.068614 3200 0.568051 239.154027 0.000251
0.068637 3201 0.551813 232.317980 0.000248
0.068659 3202 0.537237 226.181256 0.000246
0.068682 3203 0.524305 220.736967 0.000244
0.068704 3204 0.512947 215.955146 0.000242
0.068726 3205 0.503219 211.859356 0.000241
0.068749 3206 0.495100 208.441100 0.000239
0.068771 3207 0.488605 205.706767 0.000238
0.068794 3208 0.483846 203.703392 0.000238
0.068816 3209 0.480686 202.372842 0.000237
0.068838 3210 0.479219 201.755177 0.000237
0.068861 3211 0.479342 201.806909 0.000237
0.068883 3212 0.481075 202.536467 0.000237
0.068906 3213 0.484546 203.997762 0.000238
0.068928 3214 0.489618 206.133451 0.000239
0.068950 3215 0.496317 208.953623 0.000240
0.068973 3216 0.504616 212.447393 0.000242
0.068995 3217 0.514556 216.632230 0.000243
0.069018 3218 0.526173 221.523159 0.000245
0.069040 3219 0.539365 227.077131 0.000248
0.069062 3220 0.554189 233.318317 0.000250
0.069085 3221 0.570685 240.263213 0.000253
0.069107 3222 0.588741 247.864897 0.000256
0.069130 3223 0.608451 256.162964 0.000259
0.069152 3224 0.629697 265.107645 0.000262
0.069174 3225 0.652542 274.725557 0.000265
0.069197 3226 0.676908 284.983826 0.000269
0.069219 3227 0.702903 295.928218 0.000272
0.069242 3228 0.730464 307.531440 0.000276
0.069264 3229 0.759641 319.815137 0.000280
0.069286 3230 0.790279 332.713975 0.000284
0.069309 3231 0.822386 346.231192 0.000288
0.069331 3232 0.856094 360.422761 0.000293
0.069354 3233 0.891286 375.238785 0.000297
0.069376 3234 0.927949 390.674452 0.000301
0.069398 3235 0.966105 406.738397 0.000306
0.069421 3236 1.005808 423.453671 0.000310
0.069443 3237 1.046798 440.710509 0.000315
0.069466 3238 1.089320 458.612675 0.000320
0.069488 3239 1.133184 477.079806 0.000324
0.069510 3240 1.178405 496.118345 0.000329
0.069533 3241 1.225029 515.747568 0.000334
0.069555 3242 1.273033 535.957411 0.000339
0.069578 3243 1.322422 556.750451 0.000343
0.069600 3244 1.373142 578.104049 0.000348
0.069622 3245 1.425031 599.949950 0.000353
0.069645 3246 1.478182 622.327109 0.000358
0.069667 3247 1.532751 645.300998 0.000363
0.069690 3248 1.588516 668.778561 0.000367
0.069712 3249 1.645519 692.777107 0.000372
0.069734 3250 1.703737 717.287240 0.000377
0.069757 3251 1.763083 742.272605 0.000382
0.069779 3252 1.823582 767.743029 0.000387
0.069802 3253 1.885339 793.743209 0.000392
0.069824 3254 1.948273 820.239273 0.000397
0.069846 3255 2.012150 847.131799 0.000402
0.069869 3256 2.077046 874.453522 0.000407
0.069891 3257 2.143055 902.244076 0.000411
0.069914 3258 2.210001 930.428781 0.000416
0.069936 3259 2.278043 959.074834 0.000421
0.069958 3260 2.347052 988.128308 0.000426
0.069981 3261 2.416982 1017.569719 0.000431
0.070003 3262 2.487705 1047.344671 0.000436
0.070026 3263 2.559515 1077.576946 0.000441
0.070048 3264 2.632023 1108.103592 0.000445
0.070070 3265 2.705509 1139.041667 0.000450
0.070093 3266 2.779682 1170.269112 0.000455
0.070115 3267 2.854743 1201.870332 0.000460
0.070138 3268 2.930391 1233.718798 0.000465
0.070160 3269 3.006994 1265.969610 0.000469
0.070182 3270 3.084288 1298.511098 0.000474
0.070205 3271 3.162294 1331.351896 0.000479
0.070227 3272 3.240886 1364.439997 0.000484
0.070250 3273 3.319977 1397.737905 0.000488
0.070272 3274 3.399834 1431.358332 0.000493
0.070294 3275 3.480167 1465.179389 0.000498
0.070317 3276 3.560870 1499.156019 0.000503
0.070339 3277 3.642220 1533.404704 0.000507
0.070362 3278 3.724246 1567.938660 0.000512
0.070384 3279 3.806532 1602.581581 0.000516
0.070406 3280 3.889320 1637.436021 0.000521
0.070429 3281 3.972480 1672.446918 0.000526
0.070451 3282 4.055741 1707.500525 0.000530
0.070474 3283 4.139488 1742.758722 0.000535
0.070496 3284 4.223396 1778.084672 0.000539
0.070518 3285 4.307593 1813.532534 0.000544
0.070541 3286 4.392077 1849.101029 0.000548
0.070563 3287 4.476821 1884.778798 0.000553
0.070586 3288 4.561866 1920.583331 0.000557
0.070608 3289 4.646995 1956.423400 0.000561
0.070630 3290 4.731906 1992.171619 0.000566
0.070653 3291 4.817200 2028.081249 0.000570
0.070675 3292 4.902426 2063.962106 0.000574
0.070698 3293 4.987657 2099.845192 0.000579
0.070720 3294 5.072760 2135.674204 0.000583
0.070742 3295 5.158165 2171.630521 0.000587
0.070765 3296 5.243611 2207.603772 0.000591
0.070787 3297 5.328628 2243.396539 0.000595
0.070810 3298 5.413655 2279.193823 0.000600
0.070832 3299 5.498480 2314.905800 0.000604
0.070854 3300 5.583020 2350.497637 0.000608
0.070877 3301 5.667103 2385.897419 0.000612
0.070899 3302 5.750951 2421.198204 0.000616
0.070922 3303 5.834542 2456.390733 0.000620
0.070944 3304 5.917974 2491.516412 0.000624
0.070966 3305 6.000988 2526.465698 0.000628
0.070989 3306 6.083638 2561.262204 0.000631
0.071011 3307 6.165888 2595.890131 0.000635
0.071034 3308 6.247591 2630.287656 0.000639
0.071056 3309 6.329042 2664.579209 0.000643
0.071078 3310 6.409849 2698.599666 0.000647
0.071101 3311 6.490130 2732.398810 0.000650
0.071123 3312 6.569688 2765.893479 0.000654
0.071146 3313 6.648971 2799.271943 0.000657
0.071168 3314 6.727337 2832.265008 0.000661
0.071190 3315 6.805159 2865.028472 0.000665
0.071213 3316 6.882149 2897.441787 0.000668
0.071235 3317 6.958761 2929.696238 0.000672
0.071258 3318 7.034488 2961.577971 0.000675
0.071280 3319 7.109701 2993.243351 0.000678
0.071302 3320 7.183952 3024.503320 0.000682
0.071325 3321 7.257483 3055.460884 0.000685
0.071347 3322 7.330402 3086.160117 0.000688
0.071370 3323 7.402361 3116.455325 0.000692
0.071392 3324 7.473267 3146.307680 0.000695
0.071414 3325 7.543373 3175.822816 0.000698
0.071437 3326 7.612711 3205.014828 0.000701
0.071459 3327 7.681215 3233.855587 0.000704
0.071482 3328 7.748408 3262.144195 0.000707
0.071504 3329 7.814730 3290.066184 0.000710
0.071526 3330 7.880267 3317.657876 0.000713
0.071549 3331 7.944611 3344.747132 0.000716
0.071571 3332 8.007933 3371.406258 0.000719
0.071594 3333 8.070113 3397.584573 0.000722
0.071616 3334 8.130919 3423.184524 0.000725
0.071638 3335 8.190760 3448.378257 0.000728
0.071661 3336 8.249634 3473.164681 0.000730
0.071683 3337 8.307026 3497.326866 0.000733
0.071706 3338 8.363292 3521.015288 0.000736
0.071728 3339 8.418433 3544.230098 0.000738
0.071750 3340 8.472148 3566.844893 0.000741
0.071773 3341 8.524725 3588.980308 0.000743
0.071795 3342 8.576070 3610.596706 0.000746
0.071818 3343 8.626179 3631.692928 0.000748
0.071840 3344 8.674781 3652.155103 0.000750
0.071862 3345 8.722497 3672.243656 0.000753
0.071885 3346 8.768768 3691.724208 0.000755
0.071907 3347 8.813506 3710.559293 0.000757
0.071930 3348 8.856915 3728.834946 0.000759
0.071952 3349 8.898868 3746.497259 0.000761
0.071974 3350 8.939607 3763.648847 0.000763
0.071997 3351 8.978540 3780.039887 0.000765
0.072019 3352 9.016462 3796.005620 0.000767
0.072042 3353 9.052983 3811.381221 0.000769
0.072064 3354 9.087912 3826.086546 0.000771
0.072086 3355 9.121608 3840.272691 0.000773
0.072109 3356 9.153523 3853.709421 0.000775
0.072131 3357 9.184014 3866.546175 0.000777
0.072154 3358 9.213414 3878.923866 0.000778
0.072176 3359 9.241139 3890.596443 0.000780
0.072198 3360 9.267291 3901.606399 0.000782
0.072221 3361 9.291997 3912.008132 0.000783
0.072243 3362 9.314903 3921.651701 0.000785
0.072266 3363 9.337088 3930.991557 0.000786
0.072288 3364 9.357226 3939.469912 0.000788
0.072310 3365 9.375715 3947.253842 0.000789
0.072333 3366 9.392475 3954.310195 0.000790
0.072355 3367 9.407879 3960.795463 0.000791
0.072378 3368 9.422087 3966.776939 0.000793
0.072400 3369 9.434352 3971.940463 0.000794
0.072422 3370 9.445283 3976.542887 0.000795
0.072445 3371 9.454344 3980.357436 0.000796
0.072467 3372 9.462057 3983.604558 0.000797
0.072490 3373 9.468311 3986.237675 0.000798
0.072512 3374 9.473052 3988.233812 0.000799
0.072534 3375 9.476339 3989.617535 0.000800
0.072557 3376 9.478039 3990.333300 0.000800
0.072579 3377 9.478434 3990.499555 0.000801
0.072602 3378 9.476735 3989.784412 0.000802
0.072624 3379 9.473767 3988.534739 0.000803
0.072646 3380 9.469147 3986.589443 0.000803
0.072669 3381 9.462742 3983.892974 0.000804
0.072691 3382 9.454843 3980.567571 0.000804
0.072714 3383 9.445699 3976.717640 0.000805
0.072736 3384 9.434839 3972.145805 0.000805
0.072758 3385 9.422476 3966.940732 0.000805
0.072781 3386 9.408979 3961.258242 0.000806
0.072803 3387 9.393828 3954.879621 0.000806
0.072826 3388 9.377103 3947.838405 0.000806
0.072848 3389 9.358542 3940.024080 0.000806
0.072870 3390 9.338855 3931.735645 0.000806
0.072893 3391 9.317603 3922.788433 0.000806
0.072915 3392 9.294783 3913.180746 0.000806
0.072938 3393 9.270703 3903.042902 0.000806
0.072960 3394 9.245024 3892.231911 0.000806
0.072982 3395 9.217884 3880.805881 0.000806
0.073005 3396 9.189438 3868.829946 0.000806
0.073027 3397 9.159509 3856.229585 0.000806
0.073050 3398 9.128333 3843.104292 0.000805
0.073072 3399 9.095739 3829.381833 0.000805
0.073094 3400 9.061540 3814.983781 0.000805
0.073117 3401 9.026051 3800.042434 0.000804
0.073139 3402 8.989313 3784.575652 0.000804
0.073162 3403 8.951272 3768.560110 0.000803
0.073184 3404 8.911955 3752.007181 0.000802
0.073206 3405 8.871400 3734.933029 0.000802
0.073229 3406 8.829329 3717.220996 0.000801
0.073251 3407 8.785985 3698.972847 0.000800
0.073274 3408 8.741658 3680.310617 0.000799
0.073296 3409 8.696077 3661.120836 0.000798
0.073318 3410 8.649256 3641.408735 0.000797
0.073341 3411 8.601303 3621.219908 0.000796
0.073363 3412 8.551958 3600.445546 0.000795
0.073386 3413 8.501223 3579.085400 0.000794
0.073408 3414 8.449701 3557.394433 0.000793
0.073430 3415 8.397161 3535.274584 0.000792
0.073453 3416 8.343520 3512.691444 0.000791
0.073475 3417 8.288961 3489.721421 0.000789
0.073498 3418 8.233065 3466.188904 0.000788
0.073520 3419 8.176219 3442.256090 0.000787
0.073542 3420 8.117952 3417.725375 0.000785
0.073565 3421 8.059043 3392.924018 0.000784
0.073587 3422 7.999201 3367.729952 0.000782
0.073610 3423 7.938750 3342.279924 0.000781
0.073632 3424 7.876923 3316.250074 0.000779
0.073654 3425 7.814236 3289.858504 0.000777
0.073677 3426 7.750949 3263.213833 0.000776
0.073699 3427 7.686574 3236.111633 0.000774
0.073722 3428 7.621366 3208.658537 0.000772
0.073744 3429 7.555328 3180.855723 0.000770
0.073766 3430 7.488609 3152.766853 0.000768
0.073789 3431 7.420993 3124.299665 0.000766
0.073811 3432 7.353115 3095.722451 0.000764
0.073834 3433 7.284107 3066.669627 0.000762
0.073856 3434 7.214875 3037.522181 0.000760
0.073878 3435 7.144494 3007.891380 0.000758
0.073901 3436 7.073759 2978.111458 0.000755
0.073923 3437 7.002387 2948.063186 0.000753
0.073946 3438 6.930487 2917.792807 0.000751
0.073968 3439 6.858000 2887.275104 0.000748
0.073990 3440 6.785098 2856.582727 0.000746
0.074013 3441 6.711728 2825.693416 0.000743
0.074035 3442 6.637662 2794.510885 0.000741
0.074058 3443 6.563092 2763.116142 0.000738
0.074080 3444 6.488566 2731.740308 0.000736
0.074102 3445 6.413143 2699.986541 0.000733
0.074125 3446 6.337797 2668.265357 0.000730
0.074147 3447 6.261841 2636.287111 0.000728
0.074170 3448 6.185957 2604.339140 0.000725
0.074192 3449 6.109460 2572.133409 0.000722
0.074214 3450 6.032691 2539.812950 0.000719
0.074237 3451 5.955928 2507.495349 0.000716
0.074259 3452 5.878931 2475.078822 0.000713
0.074282 3453 5.801669 2442.550893 0.000710
0.074304 3454 5.724477 2410.052585 0.000707
0.074326 3455 5.646952 2377.413931 0.000704
0.074349 3456 5.569490 2344.801481 0.000701
0.074371 3457 5.492014 2312.183387 0.000698
0.074394 3458 5.414120 2279.389454 0.000694
0.074416 3459 5.336473 2246.699576 0.000691
0.074438 3460 5.259164 2214.151928 0.000688
0.074461 3461 5.181748 2181.558834 0.000684
0.074483 3462 5.104585 2149.072821 0.000681
0.074506 3463 5.027451 2116.598587 0.000678
0.074528 3464 4.950467 2084.187765 0.000674
0.074550 3465 4.873422 2051.751052 0.000671
0.074573 3466 4.796452 2019.346077 0.000667
0.074595 3467 4.719909 1987.120819 0.000663
0.074618 3468 4.643538 1954.968052 0.000660
0.074640 3469 4.567632 1923.010918 0.000656
0.074662 3470 4.492133 1891.225237 0.000652
0.074685 3471 4.416898 1859.550901 0.000648
0.074707 3472 4.341848 1827.954263 0.000645
0.074730 3473 4.267149 1796.505392 0.000641
0.074752 3474 4.193164 1765.356783 0.000637
0.074774 3475 4.119523 1734.353357 0.000633
0.074797 3476 4.046130 1703.454445 0.000629
0.074819 3477 3.973538 1672.892732 0.000625
0.074842 3478 3.901366 1642.507641 0.000621
0.074864 3479 3.829577 1612.283610 0.000617
0.074886 3480 3.758514 1582.365452 0.000613
0.074909 3481 3.687934 1552.651082 0.000609
0.074931 3482 3.617859 1523.148750 0.000605
0.074954 3483 3.548391 1493.902197 0.000600
0.074976 3484 3.479740 1464.999359 0.000596
0.074998 3485 3.411686 1436.348115 0.000592
0.075021 3486 3.344471 1408.050274 0.000588
0.075043 3487 3.278072 1380.095766 0.000583
0.075066 3488 3.212263 1352.389299 0.000579
0.075088 3489 3.147221 1325.006330 0.000575
0.075110 3490 3.082818 1297.892113 0.000570
0.075133 3491 3.019528 1271.246264 0.000566
0.075155 3492 2.957170 1244.992948 0.000561
0.075178 3493 2.895532 1219.042955 0.000557
0.075200 3494 2.834674 1193.421270 0.000552
0.075222 3495 2.774735 1168.186526 0.000548
0.075245 3496 2.715656 1143.313797 0.000543
0.075267 3497 2.657574 1118.860629 0.000539
0.075290 3498 2.600538 1094.848216 0.000534
0.075312 3499 2.544375 1071.202953 0.000530
0.075334 3500 2.489208 1047.977383 0.000525
0.075357 3501 2.435198 1025.238755 0.000521
0.075379 3502 2.382156 1002.907638 0.000516
0.075402 3503 2.330187 981.028293 0.000511
0.075424 3504 2.279286 959.598425 0.000507
0.075446 3505 2.229300 938.553940 0.000502
0.075469 3506 2.180653 918.072931 0.000497
0.075491 3507 2.132868 897.955113 0.000493
0.075514 3508 2.086282 878.342279 0.000488
0.075536 3509 2.040872 859.223896 0.000483
0.075558 3510 1.996564 840.570075 0.000479
0.075581 3511 1.953399 822.397243 0.000474
0.075603 3512 1.911346 804.692470 0.000470
0.075626 3513 1.870543 787.514275 0.000465
0.075648 3514 1.831004 770.867825 0.000461
0.075670 3515 1.792730 754.754109 0.000456
0.075693 3516 1.755570 739.109645 0.000452
0.075715 3517 1.719635 723.980801 0.000447
0.075738 3518 1.684976 709.389094 0.000443
0.075760 3519 1.651635 695.351915 0.000439
0.075782 3520 1.619562 681.849149 0.000435
0.075805 3521 1.588544 668.790308 0.000431
0.075827 3522 1.558862 656.294042 0.000428
0.075850 3523 1.530399 644.310834 0.000424
0.075872 3524 1.503332 632.915418 0.000420
0.075894 3525 1.477530 622.052573 0.000417
0.075917 3526 1.453152 611.789282 0.000414
0.075939 3527 1.429986 602.036045 0.000410
0.075962 3528 1.408126 592.832827 0.000407
0.075984 3529 1.387478 584.139967 0.000404
0.076006 3530 1.368215 576.030065 0.000402
0.076029 3531 1.350175 568.434899 0.000399
0.076051 3532 1.333617 561.463805 0.000397
0.076074 3533 1.318331 555.028143 0.000395
0.076096 3534 1.304356 549.144689 0.000393
0.076118 3535 1.291647 543.794257 0.000391
0.076141 3536 1.280396 539.057275 0.000390
0.076163 3537 1.270522 534.900306 0.000389
0.076186 3538 1.261959 531.295289 0.000388
0.076208 3539 1.254728 528.250997 0.000387
0.076230 3540 1.248659 525.695662 0.000386
0.076253 3541 1.244026 523.745212 0.000386
0.076275 3542 1.240675 522.334303 0.000385
0.076298 3543 1.238586 521.455067 0.000385
0.076320 3544 1.237889 521.161636 0.000384
0.076342 3545 1.238512 521.423651 0.000384
0.076365 3546 1.240376 522.208663 0.000384
0.076387 3547 1.243615 523.572444 0.000384
0.076410 3548 1.248236 525.517907 0.000384
0.076432 3549 1.254151 528.007870 0.000384
0.076454 3550 1.261242 530.993338 0.000384
0.076477 3551 1.269693 534.551519 0.000385
