# Cavity mode tracking
# Output period: 1 steps
# timestep time(ps) cavity_kinetic_energy cavity_potential_energy cavity_total_energy cavity_temperature
489 0.006008 2.452132 23.636499 26.088632 516184.071829
490 0.006020 2.416182 23.702812 26.118994 508616.409049
491 0.006032 2.380094 23.769372 26.149466 501019.665032
492 0.006043 2.344105 23.835522 26.179627 493443.782212
493 0.006055 2.308241 23.901259 26.209499 485894.282934
494 0.006067 2.272592 23.966576 26.239169 478390.155584
495 0.006078 2.237139 24.031474 26.268613 470927.102107
496 0.006090 2.201888 24.095947 26.297835 463506.500953
497 0.006102 2.166846 24.159994 26.326840 456130.167628
498 0.006113 2.131990 24.223609 26.355599 448792.712540
499 0.006125 2.097328 24.286791 26.384119 441496.228051
500 0.006137 2.062772 24.349536 26.412308 434222.184480
501 0.006149 2.028064 24.412539 26.440603 426915.823295
502 0.006161 1.993602 24.475090 26.468692 419661.572075
503 0.006172 1.959343 24.537181 26.496525 412449.889845
504 0.006184 1.925330 24.598813 26.524142 405289.891416
505 0.006196 1.891476 24.659980 26.551456 398163.585765
506 0.006208 1.857834 24.720678 26.578512 391081.875186
507 0.006220 1.824476 24.780905 26.605380 384059.687949
508 0.006232 1.791328 24.840658 26.631986 377082.020871
509 0.006243 1.758418 24.899934 26.658352 370154.404612
510 0.006255 1.725699 24.958729 26.684428 363266.774205
511 0.006267 1.692805 25.017789 26.710595 356342.554495
512 0.006279 1.660240 25.076351 26.736591 349487.438138
513 0.006291 1.627871 25.134410 26.762281 342673.549936
514 0.006303 1.595737 25.191962 26.787700 335909.298505
515 0.006315 1.563829 25.249006 26.812835 329192.571673
516 0.006327 1.532134 25.305535 26.837670 322520.658856
517 0.006339 1.500716 25.361548 26.862264 315907.040819
518 0.006351 1.469563 25.417041 26.886603 309349.059674
519 0.006363 1.438664 25.472010 26.910674 302844.767952
520 0.006375 1.408041 25.526454 26.934494 296398.439239
521 0.006387 1.377285 25.581141 26.958426 289924.148250
522 0.006400 1.346884 25.635282 26.982166 283524.622727
523 0.006412 1.316705 25.688875 27.005580 277171.898979
524 0.006424 1.286766 25.741914 27.028679 270869.497605
525 0.006436 1.257152 25.794396 27.051548 264635.722714
526 0.006448 1.227831 25.846320 27.074151 258463.588261
527 0.006460 1.198833 25.897682 27.096514 252359.277625
528 0.006473 1.170068 25.948479 27.118547 246304.215565
529 0.006485 1.141594 25.998707 27.140301 240310.200378
530 0.006497 1.113466 26.048364 27.161830 234389.119010
531 0.006509 1.085175 26.098228 27.183403 228433.935557
532 0.006522 1.057209 26.147496 27.204704 222546.883020
533 0.006534 1.029590 26.196166 27.225755 216732.911685
534 0.006546 1.002259 26.244235 27.246495 210979.785559
535 0.006559 0.975246 26.291700 27.266946 205293.244288
536 0.006571 0.948545 26.338559 27.287104 199672.603367
537 0.006583 0.922223 26.384807 27.307029 194131.675174
538 0.006596 0.896278 26.430445 27.326723 188670.230338
539 0.006608 0.870658 26.475469 27.346127 183277.031555
540 0.006621 0.845391 26.519878 27.365269 177958.227694
541 0.006633 0.820002 26.564398 27.384399 172613.763395
542 0.006646 0.794927 26.608274 27.403200 167335.377789
543 0.006658 0.770195 26.651503 27.421698 162129.197603
544 0.006671 0.745845 26.694083 27.439928 157003.504946
545 0.006683 0.721859 26.736012 27.457871 151954.312000
546 0.006696 0.698188 26.777287 27.475475 146971.459382
547 0.006709 0.674848 26.817904 27.492752 142058.285436
548 0.006721 0.651885 26.857859 27.509745 137224.528728
549 0.006734 0.629351 26.897153 27.526504 132481.072866
550 0.006746 0.607214 26.935783 27.542998 127821.158711
551 0.006759 0.585030 26.974427 27.559457 123151.235026
552 0.006772 0.563260 27.012377 27.575637 118568.587977
553 0.006785 0.541890 27.049634 27.591524 114070.152697
554 0.006797 0.520848 27.086194 27.607043 109640.722120
555 0.006810 0.500227 27.122053 27.622281 105299.935304
556 0.006823 0.480006 27.157213 27.637219 101043.361665
557 0.006836 0.460129 27.191667 27.651796 96859.153786
558 0.006849 0.440672 27.225412 27.666084 92763.270185
559 0.006861 0.421683 27.258450 27.680133 88766.037260
560 0.006874 0.403110 27.290781 27.693891 84856.350615
561 0.006887 0.384556 27.323007 27.707563 80950.550982
562 0.006900 0.366435 27.354491 27.720927 77136.149691
563 0.006913 0.348735 27.385234 27.733969 73410.092243
564 0.006926 0.331422 27.415231 27.746653 69765.676239
565 0.006939 0.314548 27.444479 27.759027 66213.732336
566 0.006952 0.298128 27.472979 27.771107 62757.173059
567 0.006965 0.282123 27.500729 27.782852 59388.147961
568 0.006979 0.266536 27.527726 27.794262 56106.943814
569 0.006992 0.251374 27.553968 27.805342 52915.308051
570 0.007005 0.236662 27.579453 27.816114 49818.273924
571 0.007018 0.222074 27.604690 27.826764 46747.512992
572 0.007031 0.207948 27.629134 27.837082 43773.984817
573 0.007045 0.194321 27.652786 27.847107 40905.353932
574 0.007058 0.181146 27.675647 27.856793 38132.016969
575 0.007071 0.168418 27.697714 27.866132 35452.758435
576 0.007084 0.156144 27.718985 27.875129 32869.062993
577 0.007098 0.144314 27.739459 27.883772 30378.631128
578 0.007111 0.132952 27.759132 27.892084 27987.048801
579 0.007124 0.122046 27.778006 27.900052 25691.104845
580 0.007138 0.111592 27.796077 27.907669 23490.628579
581 0.007151 0.101408 27.813706 27.915115 21346.874535
582 0.007165 0.091694 27.830497 27.922191 19301.921442
583 0.007179 0.082467 27.846446 27.928913 17359.732904
584 0.007192 0.073738 27.861554 27.935292 15522.153417
585 0.007206 0.065499 27.875822 27.941321 13787.913273
586 0.007219 0.057745 27.889247 27.946992 12155.584217
587 0.007233 0.050485 27.901830 27.952314 10627.214048
588 0.007247 0.043721 27.913571 27.957292 9203.430752
589 0.007260 0.037437 27.924470 27.961907 7880.600878
590 0.007274 0.031636 27.934525 27.966161 6659.487582
591 0.007288 0.026213 27.943931 27.970144 5517.944545
592 0.007302 0.021294 27.952455 27.973749 4482.420492
593 0.007315 0.016892 27.960094 27.976986 3555.846390
594 0.007329 0.013009 27.966852 27.979861 2738.489682
595 0.007343 0.009633 27.972729 27.982362 2027.805052
596 0.007357 0.006760 27.977725 27.984486 1423.054958
597 0.007371 0.004392 27.981838 27.986230 924.625611
598 0.007385 0.002535 27.985067 27.987602 533.678081
599 0.007399 0.001188 27.987413 27.988601 250.055246
600 0.007413 0.000347 27.988879 27.989225 72.945658
601 0.007427 0.000010 27.989464 27.989474 2.048596
602 0.007441 0.000206 27.989123 27.989328 43.278899
603 0.007456 0.000931 27.987857 27.988788 195.933622
604 0.007470 0.002186 27.985669 27.987855 460.089228
605 0.007484 0.003971 27.982556 27.986527 835.878256
606 0.007498 0.006280 27.978521 27.984801 1321.982717
607 0.007512 0.009118 27.973565 27.982683 1919.356729
608 0.007527 0.012486 27.967686 27.980172 2628.256479
609 0.007541 0.016372 27.960887 27.977259 3446.423733
610 0.007555 0.020778 27.953169 27.973948 4373.912862
611 0.007570 0.025835 27.944310 27.970146 5438.471072
612 0.007584 0.031448 27.934488 27.965936 6619.859307
613 0.007599 0.037607 27.923703 27.961310 7916.480454
614 0.007614 0.044300 27.911957 27.956256 9325.294703
615 0.007628 0.051522 27.899253 27.950775 10845.627742
616 0.007643 0.059284 27.885595 27.944879 12479.538414
617 0.007657 0.067587 27.870983 27.938570 14227.404606
618 0.007672 0.076418 27.855417 27.931836 16086.402527
619 0.007687 0.085772 27.838903 27.924674 18055.322731
620 0.007701 0.095672 27.821441 27.917112 20139.270383
621 0.007716 0.106404 27.802536 27.908940 22398.485295
622 0.007731 0.117701 27.782633 27.900334 24776.500303
623 0.007746 0.129550 27.761735 27.891285 27270.858658
624 0.007761 0.141952 27.739844 27.881796 29881.467033
625 0.007776 0.154915 27.716962 27.871877 32610.316082
626 0.007791 0.168378 27.693090 27.861468 35444.170204
627 0.007806 0.182367 27.668240 27.850606 38388.929678
628 0.007821 0.196910 27.642407 27.839317 41450.308467
629 0.007836 0.211978 27.615599 27.827577 44622.214556
630 0.007851 0.227609 27.587816 27.815426 47912.677678
631 0.007866 0.244203 27.558323 27.802526 51405.825559
632 0.007882 0.261351 27.527810 27.789161 55015.520848
633 0.007897 0.279004 27.496279 27.775284 58731.549373
634 0.007912 0.297205 27.463741 27.760946 62562.873987
635 0.007928 0.315995 27.430194 27.746188 66518.202553
636 0.007943 0.335327 27.395640 27.730968 70587.799509
637 0.007958 0.355164 27.360084 27.715249 74763.551413
638 0.007974 0.375524 27.323534 27.699058 79049.419303
639 0.007989 0.396446 27.285989 27.682436 83453.565568
640 0.008004 0.417848 27.247455 27.665303 87958.665681
641 0.008020 0.440318 27.206923 27.647241 92688.664385
642 0.008036 0.463300 27.165361 27.628661 97526.636512
643 0.008052 0.486774 27.122778 27.609552 102467.941286
644 0.008067 0.510814 27.079178 27.589992 107528.488873
645 0.008083 0.535388 27.034563 27.569951 112701.297911
646 0.008099 0.560479 26.988941 27.549419 117983.119431
647 0.008115 0.586087 26.942314 27.528401 123373.819598
648 0.008130 0.612178 26.894689 27.506866 128865.921593
649 0.008146 0.638747 26.846072 27.484820 134458.973095
650 0.008162 0.665815 26.796470 27.462285 140156.860790
651 0.008178 0.694099 26.744616 27.438715 146110.783315
652 0.008194 0.722866 26.691736 27.414602 152166.263516
653 0.008210 0.752101 26.637839 27.389940 158320.330352
654 0.008226 0.781900 26.582931 27.364831 164593.152500
655 0.008242 0.812209 26.527015 27.339224 170973.470544
656 0.008259 0.842953 26.470098 27.313051 177445.086710
657 0.008275 0.874127 26.412190 27.286316 184007.291472
658 0.008291 0.905759 26.353297 27.259056 190666.084165
659 0.008307 0.937896 26.293426 27.231322 197430.919645
660 0.008323 0.970504 26.232582 27.203086 204295.055207
661 0.008340 1.004302 26.169345 27.173648 211409.828365
662 0.008356 1.038580 26.105106 27.143686 218625.302934
663 0.008373 1.073333 26.039872 27.113205 225941.019612
664 0.008389 1.108547 25.973649 27.082196 233353.742628
665 0.008406 1.144125 25.906445 27.050570 240843.061620
666 0.008422 1.180075 25.838273 27.018348 248410.640702
667 0.008439 1.216438 25.769140 26.985578 256065.201082
668 0.008455 1.253210 25.699056 26.952266 263805.989491
669 0.008472 1.290420 25.628026 26.918447 271638.833619
670 0.008488 1.328000 25.556060 26.884061 279549.594801
671 0.008505 1.366411 25.482444 26.848855 287635.116172
672 0.008521 1.405276 25.407887 26.813163 295816.531304
673 0.008538 1.444503 25.332398 26.776901 304073.813923
674 0.008555 1.484131 25.255987 26.740119 312415.831058
675 0.008571 1.524157 25.178662 26.702819 320841.475623
676 0.008588 1.564541 25.100430 26.664971 329342.414390
677 0.008605 1.605160 25.021302 26.626462 337892.876121
678 0.008621 1.646110 24.941292 26.587402 346512.983381
679 0.008638 1.687479 24.860405 26.547884 355221.371806
680 0.008655 1.729213 24.778650 26.507863 364006.458891
681 0.008671 1.771228 24.696216 26.467444 372850.871385
682 0.008688 1.813499 24.612934 26.426432 381749.012717
683 0.008705 1.855922 24.528816 26.384738 390679.295870
684 0.008721 1.898585 24.443877 26.342462 399660.085217
685 0.008738 1.941558 24.358124 26.299682 408706.111268
686 0.008755 1.984792 24.271567 26.256358 417806.888608
687 0.008771 2.028260 24.184216 26.212476 426957.146780
688 0.008788 2.071890 24.096081 26.167971 436141.505143
689 0.008804 2.115830 24.007176 26.123006 445390.982851
690 0.008821 2.160055 23.917504 26.077560 454700.574347
691 0.008837 2.203746 23.828454 26.032200 463897.637934
692 0.008854 2.247654 23.738683 25.986337 473140.488302
693 0.008870 2.291739 23.648200 25.939939 482420.527032
694 0.008887 2.335949 23.557017 25.892966 491727.005912
695 0.008903 2.380316 23.465145 25.845461 501066.483496
696 0.008919 2.424914 23.372592 25.797506 510454.545470
697 0.008936 2.469774 23.279367 25.749141 519897.707098
698 0.008952 2.514743 23.185478 25.700221 529363.782279
699 0.008968 2.559819 23.090939 25.650758 538852.441384
700 0.008985 2.605078 22.995757 25.600835 548379.769853
701 0.009001 2.649273 22.902412 25.551684 557682.932419
702 0.009017 2.693515 22.808476 25.501991 566996.027492
703 0.009033 2.737852 22.713961 25.451813 576329.242857
704 0.009049 2.782259 22.618875 25.401134 585677.143015
705 0.009065 2.826819 22.523229 25.350048 595057.088484
706 0.009081 2.871522 22.427028 25.298550 604467.293765
707 0.009096 2.916142 22.330285 25.246426 613859.949212
708 0.009112 2.960758 22.233011 25.193769 623251.937880
709 0.009128 3.005499 22.135215 25.140714 632670.011431
710 0.009144 3.050308 22.036905 25.087213 642102.551039
711 0.009160 3.093500 21.941638 25.035137 651194.555403
712 0.009175 3.136665 21.845912 24.982576 660280.968778
713 0.009190 3.179891 21.749736 24.929628 669380.327222
714 0.009206 3.223171 21.653118 24.876290 678490.964718
715 0.009221 3.266345 21.556067 24.822412 687579.258406
716 0.009237 3.309477 21.458594 24.768070 696658.649812
717 0.009252 3.352592 21.360705 24.713298 705734.620952
718 0.009267 3.395672 21.262413 24.658085 714803.173718
719 0.009283 3.438725 21.163723 24.602447 723865.820794
720 0.009298 3.481812 21.064646 24.546458 732935.908582
721 0.009313 3.523321 20.969124 24.492444 741673.618647
722 0.009328 3.564771 20.873256 24.438027 750399.167675
723 0.009343 3.606079 20.777052 24.383132 759094.700860
724 0.009357 3.647229 20.680521 24.327750 767756.902154
725 0.009372 3.688223 20.583671 24.271894 776386.351594
726 0.009387 3.729235 20.486512 24.215747 785019.519296
727 0.009402 3.770140 20.389047 24.159187 793630.149013
728 0.009416 3.810939 20.291289 24.102229 802218.559516
729 0.009431 3.851754 20.193243 24.044996 810810.158769
730 0.009446 3.892346 20.094915 23.987261 819355.024758
731 0.009460 3.931259 20.000016 23.931276 827546.449774
732 0.009474 3.970048 19.904873 23.874921 835711.656638
733 0.009489 4.008694 19.809494 23.818188 843846.741418
734 0.009503 4.047243 19.713885 23.761127 851961.385669
735 0.009517 4.085688 19.618053 23.703741 860054.214841
736 0.009531 4.124083 19.522005 23.646088 868136.639297
737 0.009545 4.162252 19.425746 23.587999 876171.446818
738 0.009560 4.200175 19.329287 23.529462 884154.194404
739 0.009574 4.238094 19.232634 23.470727 892136.305323
740 0.009588 4.275922 19.135791 23.411713 900099.360384
741 0.009602 4.312313 19.042117 23.354430 907759.915029
742 0.009616 4.348470 18.948278 23.296748 915370.948705
743 0.009629 4.384340 18.854285 23.238625 922921.829041
744 0.009643 4.420148 18.760141 23.180289 930459.447771
745 0.009657 4.455888 18.665853 23.121741 937982.868855
746 0.009671 4.491458 18.571426 23.062883 945470.486862
747 0.009684 4.526783 18.476866 23.003649 952906.709761
748 0.009698 4.561917 18.382180 22.944097 960302.466313
749 0.009712 4.596749 18.287374 22.884123 967634.715367
750 0.009725 4.631261 18.192458 22.823719 974899.639912
751 0.009739 4.664497 18.100448 22.764945 981895.941161
752 0.009752 4.697629 18.008346 22.705975 988870.527824
753 0.009765 4.730716 17.916154 22.646871 995835.469803
754 0.009779 4.763490 17.823878 22.587368 1002734.470320
755 0.009792 4.795991 17.731526 22.527517 1009576.095800
756 0.009805 4.828419 17.639101 22.467521 1016402.375756
757 0.009819 4.860630 17.546609 22.407239 1023182.750588
758 0.009832 4.892521 17.454056 22.346577 1029896.101450
759 0.009845 4.924198 17.361448 22.285646 1036564.055332
760 0.009858 4.955626 17.268790 22.224416 1043179.931668
761 0.009871 4.985901 17.178753 22.164654 1049552.880195
762 0.009884 5.016073 17.088678 22.104752 1055904.262992
763 0.009897 5.046043 16.998571 22.044614 1062213.037218
764 0.009910 5.075803 16.908437 21.984240 1068477.619603
765 0.009923 5.105288 16.818279 21.923567 1074684.279136
766 0.009936 5.134519 16.728104 21.862623 1080837.531209
767 0.009949 5.163605 16.637916 21.801521 1086960.283357
768 0.009962 5.192312 16.547720 21.740032 1093003.327135
769 0.009975 5.220795 16.457522 21.678317 1098999.034124
770 0.009988 5.249133 16.367325 21.616458 1104964.283868
771 0.010000 5.276396 16.279481 21.555878 1110703.392004
772 0.010013 5.303419 16.191648 21.495067 1116391.741494
773 0.010025 5.330124 16.103831 21.433954 1122013.178231
774 0.010038 5.356655 16.016035 21.372690 1127598.151827
775 0.010050 5.382989 15.928261 21.311250 1133141.624972
776 0.010063 5.408994 15.840517 21.249511 1138615.762629
777 0.010076 5.434747 15.752805 21.187553 1144036.928789
778 0.010088 5.460298 15.665131 21.125429 1149415.355944
779 0.010101 5.485714 15.577498 21.063212 1154765.607775
780 0.010113 5.510803 15.489909 21.000712 1160046.945617
781 0.010126 5.535006 15.404427 20.939433 1165141.739810
782 0.010138 5.558998 15.318997 20.877995 1170192.246621
783 0.010150 5.582777 15.233621 20.816398 1175197.839654
784 0.010163 5.606337 15.148303 20.754640 1180157.249354
785 0.010175 5.629492 15.063047 20.692539 1185031.550550
786 0.010187 5.652277 14.977859 20.630135 1189827.740988
787 0.010199 5.674924 14.892742 20.567666 1194595.087419
788 0.010212 5.697304 14.807698 20.505003 1199306.218407
789 0.010224 5.719388 14.722734 20.442122 1203954.988487
790 0.010236 5.741097 14.637851 20.378947 1208524.687001
791 0.010248 5.761965 14.554838 20.316802 1212917.503707
792 0.010260 5.782628 14.471911 20.254540 1217267.292991
793 0.010272 5.803179 14.389075 20.192254 1221593.222469
794 0.010284 5.823537 14.306331 20.129868 1225878.748834
795 0.010296 5.843545 14.223682 20.067227 1230090.533078
796 0.010308 5.863251 14.141133 20.004384 1234238.698130
797 0.010320 5.882641 14.058687 19.941328 1238320.449453
798 0.010332 5.901872 13.976347 19.878219 1242368.605139
799 0.010344 5.920800 13.894116 19.814916 1246353.028051
800 0.010356 5.939300 13.811999 19.751299 1250247.396248
801 0.010368 5.957052 13.731545 19.688597 1253984.188254
802 0.010380 5.974472 13.651210 19.625681 1257651.144492
803 0.010392 5.991697 13.570993 19.562690 1261277.151366
804 0.010404 6.008639 13.490899 19.499538 1264843.391422
805 0.010415 6.025387 13.410931 19.436318 1268369.069294
806 0.010427 6.041973 13.331089 19.373062 1271860.457621
807 0.010439 6.058157 13.251378 19.309535 1275267.187466
808 0.010451 6.073853 13.171802 19.245655 1278571.335455
809 0.010463 6.089352 13.092364 19.181716 1281834.017415
810 0.010474 6.104705 13.013066 19.117771 1285065.859292
811 0.010486 6.119541 12.935253 19.054794 1288188.820137
812 0.010498 6.134064 12.857581 18.991645 1291246.004057
