# CORRECTED Energy tracking following working EnergyContributionTracker pattern
# Output period: 10 steps
# All energies in Hartree (atomic units)
# Column definitions:
#   time(ps): simulation time in picoseconds
#   timestep: simulation timestep number
#   harmonic_energy: harmonic bond potential energy
#   lj_energy: Lennard-Jones potential energy
#   ewald_short_energy: short-range Coulomb energy
#   ewald_long_energy: long-range Coulomb energy
#   cavity_harmonic_energy: cavity harmonic potential energy
#   cavity_coupling_energy: cavity-molecule coupling energy
#   cavity_dipole_self_energy: dipole self-energy
#   cavity_total_potential_energy: total cavity potential energy
#   molecular_kinetic_energy: molecular kinetic energy
#   cavity_kinetic_energy: cavity kinetic energy
#   total_kinetic_energy: total kinetic energy
#   total_potential_energy: total potential energy
#   system_total_energy: total system energy (KE + PE)
#   molecular_reservoir_energy: molecular reservoir energy
#   cavity_reservoir_energy: cavity reservoir energy
#   total_reservoir_energy: total reservoir energy
#   universe_total_energy: universe total energy (system + reservoir) [CONSERVED]
#   temperature: kinetic temperature (K)
time(ps) timestep harmonic_energy lj_energy ewald_short_energy ewald_long_energy cavity_harmonic_energy cavity_coupling_energy cavity_dipole_self_energy cavity_total_potential_energy molecular_kinetic_energy cavity_kinetic_energy total_kinetic_energy total_potential_energy system_total_energy molecular_reservoir_energy cavity_reservoir_energy total_reservoir_energy universe_total_energy temperature
0.012821 1030 2.281937 -0.690737 -0.352224 -0.417935 2.308066 -10.405377 11.728258 3.630947 1.412477 3.479695 4.892172 4.451988 9.344161 0.005015 0.017552 0.022567 9.366727 198.221588
0.012926 1040 2.280423 -0.690496 -0.352317 -0.418068 2.093820 -9.944644 11.808971 3.958147 1.367980 3.198241 4.566221 4.777690 9.343911 0.005195 0.017673 0.022868 9.366778 191.977053
0.013031 1050 2.273655 -0.690308 -0.352378 -0.418168 1.897595 -9.496205 11.881673 4.283063 1.331959 2.915691 4.247650 5.095864 9.343514 0.005092 0.018114 0.023205 9.366720 186.921916
0.013137 1060 2.261697 -0.690175 -0.352408 -0.418235 1.718545 -9.061437 11.946031 4.603139 1.304535 2.634872 3.939408 5.404018 9.343426 0.005146 0.018192 0.023338 9.366764 183.073402
0.013244 1070 2.244638 -0.690099 -0.352404 -0.418267 1.555828 -8.641739 12.001695 4.915783 1.286056 2.357092 3.643148 5.699651 9.342799 0.005552 0.018425 0.023977 9.366776 180.480080
0.013352 1080 2.222598 -0.690082 -0.352367 -0.418263 1.408622 -8.238587 12.048301 5.218336 1.277888 2.084545 3.362433 5.980222 9.342656 0.005455 0.018689 0.024145 9.366800 179.333876
0.013461 1090 2.195735 -0.690128 -0.352294 -0.418221 1.276145 -7.853560 12.085465 5.508050 1.279869 1.819137 3.099006 6.243143 9.342149 0.005499 0.019112 0.024611 9.366759 179.611762
0.013571 1100 2.164249 -0.690237 -0.352184 -0.418141 1.157629 -7.488296 12.112791 5.782124 1.292365 1.563390 2.855755 6.485811 9.341566 0.005748 0.019447 0.025195 9.366761 181.365485
0.013681 1110 2.128401 -0.690413 -0.352037 -0.418021 1.052370 -7.144609 12.129866 6.037627 1.316396 1.319948 2.636344 6.705559 9.341903 0.005554 0.019269 0.024823 9.366726 184.737863
0.013793 1120 2.088528 -0.690656 -0.351850 -0.417859 0.959700 -6.824425 12.136298 6.271574 1.351449 1.090696 2.442145 6.899736 9.341881 0.005693 0.019131 0.024825 9.366706 189.657041
0.013906 1130 2.044982 -0.690969 -0.351624 -0.417655 0.878875 -6.529320 12.131725 6.481280 1.397990 0.877759 2.275749 7.066015 9.341763 0.005898 0.019058 0.024957 9.366720 196.188476
0.014021 1140 1.998159 -0.691353 -0.351357 -0.417406 0.809198 -6.260849 12.115787 6.664136 1.456415 0.683322 2.139736 7.202179 9.341916 0.005903 0.018888 0.024791 9.366707 204.387555
0.014136 1150 1.948487 -0.691810 -0.351047 -0.417113 0.750028 -6.020524 12.088114 6.817618 1.526576 0.508995 2.035571 7.306135 9.341706 0.005924 0.019123 0.025047 9.366753 214.233741
0.014253 1160 1.896435 -0.692341 -0.350694 -0.416772 0.700808 -5.809855 12.048321 6.939274 1.608498 0.357225 1.965723 7.375901 9.341624 0.005937 0.019179 0.025116 9.366740 225.730323
0.014372 1170 1.842609 -0.692947 -0.350297 -0.416383 0.661145 -5.630631 11.996104 7.026617 1.701993 0.230049 1.932042 7.409599 9.341641 0.005886 0.019236 0.025121 9.366763 238.851122
0.014492 1180 1.787656 -0.693627 -0.349855 -0.415946 0.630678 -5.484312 11.931203 7.077569 1.806609 0.129417 1.936027 7.405797 9.341823 0.005855 0.019063 0.024918 9.366742 253.532519
0.014613 1190 1.732349 -0.694380 -0.349369 -0.415459 0.609203 -5.372423 11.853537 7.090317 1.922087 0.056681 1.978768 7.363458 9.342225 0.005411 0.019119 0.024530 9.366756 269.738224
0.014736 1200 1.677471 -0.695204 -0.348840 -0.414924 0.596575 -5.296026 11.763111 7.063660 2.046963 0.013348 2.060311 7.282163 9.342474 0.005180 0.019111 0.024291 9.366765 287.262818
0.014859 1210 1.623806 -0.696096 -0.348268 -0.414341 0.592759 -5.255803 11.660000 6.996956 2.180005 0.000148 2.180152 7.162059 9.342211 0.005429 0.019117 0.024547 9.366758 305.933370
0.014984 1220 1.572151 -0.697052 -0.347654 -0.413709 0.597859 -5.252102 11.544381 6.890138 2.321010 0.017503 2.338513 7.003873 9.342386 0.005238 0.019131 0.024369 9.366755 325.721488
0.015109 1230 1.523313 -0.698069 -0.347000 -0.413032 0.612127 -5.284922 11.416596 6.743801 2.467589 0.065400 2.532989 6.809013 9.342002 0.005651 0.019092 0.024743 9.366744 346.291885
0.015236 1240 1.478015 -0.699143 -0.346307 -0.412309 0.635993 -5.353962 11.276921 6.558952 2.619400 0.143318 2.762718 6.579207 9.341926 0.005736 0.019077 0.024812 9.366738 367.596373
0.015363 1250 1.436962 -0.700269 -0.345578 -0.411542 0.670073 -5.458670 11.125737 6.337139 2.774408 0.250470 3.024878 6.316712 9.341590 0.006114 0.019063 0.025177 9.366767 389.349630
0.015491 1260 1.400896 -0.701439 -0.344816 -0.410735 0.715026 -5.597769 10.963896 6.081154 2.931516 0.385197 3.316713 6.025060 9.341774 0.006015 0.018939 0.024953 9.366727 411.397582
0.015619 1270 1.370408 -0.702647 -0.344024 -0.409890 0.771663 -5.769679 10.792181 5.794164 3.088086 0.545219 3.633305 5.708012 9.341317 0.006362 0.019068 0.025430 9.366747 433.369921
0.015748 1280 1.345956 -0.703887 -0.343205 -0.409009 0.841000 -5.972773 10.611192 5.479419 3.243458 0.728587 3.972045 5.369274 9.341319 0.006326 0.019130 0.025456 9.366775 455.174285
0.015877 1290 1.327923 -0.705153 -0.342361 -0.408096 0.924198 -6.205238 10.421579 5.140539 3.395675 0.932949 4.328623 5.012852 9.341475 0.006373 0.018920 0.025292 9.366767 476.535740
0.016007 1300 1.316613 -0.706440 -0.341496 -0.407152 1.022499 -6.464981 10.224149 4.781666 3.542976 1.155171 4.698147 4.643191 9.341338 0.006708 0.018674 0.025381 9.366720 497.207403
0.016137 1310 1.312221 -0.707742 -0.340611 -0.406179 1.137397 -6.750137 10.019431 4.406691 3.684572 1.392355 5.076927 4.264380 9.341307 0.006844 0.018563 0.025406 9.366713 517.078476
0.016268 1320 1.314878 -0.709056 -0.339709 -0.405180 1.270532 -7.058765 9.807949 4.019717 3.819462 1.641413 5.460875 3.880650 9.341525 0.006543 0.018670 0.025213 9.366738 536.008378
0.016400 1330 1.324644 -0.710377 -0.338792 -0.404155 1.423709 -7.388955 9.590238 3.624992 3.945179 1.899998 5.845176 3.496313 9.341489 0.007069 0.018095 0.025164 9.366653 553.650994
0.016533 1340 1.341509 -0.711701 -0.337860 -0.403106 1.598887 -7.738776 9.366807 3.226918 4.061810 2.163476 6.225286 3.115758 9.341044 0.007191 0.018450 0.025641 9.366685 570.018631
0.016667 1350 1.365390 -0.713025 -0.336918 -0.402036 1.798158 -8.106249 9.138165 2.830073 4.167326 2.429439 6.596765 2.743485 9.340250 0.007847 0.018584 0.026431 9.366681 584.826272
0.016802 1360 1.396128 -0.714343 -0.335967 -0.400945 2.023758 -8.489401 8.904846 2.439203 4.261798 2.694215 6.956013 2.384077 9.340090 0.007917 0.018801 0.026718 9.366808 598.084074
0.016939 1370 1.433482 -0.715652 -0.335008 -0.399836 2.278011 -8.886150 8.667390 2.059251 4.344181 2.954395 7.298577 2.042237 9.340814 0.007461 0.018448 0.025909 9.366722 609.645482
0.017078 1380 1.477125 -0.716948 -0.334045 -0.398711 2.563384 -9.294473 8.426366 1.695278 4.412178 3.205732 7.617909 1.722699 9.340609 0.007859 0.018178 0.026037 9.366646 619.187813
0.017219 1390 1.526641 -0.718227 -0.333080 -0.397571 2.882426 -9.712278 8.182345 1.352493 4.466149 3.444230 7.910379 1.430255 9.340635 0.007916 0.018193 0.026109 9.366744 626.762017
0.017362 1400 1.581472 -0.719485 -0.332117 -0.396421 3.237421 -10.137052 7.936126 1.036495 4.504601 3.665598 8.170199 1.169944 9.340143 0.008363 0.018142 0.026505 9.366649 632.158207
0.017507 1410 1.640824 -0.720713 -0.331161 -0.395266 3.629762 -10.565418 7.689029 0.753374 4.527152 3.864239 8.391391 0.947058 9.338449 0.008948 0.019278 0.028225 9.366674 635.322836
0.017653 1420 1.703766 -0.721905 -0.330217 -0.394112 4.060359 -10.993959 7.442405 0.508805 4.534121 4.037695 8.571816 0.766337 9.338153 0.009023 0.019461 0.028484 9.366638 636.300844
0.017801 1430 1.768927 -0.723049 -0.329296 -0.392970 4.527178 -11.417274 7.198815 0.308719 4.524326 4.180124 8.704450 0.632330 9.336780 0.009860 0.020086 0.029946 9.366726 634.926238
0.017947 1440 1.834470 -0.724129 -0.328413 -0.391860 5.023912 -11.827955 6.962036 0.157993 4.500707 4.288360 8.789066 0.548062 9.337129 0.009423 0.020242 0.029664 9.366793 631.611628
0.018092 1450 1.898696 -0.725134 -0.327577 -0.390794 5.543212 -12.220119 6.735105 0.058199 4.463242 4.360005 8.823247 0.513390 9.336637 0.009446 0.020697 0.030143 9.366780 626.354000
0.018233 1460 1.960551 -0.726062 -0.326793 -0.389778 6.080711 -12.591854 6.518938 0.007795 4.414012 4.396400 8.810412 0.525713 9.336125 0.009743 0.020801 0.030544 9.366669 619.445285
0.018371 1470 2.019254 -0.726917 -0.326061 -0.388813 6.632565 -12.942403 6.313898 0.004060 4.355430 4.398346 8.753776 0.581523 9.335299 0.009795 0.021657 0.031452 9.366751 611.224058
0.018507 1480 2.074279 -0.727701 -0.325379 -0.387901 7.195651 -13.271927 6.119909 0.043633 4.288872 4.369366 8.658238 0.676931 9.335169 0.009981 0.021572 0.031553 9.366722 601.883628
0.018640 1490 2.125311 -0.728420 -0.324747 -0.387038 7.767665 -13.581271 5.936571 0.122965 4.216041 4.309746 8.525786 0.808072 9.333858 0.010140 0.022647 0.032787 9.366645 591.662728
0.018772 1500 2.172164 -0.729078 -0.324162 -0.386224 8.346637 -13.871519 5.763422 0.238541 4.138046 4.224836 8.362881 0.971241 9.334123 0.010526 0.022079 0.032605 9.366728 580.717240
0.018901 1510 2.214734 -0.729679 -0.323621 -0.385457 8.930681 -14.143787 5.600022 0.386916 4.056537 4.114292 8.170829 1.162893 9.333722 0.010711 0.022271 0.032982 9.366704 569.278611
0.019028 1520 2.252983 -0.730226 -0.323124 -0.384736 9.517687 -14.399053 5.446011 0.564644 3.972297 3.981192 7.953489 1.379541 9.333029 0.011040 0.022667 0.033706 9.366736 557.456712
0.019154 1530 2.286940 -0.730725 -0.322670 -0.384060 10.105605 -14.638334 5.301056 0.768327 3.886758 3.828219 7.714977 1.617813 9.332790 0.011098 0.022751 0.033849 9.366639 545.452493
0.019279 1540 2.316699 -0.731176 -0.322255 -0.383426 10.692502 -14.862682 5.164830 0.994650 3.800648 3.658086 7.458734 1.874492 9.333226 0.011065 0.022359 0.033424 9.366650 533.368145
0.019403 1550 2.342410 -0.731584 -0.321881 -0.382836 11.276421 -15.073120 5.037045 1.240346 3.714457 3.472164 7.186621 2.146456 9.333077 0.011274 0.022324 0.033598 9.366675 521.272488
0.019526 1560 2.364270 -0.731950 -0.321544 -0.382286 11.855344 -15.270600 4.917437 1.502180 3.629430 3.272771 6.902201 2.430670 9.332871 0.011217 0.022629 0.033846 9.366717 509.340129
0.019648 1570 2.382521 -0.732277 -0.321245 -0.381778 12.427254 -15.456077 4.805784 1.776961 3.545925 3.062769 6.608694 2.724182 9.332876 0.011211 0.022670 0.033881 9.366757 497.621340
0.019770 1580 2.397451 -0.732566 -0.320983 -0.381310 12.990072 -15.630447 4.701889 2.061514 3.464627 2.844240 6.308867 3.024106 9.332973 0.011173 0.022609 0.033782 9.366755 486.212209
0.019892 1590 2.409386 -0.732820 -0.320756 -0.380882 13.541712 -15.794608 4.605594 2.352698 3.385967 2.619549 6.005516 3.327626 9.333141 0.011219 0.022341 0.033560 9.366701 475.173462
0.020013 1600 2.418694 -0.733040 -0.320565 -0.380494 14.079979 -15.949377 4.516766 2.647368 3.310245 2.390388 5.700633 3.631962 9.332595 0.011539 0.022631 0.034170 9.366765 464.546951
0.020135 1610 2.425779 -0.733228 -0.320409 -0.380146 14.602650 -16.095545 4.435296 2.942401 3.238403 2.159814 5.398217 3.934398 9.332615 0.011621 0.022516 0.034137 9.366752 454.464887
0.020257 1620 2.431084 -0.733383 -0.320288 -0.379836 15.107461 -16.233871 4.361105 3.234695 3.170396 1.929414 5.099810 4.232272 9.332082 0.011889 0.022729 0.034619 9.366701 444.921085
0.020378 1630 2.435084 -0.733508 -0.320201 -0.379566 15.592023 -16.365048 4.294148 3.521124 3.107022 1.702464 4.809486 4.522932 9.332419 0.011883 0.022412 0.034294 9.366713 436.027430
0.020501 1640 2.438289 -0.733603 -0.320148 -0.379336 16.054041 -16.489762 4.234388 3.798667 3.048192 1.480402 4.528594 4.803870 9.332464 0.011957 0.022348 0.034304 9.366768 427.771323
0.020623 1650 2.441242 -0.733668 -0.320129 -0.379145 16.491098 -16.608618 4.181818 4.064298 2.994111 1.265412 4.259523 5.072598 9.332121 0.012123 0.022447 0.034569 9.366690 420.181883
0.020747 1660 2.444513 -0.733704 -0.320145 -0.378994 16.900770 -16.722177 4.136457 4.315049 2.945519 1.060270 4.005789 5.326719 9.332508 0.011809 0.022420 0.034228 9.366736 413.362649
0.020871 1670 2.448698 -0.733711 -0.320194 -0.378884 17.280640 -16.830974 4.098357 4.548023 2.902163 0.866980 3.769142 5.563932 9.333074 0.011386 0.022280 0.033665 9.366740 407.278211
0.020997 1680 2.454420 -0.733689 -0.320279 -0.378814 17.628104 -16.935416 4.067609 4.760297 2.863542 0.687473 3.551016 5.781935 9.332951 0.011431 0.022399 0.033830 9.366781 401.858370
0.021123 1690 2.462314 -0.733638 -0.320398 -0.378786 17.940348 -17.035789 4.044351 4.948909 2.830424 0.524152 3.354577 5.978401 9.332978 0.011228 0.022536 0.033765 9.366743 397.210749
0.021251 1700 2.473004 -0.733557 -0.320552 -0.378800 18.214159 -17.132149 4.028765 5.110775 2.802491 0.379511 3.182001 6.150871 9.332872 0.011136 0.022754 0.033890 9.366762 393.290605
0.021379 1710 2.487086 -0.733446 -0.320741 -0.378857 18.446584 -17.224454 4.021006 5.243136 2.779290 0.256089 3.035379 6.297178 9.332557 0.011561 0.022632 0.034193 9.366749 390.034774
0.021509 1720 2.505130 -0.733306 -0.320965 -0.378956 18.635351 -17.312722 4.021197 5.343826 2.761393 0.155132 2.916525 6.415730 9.332255 0.011783 0.022715 0.034498 9.366753 387.523162
0.021639 1730 2.527659 -0.733134 -0.321224 -0.379098 18.778277 -17.396792 4.029465 5.410949 2.748403 0.078458 2.826861 6.505152 9.332013 0.011996 0.022735 0.034731 9.366744 385.700240
0.021770 1740 2.555074 -0.732933 -0.321516 -0.379283 18.873382 -17.476269 4.045899 5.443012 2.740165 0.027343 2.767507 6.564354 9.331861 0.012111 0.022776 0.034887 9.366749 384.544021
0.021901 1750 2.587593 -0.732701 -0.321840 -0.379510 18.919276 -17.550511 4.070473 5.439237 2.736163 0.002679 2.738843 6.592779 9.331621 0.012329 0.022797 0.035126 9.366747 383.982513
0.022032 1760 2.625289 -0.732439 -0.322195 -0.379777 18.915716 -17.618932 4.103067 5.399851 2.736307 0.004572 2.740879 6.590729 9.331608 0.012344 0.022794 0.035138 9.366746 384.002724
0.022162 1770 2.668068 -0.732150 -0.322578 -0.380081 18.863342 -17.680896 4.143473 5.325919 2.739860 0.032453 2.772313 6.559177 9.331490 0.012451 0.022797 0.035248 9.366738 384.501230
0.022292 1780 2.715725 -0.731832 -0.322987 -0.380422 18.763483 -17.735794 4.191452 5.219142 2.746574 0.085356 2.831930 6.499626 9.331556 0.012439 0.022745 0.035183 9.366739 385.443436
0.022421 1790 2.767962 -0.731488 -0.323421 -0.380796 18.617994 -17.783065 4.246773 5.081702 2.755653 0.161691 2.917343 6.413959 9.331303 0.012667 0.022768 0.035435 9.366738 386.717579
0.022548 1800 2.824224 -0.731119 -0.323875 -0.381201 18.429523 -17.821993 4.309024 4.916554 2.767169 0.259691 3.026860 6.304583 9.331443 0.012633 0.022662 0.035294 9.366737 388.333751
0.022675 1810 2.883965 -0.730725 -0.324349 -0.381635 18.200886 -17.852020 4.377883 4.726749 2.780208 0.377055 3.157263 6.174006 9.331268 0.012876 0.022592 0.035468 9.366736 390.163532
0.022800 1820 2.946628 -0.730309 -0.324841 -0.382094 17.934844 -17.872627 4.453099 4.515316 2.795401 0.511433 3.306835 6.024701 9.331536 0.012462 0.022730 0.035192 9.366727 392.295726
0.022923 1830 3.011554 -0.729869 -0.325349 -0.382579 17.634375 -17.883265 4.534378 4.285488 2.811241 0.660958 3.472199 5.859245 9.331445 0.012640 0.022650 0.035290 9.366735 394.518652
0.023046 1840 3.078115 -0.729407 -0.325872 -0.383086 17.302114 -17.883407 4.621535 4.040242 2.828281 0.823022 3.651302 5.679991 9.331293 0.012681 0.022788 0.035468 9.366761 396.909883
0.023168 1850 3.145653 -0.728924 -0.326410 -0.383616 16.940578 -17.872500 4.714414 3.782491 2.845744 0.995725 3.841469 5.489195 9.330664 0.013242 0.022859 0.036102 9.366766 399.360698
0.023289 1860 3.213473 -0.728419 -0.326961 -0.384166 16.552183 -17.849960 4.812875 3.515098 2.864513 1.176780 4.041293 5.289026 9.330319 0.013384 0.022977 0.036361 9.366680 401.994558
0.023409 1870 3.280857 -0.727892 -0.327524 -0.384736 16.139280 -17.815207 4.916803 3.240876 2.884249 1.364549 4.248798 5.081581 9.330379 0.013432 0.022942 0.036374 9.366753 404.764330
0.023529 1880 3.347052 -0.727345 -0.328101 -0.385325 15.704188 -17.767647 5.026077 2.962619 2.904934 1.556200 4.461134 4.868901 9.330035 0.013442 0.023283 0.036725 9.366760 407.667147
0.023648 1890 3.411282 -0.726776 -0.328688 -0.385932 15.249207 -17.706705 5.140584 2.683085 2.926078 1.750845 4.676923 4.652970 9.329894 0.013980 0.022876 0.036857 9.366751 410.634419
0.023767 1900 3.472750 -0.726188 -0.329286 -0.386556 14.776494 -17.631771 5.260218 2.404941 2.948801 1.945199 4.894000 4.435661 9.329661 0.014052 0.023023 0.037075 9.366736 413.823285
0.023886 1910 3.530649 -0.725579 -0.329894 -0.387197 14.288290 -17.542321 5.384879 2.130848 2.972684 2.137632 5.110316 4.218827 9.329142 0.014235 0.023394 0.037629 9.366771 417.174832
0.024005 1920 3.584153 -0.724951 -0.330512 -0.387853 13.786724 -17.437804 5.514463 1.863383 2.998025 2.326269 5.324294 4.004220 9.328514 0.014426 0.023720 0.038146 9.366660 420.731152
0.024124 1930 3.632434 -0.724304 -0.331138 -0.388524 13.273824 -17.317662 5.648871 1.605033 3.025268 2.509750 5.535018 3.793500 9.328518 0.014411 0.023861 0.038272 9.366790 424.554334
0.024243 1940 3.674656 -0.723638 -0.331773 -0.389210 12.751662 -17.181413 5.788000 1.358248 3.054740 2.685426 5.740165 3.588284 9.328449 0.014122 0.024127 0.038248 9.366697 428.690244
0.024363 1950 3.709985 -0.722954 -0.332415 -0.389909 12.222174 -17.028532 5.931734 1.125376 3.085628 2.852329 5.937957 3.390083 9.328040 0.014649 0.023974 0.038623 9.366663 433.024995
0.024483 1960 3.737588 -0.722253 -0.333063 -0.390621 11.687271 -16.858543 6.079961 0.908689 3.119424 3.008152 6.127576 3.200340 9.327916 0.014812 0.023944 0.038756 9.366672 437.767796
0.024603 1970 3.756646 -0.721534 -0.333717 -0.391345 11.148856 -16.671043 6.232570 0.710383 3.156295 3.151074 6.307369 3.020432 9.327801 0.014772 0.024209 0.038980 9.366782 442.942177
0.024725 1980 3.766351 -0.720799 -0.334376 -0.392081 10.608788 -16.465665 6.389440 0.532563 3.196472 3.279274 6.475746 2.851657 9.327402 0.014642 0.024691 0.039334 9.366736 448.580370
0.024847 1990 3.765914 -0.720049 -0.335040 -0.392828 10.068815 -16.242034 6.550442 0.377223 3.240016 3.392106 6.632122 2.695220 9.327342 0.014718 0.024626 0.039344 9.366686 454.691201
0.024970 2000 3.754570 -0.719284 -0.335707 -0.393586 9.530651 -15.999813 6.715427 0.246265 3.287216 3.487548 6.774765 2.552259 9.327023 0.015073 0.024614 0.039688 9.366711 461.315114
0.025094 2010 3.731582 -0.718504 -0.336376 -0.394352 8.995981 -15.738745 6.884248 0.141484 3.339511 3.563851 6.903362 2.423833 9.327195 0.014640 0.024877 0.039518 9.366713 468.653928
0.025219 2020 3.696253 -0.717710 -0.337047 -0.395128 8.466434 -15.458615 7.056741 0.064560 3.395942 3.620553 7.016495 2.310928 9.327423 0.014742 0.024528 0.039270 9.366693 476.573262
0.025346 2030 3.647932 -0.716904 -0.337718 -0.395912 7.943569 -15.159245 7.232728 0.017052 3.457792 3.655662 7.113454 2.214450 9.327904 0.014456 0.024360 0.038816 9.366720 485.253058
0.025475 2040 3.586020 -0.716085 -0.338388 -0.396703 7.428924 -14.840545 7.412010 0.000389 3.524596 3.667736 7.192332 2.135233 9.327565 0.014589 0.024524 0.039114 9.366678 494.628093
0.025606 2050 3.509994 -0.715254 -0.339055 -0.397501 6.923983 -14.502472 7.594347 0.015858 3.596531 3.656640 7.253170 2.074042 9.327212 0.015278 0.024208 0.039486 9.366698 504.723103
0.025739 2060 3.419403 -0.714412 -0.339719 -0.398305 6.430187 -14.145094 7.779494 0.064588 3.675266 3.620175 7.295441 2.031555 9.326996 0.015139 0.024620 0.039758 9.366754 515.772518
0.025874 2070 3.313890 -0.713559 -0.340377 -0.399113 5.948932 -13.768587 7.967187 0.147532 3.760311 3.558113 7.318425 2.008373 9.326798 0.014906 0.025086 0.039992 9.366790 527.707425
0.026013 2080 3.193221 -0.712696 -0.341028 -0.399925 5.481530 -13.373188 8.157115 0.265457 3.851341 3.469745 7.321086 2.005030 9.326117 0.015081 0.025579 0.040661 9.366777 540.482212
0.026155 2090 3.057314 -0.711822 -0.341668 -0.400739 5.029249 -12.959255 8.348916 0.418911 3.948781 3.355261 7.304042 2.021995 9.326038 0.015328 0.025388 0.040715 9.366753 554.156551
0.026300 2100 2.906336 -0.710938 -0.342297 -0.401555 4.593513 -12.527507 8.542092 0.608098 4.053054 3.212898 7.265952 2.059645 9.325597 0.015157 0.025984 0.041140 9.366737 568.789806
0.026450 2110 2.740708 -0.710044 -0.342910 -0.402369 4.175693 -12.078920 8.736080 0.832853 4.163143 3.043253 7.206396 2.118238 9.324634 0.015363 0.026714 0.042076 9.366710 584.239274
0.026604 2120 2.561616 -0.709143 -0.343502 -0.403178 3.777924 -11.615722 8.929766 1.091969 4.278967 2.848113 7.127080 2.197763 9.324843 0.015316 0.026590 0.041905 9.366748 600.493534
0.026763 2130 2.371021 -0.708235 -0.344067 -0.403976 3.402605 -11.141282 9.121686 1.383010 4.398649 2.627503 7.026152 2.297753 9.323905 0.015707 0.027143 0.042850 9.366755 617.289283
0.026926 2140 2.172286 -0.707329 -0.344597 -0.404756 3.053011 -10.661326 9.309581 1.701266 4.520792 2.385618 6.906409 2.416871 9.323280 0.015895 0.027606 0.043501 9.366781 634.430282
0.027093 2150 1.970396 -0.706432 -0.345081 -0.405505 2.732897 -10.184136 9.490417 2.039179 4.642629 2.127876 6.770505 2.552557 9.323062 0.015647 0.027996 0.043643 9.366706 651.528494
0.027261 2160 1.771179 -0.705554 -0.345510 -0.406213 2.444984 -9.718701 9.661170 2.387453 4.759854 1.861377 6.621231 2.701355 9.322586 0.015803 0.028413 0.044216 9.366802 667.979352
0.027431 2170 1.579963 -0.704699 -0.345879 -0.406871 2.189617 -9.272003 9.819788 2.737402 4.869665 1.592384 6.462049 2.859915 9.321964 0.015997 0.028750 0.044748 9.366711 683.389756
0.027602 2180 1.401584 -0.703870 -0.346183 -0.407477 1.965669 -8.849349 9.964919 3.081240 4.969398 1.327362 6.296761 3.025294 9.322055 0.015968 0.028700 0.044668 9.366723 697.386013
0.027774 2190 1.240837 -0.703066 -0.346420 -0.408025 1.771644 -8.455669 10.095404 3.411379 5.055684 1.071212 6.126896 3.194705 9.321601 0.016110 0.029028 0.045138 9.366740 709.494980
0.027948 2200 1.102536 -0.702289 -0.346586 -0.408514 1.605956 -8.095766 10.210160 3.720350 5.125596 0.830476 5.956071 3.365498 9.321569 0.016287 0.028842 0.045129 9.366698 719.306113
0.028124 2210 0.991417 -0.701536 -0.346679 -0.408939 1.466897 -7.773968 10.308225 4.001154 5.176058 0.610112 5.786170 3.535416 9.321586 0.016460 0.028678 0.045138 9.366724 726.387873
0.028303 2220 0.912287 -0.700809 -0.346697 -0.409299 1.353035 -7.494809 10.388608 4.246834 5.203909 0.415388 5.619297 3.702315 9.321613 0.016544 0.028572 0.045115 9.366728 730.296383
0.028485 2230 0.870076 -0.700106 -0.346635 -0.409590 1.263289 -7.263067 10.450237 4.450459 5.205695 0.251560 5.457255 3.864203 9.321458 0.016573 0.028732 0.045305 9.366763 730.547005
0.028669 2240 0.869710 -0.699433 -0.346493 -0.409808 1.197430 -7.084926 10.491689 4.604193 5.178912 0.125165 5.304077 4.018169 9.322246 0.015756 0.028745 0.044501 9.366747 726.788325
0.028855 2250 0.914675 -0.698796 -0.346270 -0.409947 1.155236 -6.965500 10.511964 4.701700 5.119610 0.041293 5.160902 4.161362 9.322264 0.015766 0.028715 0.044481 9.366745 718.466060
0.029041 2260 1.006242 -0.698201 -0.345970 -0.410009 1.136344 -6.907836 10.510811 4.739319 5.027949 0.003023 5.030972 4.291381 9.322353 0.015689 0.028694 0.044383 9.366737 705.602774
0.029224 2270 1.141466 -0.697660 -0.345605 -0.409994 1.140037 -6.911941 10.489163 4.717258 4.906105 0.010677 4.916782 4.405466 9.322247 0.015813 0.028672 0.044484 9.366732 688.503639
0.029401 2280 1.313869 -0.697178 -0.345189 -0.409912 1.164676 -6.973094 10.449375 4.640957 4.758997 0.060493 4.819490 4.502547 9.322037 0.016043 0.028656 0.044699 9.366736 667.859136
0.029572 2290 1.516601 -0.696755 -0.344735 -0.409771 1.208454 -7.084344 10.394144 4.518254 4.591552 0.146651 4.738203 4.583594 9.321798 0.016263 0.028685 0.044948 9.366746 644.360562
0.029735 2300 1.742311 -0.696389 -0.344253 -0.409582 1.269666 -7.238058 10.326248 4.357856 4.408976 0.262644 4.671621 4.649941 9.321562 0.016453 0.028745 0.045198 9.366760 618.738588
0.029892 2310 1.985232 -0.696076 -0.343753 -0.409354 1.347202 -7.427754 10.247887 4.167336 4.214903 0.402762 4.617664 4.703386 9.321050 0.016934 0.028803 0.045737 9.366786 591.503003
0.030044 2320 2.240484 -0.695810 -0.343239 -0.409093 1.440372 -7.647940 10.160837 3.953268 4.013301 0.561886 4.575187 4.745610 9.320797 0.017089 0.028857 0.045946 9.366743 563.210993
