0p03	0.03	9	
0p01	0.01	10	
0p016667	0.016667	10	
0p023333	0.023333	10	
0p03	0.03	10	
0p01	0.01	11	
0p016667	0.016667	11	
0p023333	0.023333	11	
0p03	0.03	11	
0p01	0.01	12	
0p01	0.01	18	
0p016667	0.016667	18	
0p01	0.01	19	
0p016667	0.016667	19	
0p023333	0.023333	19	
0p03	0.03	19	
0	0	20	
0p01	0.01	20	
0p016667	0.016667	20	
0p023333	0.023333	20	
0p03	0.03	20	
0	0	21	
0p03	0.03	21	
0p01	0.01	22	
0p016667	0.016667	22	
0p023333	0.023333	22	
0p01	0.01	24	
0p016667	0.016667	24	
0p023333	0.023333	24	
0p03	0.03	24	
0	0	25	
0p01	0.01	25	
0p016667	0.016667	25	
0p023333	0.023333	25	
0p03	0.03	25	
0	0	26	
0p01	0.01	26	
0p016667	0.016667	26	
0p023333	0.023333	26	
0p03	0.03	26	
0	0	27	
0p01	0.01	27	
0p016667	0.016667	27	
0p023333	0.023333	27	
0p03	0.03	27	
0	0	28	
0p01	0.01	28	
0p016667	0.016667	28	
0p023333	0.023333	28	
0p03	0.03	28	
0	0	29	
0p01	0.01	29	
0p016667	0.016667	29	
0p023333	0.023333	29	
0p03	0.03	29	
0	0	30	
0p01	0.01	30	
0p016667	0.016667	30	
0p023333	0.023333	30	
0p03	0.03	30	
0	0	31	
0p01	0.01	31	
0p016667	0.016667	31	
0p023333	0.023333	31	
0p03	0.03	31	
0	0	32	
0p01	0.01	32	
0p016667	0.016667	32	
0p023333	0.023333	32	
0p03	0.03	32	
0	0	33	
0p01	0.01	33	
0p016667	0.016667	33	
0p023333	0.023333	33	
0p03	0.03	33	
0	0	34	
0p01	0.01	34	
0p016667	0.016667	34	
0p023333	0.023333	34	
0p03	0.03	34	
0	0	35	
0p01	0.01	35	
0p016667	0.016667	35	
0p023333	0.023333	35	
0p03	0.03	35	
0	0	36	
0p01	0.01	36	
0p016667	0.016667	36	
0p023333	0.023333	36	
0p03	0.03	36	
0	0	37	
0p01	0.01	37	
0p016667	0.016667	37	
0p023333	0.023333	37	
0p03	0.03	37	
0	0	38	
0p01	0.01	38	
0p016667	0.016667	38	
0p023333	0.023333	38	
0p03	0.03	38	
0	0	39	
0p01	0.01	39	
0p016667	0.016667	39	
0p023333	0.023333	39	
0p03	0.03	39	
0	0	40	
0p01	0.01	40	
0p016667	0.016667	40	
0p023333	0.023333	40	
0p03	0.03	40	
0	0	41	
0p01	0.01	41	
0p016667	0.016667	41	
0p023333	0.023333	41	
0p03	0.03	41	
0	0	42	
0p01	0.01	42	
0p016667	0.016667	42	
0p023333	0.023333	42	
0p03	0.03	42	
0	0	43	
0p01	0.01	43	
0p016667	0.016667	43	
0p023333	0.023333	43	
0p03	0.03	43	
0	0	44	
0p01	0.01	44	
0p016667	0.016667	44	
0p023333	0.023333	44	
0p03	0.03	44	
0	0	45	
0p01	0.01	45	
0p016667	0.016667	45	
0p023333	0.023333	45	
0p03	0.03	45	
