0p03	0.03	254	
0	0	255	
0p01	0.01	255	
0p016667	0.016667	255	
0p023333	0.023333	255	
0p03	0.03	255	
0	0	256	
0p01	0.01	256	
0p016667	0.016667	256	
0p023333	0.023333	256	
0p03	0.03	256	
0	0	257	
0p01	0.01	257	
0p016667	0.016667	257	
0p023333	0.023333	257	
0p03	0.03	257	
0	0	258	
0p01	0.01	258	
0p016667	0.016667	258	
0p023333	0.023333	258	
0p03	0.03	258	
0	0	259	
0p01	0.01	259	
0p016667	0.016667	259	
0p023333	0.023333	259	
0p03	0.03	259	
0	0	260	
0p01	0.01	260	
0p016667	0.016667	260	
0p023333	0.023333	260	
0p03	0.03	260	
0	0	261	
0p01	0.01	261	
0p016667	0.016667	261	
0p023333	0.023333	261	
0p03	0.03	261	
0	0	262	
0p01	0.01	262	
0p016667	0.016667	262	
0p023333	0.023333	262	
0p03	0.03	262	
0	0	263	
0p01	0.01	263	
0p016667	0.016667	263	
0p023333	0.023333	263	
0p03	0.03	263	
0	0	264	
0p01	0.01	264	
0p016667	0.016667	264	
0p023333	0.023333	264	
0p03	0.03	264	
0	0	265	
0p01	0.01	265	
0p016667	0.016667	265	
0p023333	0.023333	265	
0p03	0.03	265	
0	0	266	
0p01	0.01	266	
0p016667	0.016667	266	
0p023333	0.023333	266	
0p03	0.03	266	
0	0	267	
0p01	0.01	267	
0p016667	0.016667	267	
0p023333	0.023333	267	
0p03	0.03	267	
0	0	268	
0p01	0.01	268	
0p016667	0.016667	268	
0p023333	0.023333	268	
0p03	0.03	268	
0	0	269	
0p01	0.01	269	
0p016667	0.016667	269	
0p023333	0.023333	269	
0p03	0.03	269	
0	0	270	
0p01	0.01	270	
0p016667	0.016667	270	
0p023333	0.023333	270	
0p03	0.03	270	
0	0	271	
0p01	0.01	271	
0p016667	0.016667	271	
0p023333	0.023333	271	
0p03	0.03	271	
0	0	272	
0p01	0.01	272	
0p016667	0.016667	272	
0p023333	0.023333	272	
0p03	0.03	272	
0	0	273	
0p01	0.01	273	
0p016667	0.016667	273	
0p023333	0.023333	273	
0p03	0.03	273	
0	0	274	
0p01	0.01	274	
0p016667	0.016667	274	
0p023333	0.023333	274	
0p03	0.03	274	
0	0	275	
0p01	0.01	275	
0p016667	0.016667	275	
0p023333	0.023333	275	
0p03	0.03	275	
0	0	276	
0p01	0.01	276	
0p016667	0.016667	276	
0p023333	0.023333	276	
0p03	0.03	276	
0	0	277	
0p01	0.01	277	
0p016667	0.016667	277	
0p023333	0.023333	277	
0p03	0.03	277	
0	0	278	
0p01	0.01	278	
0p016667	0.016667	278	
0p023333	0.023333	278	
0p03	0.03	278	
0	0	279	
0p01	0.01	279	
0p016667	0.016667	279	
0p023333	0.023333	279	
0p03	0.03	279	
0	0	280	
0p01	0.01	280	
0p016667	0.016667	280	
0p023333	0.023333	280	
0p03	0.03	280	
0	0	281	
0p01	0.01	281	
0p016667	0.016667	281	
0p023333	0.023333	281	
0p03	0.03	281	
0	0	282	
0p01	0.01	282	
0p016667	0.016667	282	
0p023333	0.023333	282	
0p03	0.03	282	
0	0	283	
0p01	0.01	283	
0p016667	0.016667	283	
0p023333	0.023333	283	
0p03	0.03	283	
0	0	284	
0p01	0.01	284	
0p016667	0.016667	284	
0p023333	0.023333	284	
0p03	0.03	284	
0	0	285	
0p01	0.01	285	
0p016667	0.016667	285	
0p023333	0.023333	285	
0p03	0.03	285	
0	0	286	
0p01	0.01	286	
0p016667	0.016667	286	
0p023333	0.023333	286	
0p03	0.03	286	
0	0	287	
0p01	0.01	287	
0p016667	0.016667	287	
0p023333	0.023333	287	
0p03	0.03	287	
0	0	288	
0p01	0.01	288	
0p016667	0.016667	288	
0p023333	0.023333	288	
0p03	0.03	288	
0	0	289	
0p01	0.01	289	
0p016667	0.016667	289	
0p023333	0.023333	289	
0p03	0.03	289	
0	0	290	
0p01	0.01	290	
0p016667	0.016667	290	
0p023333	0.023333	290	
0p03	0.03	290	
0	0	291	
0p01	0.01	291	
0p016667	0.016667	291	
0p023333	0.023333	291	
0p03	0.03	291	
0	0	292	
0p01	0.01	292	
0p016667	0.016667	292	
0p023333	0.023333	292	
0p03	0.03	292	
0	0	293	
0p01	0.01	293	
0p016667	0.016667	293	
0p023333	0.023333	293	
0p03	0.03	293	
0	0	294	
0p01	0.01	294	
0p016667	0.016667	294	
0p023333	0.023333	294	
0p03	0.03	294	
0	0	295	
0p01	0.01	295	
0p016667	0.016667	295	
0p023333	0.023333	295	
0p03	0.03	295	
0	0	296	
0p01	0.01	296	
0p016667	0.016667	296	
0p023333	0.023333	296	
0p03	0.03	296	
0	0	297	
0p01	0.01	297	
0p016667	0.016667	297	
0p023333	0.023333	297	
0p03	0.03	297	
0	0	298	
0p01	0.01	298	
0p016667	0.016667	298	
0p023333	0.023333	298	
0p03	0.03	298	
0	0	299	
0p01	0.01	299	
0p016667	0.016667	299	
0p023333	0.023333	299	
0p03	0.03	299	
0	0	300	
0p01	0.01	300	
0p016667	0.016667	300	
0p023333	0.023333	300	
0p03	0.03	300	
0	0	301	
0p01	0.01	301	
0p016667	0.016667	301	
0p023333	0.023333	301	
0p03	0.03	301	
0	0	302	
0p01	0.01	302	
0p016667	0.016667	302	
0p023333	0.023333	302	
0p03	0.03	302	
0	0	303	
0p01	0.01	303	
0p016667	0.016667	303	
0p023333	0.023333	303	
0p03	0.03	303	
0	0	304	
0p01	0.01	304	
0p016667	0.016667	304	
0p023333	0.023333	304	
0p03	0.03	304	
0	0	305	
0p01	0.01	305	
0p016667	0.016667	305	
0p023333	0.023333	305	
0p03	0.03	305	
0	0	306	
0p01	0.01	306	
0p016667	0.016667	306	
0p023333	0.023333	306	
0p03	0.03	306	
0	0	307	
0p01	0.01	307	
0p016667	0.016667	307	
0p023333	0.023333	307	
0p03	0.03	307	
0	0	308	
0p01	0.01	308	
0p016667	0.016667	308	
0p023333	0.023333	308	
0p03	0.03	308	
0	0	309	
0p01	0.01	309	
0p016667	0.016667	309	
0p023333	0.023333	309	
0p03	0.03	309	
0	0	310	
0p01	0.01	310	
0p016667	0.016667	310	
0p023333	0.023333	310	
0p03	0.03	310	
0	0	311	
0p01	0.01	311	
0p016667	0.016667	311	
0p023333	0.023333	311	
0p03	0.03	311	
0	0	312	
0p01	0.01	312	
0p016667	0.016667	312	
0p023333	0.023333	312	
0p03	0.03	312	
0	0	313	
0p01	0.01	313	
0p016667	0.016667	313	
0p023333	0.023333	313	
0p03	0.03	313	
0	0	314	
0p01	0.01	314	
0p016667	0.016667	314	
0p023333	0.023333	314	
0p03	0.03	314	
0	0	315	
0p01	0.01	315	
0p016667	0.016667	315	
0p023333	0.023333	315	
0p03	0.03	315	
0	0	316	
0p01	0.01	316	
0p016667	0.016667	316	
0p023333	0.023333	316	
0p03	0.03	316	
0	0	317	
0p01	0.01	317	
0p016667	0.016667	317	
0p023333	0.023333	317	
0p03	0.03	317	
0	0	318	
0p01	0.01	318	
0p016667	0.016667	318	
0p023333	0.023333	318	
0p03	0.03	318	
0	0	319	
0p01	0.01	319	
0p016667	0.016667	319	
0p023333	0.023333	319	
0p03	0.03	319	
0	0	320	
0p01	0.01	320	
0p016667	0.016667	320	
0p023333	0.023333	320	
0p03	0.03	320	
0	0	321	
0p01	0.01	321	
0p016667	0.016667	321	
0p023333	0.023333	321	
0p03	0.03	321	
0	0	322	
0p01	0.01	322	
0p016667	0.016667	322	
0p023333	0.023333	322	
0p03	0.03	322	
0	0	323	
0p01	0.01	323	
0p016667	0.016667	323	
0p023333	0.023333	323	
0p03	0.03	323	
0	0	324	
0p01	0.01	324	
0p016667	0.016667	324	
0p023333	0.023333	324	
0p03	0.03	324	
0	0	325	
0p01	0.01	325	
0p016667	0.016667	325	
0p023333	0.023333	325	
0p03	0.03	325	
0	0	326	
0p01	0.01	326	
0p016667	0.016667	326	
0p023333	0.023333	326	
0p03	0.03	326	
0	0	327	
0p01	0.01	327	
0p016667	0.016667	327	
0p023333	0.023333	327	
0p03	0.03	327	
0	0	328	
0p01	0.01	328	
0p016667	0.016667	328	
0p023333	0.023333	328	
0p03	0.03	328	
0	0	329	
0p01	0.01	329	
0p016667	0.016667	329	
0p023333	0.023333	329	
0p03	0.03	329	
0	0	330	
0p01	0.01	330	
0p016667	0.016667	330	
0p023333	0.023333	330	
0p03	0.03	330	
0	0	331	
0p01	0.01	331	
0p016667	0.016667	331	
0p023333	0.023333	331	
0p03	0.03	331	
0	0	332	
0p01	0.01	332	
0p016667	0.016667	332	
0p023333	0.023333	332	
0p03	0.03	332	
0	0	333	
0p01	0.01	333	
0p016667	0.016667	333	
0p023333	0.023333	333	
0p03	0.03	333	
0	0	334	
0p01	0.01	334	
0p016667	0.016667	334	
0p023333	0.023333	334	
0p03	0.03	334	
0	0	335	
0p01	0.01	335	
0p016667	0.016667	335	
0p023333	0.023333	335	
0p03	0.03	335	
0	0	336	
0p01	0.01	336	
0p016667	0.016667	336	
0p023333	0.023333	336	
0p03	0.03	336	
0	0	337	
0p01	0.01	337	
0p016667	0.016667	337	
0p023333	0.023333	337	
0p03	0.03	337	
0	0	338	
0p01	0.01	338	
0p016667	0.016667	338	
0p023333	0.023333	338	
0p03	0.03	338	
0	0	339	
0p01	0.01	339	
0p016667	0.016667	339	
0p023333	0.023333	339	
0p03	0.03	339	
0	0	340	
0p01	0.01	340	
0p016667	0.016667	340	
0p023333	0.023333	340	
0p03	0.03	340	
0	0	341	
0p01	0.01	341	
0p016667	0.016667	341	
0p023333	0.023333	341	
0p03	0.03	341	
0	0	342	
0p01	0.01	342	
0p016667	0.016667	342	
0p023333	0.023333	342	
0p03	0.03	342	
0	0	343	
0p01	0.01	343	
0p016667	0.016667	343	
0p023333	0.023333	343	
0p03	0.03	343	
0	0	344	
0p01	0.01	344	
0p016667	0.016667	344	
0p023333	0.023333	344	
0p03	0.03	344	
0	0	345	
0p01	0.01	345	
0p016667	0.016667	345	
0p023333	0.023333	345	
0p03	0.03	345	
0	0	346	
0p01	0.01	346	
0p016667	0.016667	346	
0p023333	0.023333	346	
0p03	0.03	346	
0	0	347	
0p01	0.01	347	
0p016667	0.016667	347	
0p023333	0.023333	347	
0p03	0.03	347	
0	0	348	
0p01	0.01	348	
0p016667	0.016667	348	
0p023333	0.023333	348	
0p03	0.03	348	
0	0	349	
0p01	0.01	349	
0p016667	0.016667	349	
0p023333	0.023333	349	
0p03	0.03	349	
0	0	350	
0p01	0.01	350	
0p016667	0.016667	350	
0p023333	0.023333	350	
0p03	0.03	350	
0	0	351	
0p01	0.01	351	
0p016667	0.016667	351	
0p023333	0.023333	351	
0p03	0.03	351	
0	0	352	
0p01	0.01	352	
0p016667	0.016667	352	
0p023333	0.023333	352	
0p03	0.03	352	
0	0	353	
0p01	0.01	353	
0p016667	0.016667	353	
0p023333	0.023333	353	
0p03	0.03	353	
0	0	354	
0p01	0.01	354	
0p016667	0.016667	354	
0p023333	0.023333	354	
0p03	0.03	354	
0	0	355	
0p01	0.01	355	
0p016667	0.016667	355	
0p023333	0.023333	355	
0p03	0.03	355	
0	0	356	
0p01	0.01	356	
0p016667	0.016667	356	
0p023333	0.023333	356	
0p03	0.03	356	
0	0	357	
0p01	0.01	357	
0p016667	0.016667	357	
0p023333	0.023333	357	
0p03	0.03	357	
0	0	358	
0p01	0.01	358	
0p016667	0.016667	358	
0p023333	0.023333	358	
0p03	0.03	358	
0	0	359	
0p01	0.01	359	
0p016667	0.016667	359	
0p023333	0.023333	359	
0p03	0.03	359	
0	0	360	
0p01	0.01	360	
0p016667	0.016667	360	
0p023333	0.023333	360	
0p03	0.03	360	
0	0	361	
0p01	0.01	361	
0p016667	0.016667	361	
0p023333	0.023333	361	
0p03	0.03	361	
0	0	362	
0p01	0.01	362	
0p016667	0.016667	362	
0p023333	0.023333	362	
0p03	0.03	362	
0	0	363	
0p01	0.01	363	
0p016667	0.016667	363	
0p023333	0.023333	363	
0p03	0.03	363	
0	0	364	
0p01	0.01	364	
0p016667	0.016667	364	
0p023333	0.023333	364	
0p03	0.03	364	
0	0	365	
0p01	0.01	365	
0p016667	0.016667	365	
0p023333	0.023333	365	
0p03	0.03	365	
0	0	366	
0p01	0.01	366	
0p016667	0.016667	366	
0p023333	0.023333	366	
0p03	0.03	366	
0	0	367	
0p01	0.01	367	
0p016667	0.016667	367	
0p023333	0.023333	367	
0p03	0.03	367	
0	0	368	
0p01	0.01	368	
0p016667	0.016667	368	
