# frequency_cm-1 spectrum_qm_au
8.839572771677519825e+01 1.325279967760187600e+16
8.872929650061209372e+01 1.328437597192451200e+16
8.906286528444897499e+01 1.331595130429920400e+16
8.939643406828585626e+01 1.334752494049718400e+16
8.973000285212273752e+01 1.337909609064667000e+16
9.006357163595964721e+01 1.341066390892964600e+16
9.039714041979652848e+01 1.344222749329318800e+16
9.073070920363340974e+01 1.347378588517605200e+16
9.106427798747029101e+01 1.350533806925169800e+16
9.139784677130718649e+01 1.353688297318814800e+16
9.173141555514408196e+01 1.356841946742634800e+16
9.206498433898096323e+01 1.359994636497692400e+16
9.239855312281785871e+01 1.363146242123759600e+16
9.273212190665473997e+01 1.366296633383080400e+16
9.306569069049162124e+01 1.369445674246366600e+16
9.339925947432850251e+01 1.372593222881056400e+16
9.373282825816541219e+01 1.375739131641957800e+16
9.406639704200229346e+01 1.378883247064368600e+16
9.439996582583917473e+01 1.382025409859765600e+16
9.473353460967605599e+01 1.385165454914192400e+16
9.506710339351293726e+01 1.388303211289411600e+16
9.540067217734984695e+01 1.391438502226911000e+16
9.573424096118672821e+01 1.394571145154920400e+16
9.606780974502360948e+01 1.397700951698478200e+16
9.640137852886050496e+01 1.400827727692663200e+16
9.673494731269738622e+01 1.403951273199107600e+16
9.706851609653428170e+01 1.407071382525885400e+16
9.740208488037116297e+01 1.410187844250814000e+16
9.773565366420805844e+01 1.413300441248372400e+16
9.806922244804493971e+01 1.416408950720213200e+16
9.840279123188182098e+01 1.419513144229449600e+16
9.873636001571871645e+01 1.422612787738741600e+16
9.906992879955561193e+01 1.425707641652316800e+16
9.940349758339249320e+01 1.428797460861992200e+16
9.973706636722937446e+01 1.431881994797255000e+16
1.000706351510662557e+02 1.434960987479531200e+16
1.004042039349031512e+02 1.438034177580672000e+16
1.007377727187400467e+02 1.441101298485778000e+16
1.010713415025769280e+02 1.444162078360375600e+16
1.014049102864138092e+02 1.447216240222056000e+16
1.017384790702507047e+02 1.450263502016632800e+16
1.020720478540875860e+02 1.453303576698846000e+16
1.024056166379244814e+02 1.456336172317712800e+16
1.027391854217613627e+02 1.459360992106532400e+16
1.030727542055982582e+02 1.462377734577618000e+16
1.034063229894351394e+02 1.465386093621759800e+16
1.037398917732720207e+02 1.468385758612518800e+16
1.040734605571089020e+02 1.471376414515284800e+16
1.044070293409458117e+02 1.474357742001215200e+16
1.047405981247826929e+02 1.477329417566004400e+16
1.050741669086195742e+02 1.480291113653513200e+16
1.054077356924564555e+02 1.483242498784283200e+16
1.057413044762933509e+02 1.486183237688896800e+16
1.060748732601302464e+02 1.489112991446189800e+16
1.064084420439671277e+02 1.492031417626311800e+16
1.067420108278040090e+02 1.494938170438576800e+16
1.070755796116409044e+02 1.497832900884102600e+16
1.074091483954777857e+02 1.500715256913174000e+16
1.077427171793146812e+02 1.503584883587308000e+16
1.080762859631515624e+02 1.506441423245921200e+16
1.084098547469884579e+02 1.509284515677624000e+16
1.087434235308253392e+02 1.512113798295915200e+16
1.090769923146622205e+02 1.514928906319383000e+16
1.094105610984991301e+02 1.517729472956172000e+16
1.097441298823360114e+02 1.520515129592695000e+16
1.100776986661728927e+02 1.523285505986474600e+16
1.104112674500097739e+02 1.526040230462957600e+16
1.107448362338466552e+02 1.528778930116256800e+16
1.110784050176835507e+02 1.531501231013610000e+16
1.114119738015204462e+02 1.534206758403456600e+16
1.117455425853573274e+02 1.536895136926996600e+16
1.120791113691942229e+02 1.539565990833021400e+16
1.124126801530311042e+02 1.542218944195914400e+16
1.127462489368679854e+02 1.544853621136605400e+16
1.130798177207048809e+02 1.547469646046303600e+16
1.134133865045417764e+02 1.550066643812856200e+16
