# frequency_cm-1 spectrum_qm_au
1.667887191475624087e-01 1.959699934397140891e+26
3.335774382951248174e-01 2.353898579930104858e+25
5.003661574426871983e-01 1.841042783495214925e+26
6.671548765902496347e-01 1.450405255197372032e+27
8.339435957378119602e-01 -3.108629262409379240e+26
1.000732314885374397e+00 9.143545171993776401e+26
1.167521034032936722e+00 2.814624906525585882e+26
1.334309753180499269e+00 2.312993673387231341e+27
1.501098472328061595e+00 -2.084335842558148088e+27
1.667887191475623920e+00 4.099239320820940303e+27
1.834675910623186246e+00 -1.753877027913735662e+27
2.001464629770748793e+00 2.477601489122007371e+27
2.168253348918311119e+00 7.831491839435916419e+26
2.335042068065873444e+00 1.367026350510742813e+27
2.501830787213435769e+00 3.245618955908517118e+27
2.668619506360998539e+00 -6.754264642060776704e+25
2.835408225508560864e+00 3.665088677805842946e+27
3.002196944656123190e+00 -1.354231038050720419e+27
3.168985663803685515e+00 5.121232626165930449e+27
3.335774382951247841e+00 3.344512909512545395e+27
3.502563102098810610e+00 2.550972586890726979e+27
3.669351821246372491e+00 9.273644879268561021e+27
3.836140540393934817e+00 3.036221269728489978e+27
4.002929259541497586e+00 1.306472341203876498e+27
4.169717978689059912e+00 1.775439390269000325e+27
4.336506697836622237e+00 4.562155588330645062e+27
4.503295416984184563e+00 6.351923615536182077e+26
4.670084136131746888e+00 2.733755347634751416e+27
4.836872855279309213e+00 8.868349708748567064e+27
5.003661574426871539e+00 -4.288157118879393311e+27
5.170450293574433864e+00 7.835398084115084432e+27
5.337239012721997078e+00 -2.947339422240848365e+26
5.504027731869559403e+00 7.063276771115329380e+27
5.670816451017121729e+00 6.243866215505795991e+27
5.837605170164684054e+00 1.452720086591793374e+28
6.004393889312246380e+00 -6.626409416571591489e+27
6.171182608459808705e+00 9.505798732210980453e+27
6.337971327607371030e+00 7.712700272607343282e+27
6.504760046754933356e+00 -2.278592744415542587e+27
6.671548765902495681e+00 1.426110657656517344e+28
6.838337485050058007e+00 -9.465273429778475572e+26
7.005126204197621220e+00 1.020759005882021230e+28
7.171914923345183546e+00 2.900162721567480950e+26
7.338703642492744983e+00 1.135659516321243626e+28
7.505492361640307308e+00 -1.173329895737085984e+27
7.672281080787869634e+00 1.443614033423885280e+28
7.839069799935432847e+00 -4.538088537351244252e+27
8.005858519082995173e+00 2.052844578676212933e+28
8.172647238230558386e+00 -3.173266880431245549e+27
8.339435957378119824e+00 2.893188503727128046e+28
8.506224676525683037e+00 1.603203866325112828e+27
8.673013395673244474e+00 3.601281227602393746e+27
8.839802114820805912e+00 4.865189917240458260e+27
9.006590833968369125e+00 1.837111332032901174e+28
9.173379553115932339e+00 5.328618610119379032e+27
9.340168272263493776e+00 6.672282388352990009e+27
9.506956991411055213e+00 2.515886638672789995e+28
9.673745710558618427e+00 -1.073513562376651443e+28
9.840534429706179864e+00 3.990235605880549956e+28
1.000732314885374308e+01 -4.926423189266813447e+27
1.017411186800130629e+01 3.061148992490171202e+28
1.034090058714886773e+01 2.748013054248970618e+28
1.050768930629643094e+01 1.971805212465828398e+28
1.067447802544399416e+01 -1.088498778731424579e+28
1.084126674459155559e+01 4.639490803781974919e+28
1.100805546373911881e+01 -2.036866994116379336e+28
1.117484418288668024e+01 3.513755405905755162e+28
1.134163290203424346e+01 -8.085412777806891421e+27
1.150842162118180667e+01 3.315109065690766451e+28
1.167521034032936811e+01 4.590258035581278164e+27
1.184199905947693132e+01 1.816756734224105632e+28
1.200878777862449276e+01 1.773746202755841535e+27
1.217557649777205420e+01 1.298979869240556882e+28
1.234236521691961741e+01 -4.274137699976292967e+27
1.250915393606717885e+01 1.612565188805066859e+28
1.267594265521474206e+01 3.846318222934719477e+27
1.284273137436230350e+01 2.393366946346154801e+28
1.300952009350986671e+01 1.544465920999720346e+28
1.317630881265742993e+01 3.328364414680074489e+28
1.334309753180499136e+01 1.579073679630094033e+28
1.350988625095255458e+01 3.856644135759292614e+28
1.367667497010011601e+01 1.024532446145939163e+28
1.384346368924767923e+01 8.668098284087531003e+27
1.401025240839524244e+01 5.048158535291644892e+28
1.417704112754280388e+01 5.361388099924430173e+27
1.434382984669036709e+01 4.276480335924992255e+28
1.451061856583792853e+01 3.379842751366143581e+27
1.467740728498548997e+01 1.902332906135281792e+28
1.484419600413305318e+01 8.570663373961030544e+28
1.501098472328061462e+01 3.804705789499954281e+28
1.517777344242817783e+01 -3.949776053077686436e+27
1.534456216157573927e+01 4.803340321471986486e+28
1.551135088072330248e+01 2.663260557284032720e+27
1.567813959987086569e+01 6.031733637732588337e+28
1.584492831901842713e+01 5.583673652435942849e+28
1.601171703816599035e+01 1.347535977535853495e+28
1.617850575731355178e+01 4.340327231057479379e+28
1.634529447646111677e+01 -1.684138430587282828e+28
1.651208319560867821e+01 4.378436104865469355e+28
1.667887191475623965e+01 3.533811765788478958e+28
1.684566063390380108e+01 2.405497719452192483e+28
1.701244935305136607e+01 -1.147326133855264796e+28
1.717923807219892751e+01 1.689786344789435137e+28
1.734602679134648895e+01 -1.021075106247271492e+28
1.751281551049405039e+01 4.991498828158088638e+28
1.767960422964161182e+01 -2.240126540466543015e+28
1.784639294878917681e+01 8.811955009151369143e+28
1.801318166793673825e+01 -3.324925566097709833e+28
1.817997038708429969e+01 8.078638738903218739e+28
1.834675910623186468e+01 -7.581422197625777151e+28
1.851354782537942611e+01 2.134388844528139666e+29
1.868033654452698755e+01 -9.882345865897423215e+28
1.884712526367454899e+01 1.511181794942600549e+29
1.901391398282211043e+01 -2.226620725595564263e+28
1.918070270196967542e+01 8.689843124189852390e+28
1.934749142111723685e+01 -8.506039883805284074e+27
1.951428014026479829e+01 6.391264299837569858e+28
1.968106885941235973e+01 -1.133276201578093221e+28
1.984785757855992472e+01 1.017174958766397597e+29
2.001464629770748616e+01 -3.205750980741723028e+28
2.018143501685504759e+01 5.801832671315137763e+28
2.034822373600261258e+01 -4.386681069760869701e+28
2.051501245515017402e+01 8.498162172604201777e+28
2.068180117429773546e+01 -3.823373524009427559e+28
2.084858989344530045e+01 8.842989778225132829e+28
2.101537861259286188e+01 -3.825294156656902752e+28
2.118216733174042332e+01 1.176641164072100579e+29
2.134895605088798831e+01 -2.701532363044333285e+28
