# frequency_cm-1 spectrum_qm_au
0.000000000000000000e+00 0.000000000000000000e+00
3.335687838368875391e-01 5.023364893374331055e+12
6.671375676737750782e-01 2.005971670117017969e+13
1.000706351510662673e+00 4.500861326479626562e+13
1.334275135347550156e+00 7.970523419903542188e+13
1.667843919184437640e+00 1.239241246953114688e+14
2.001412703021325346e+00 1.773841855697231875e+14
2.334981486858212829e+00 2.397546820904428438e+14
2.668550270695100313e+00 3.106620100549310625e+14
3.002119054531987796e+00 3.896969418386832500e+14
3.335687838368875280e+00 4.764220772927456875e+14
3.669256622205763207e+00 5.703792424232252500e+14
4.002825406042650691e+00 6.710966095524002500e+14
4.336394189879538175e+00 7.780953522620955000e+14
4.669962973716425658e+00 8.908956927993465000e+14
5.003531757553313142e+00 1.009022244988990875e+15
5.337100541390200625e+00 1.132008598842937000e+15
5.670669325227088109e+00 1.259401131562681500e+15
6.004238109063975593e+00 1.390762061927369500e+15
6.337806892900863076e+00 1.525671790382434250e+15
6.671375676737750560e+00 1.663730585415202500e+15
7.004944460574638931e+00 1.804559688481063250e+15
7.338513244411526415e+00 1.947801915635174500e+15
7.672082028248413899e+00 2.093121835148893000e+15
8.005650812085301382e+00 2.240205597814603250e+15
8.339219595922187978e+00 2.388760491415111000e+15
8.672788379759076349e+00 2.538514283882348000e+15
9.006357163595962945e+00 2.689214411785733000e+15
9.339925947432851316e+00 2.840627062600369000e+15
9.673494731269739688e+00 2.992536191184313000e+15
1.000706351510662628e+01 3.144742503368909500e+15
1.034063229894351288e+01 3.297062432747351500e+15
1.067420108278040125e+01 3.449327130743333000e+15
1.100776986661728962e+01 3.601381484892947500e+15
1.134133865045417622e+01 3.753083175953686000e+15
1.167490743429106281e+01 3.904301780921456500e+15
1.200847621812795119e+01 4.054917926198316000e+15
1.234204500196483956e+01 4.204822492943574000e+15
1.267561378580172615e+01 4.353915874945288500e+15
1.300918256963861275e+01 4.502107288108553500e+15
1.334275135347550112e+01 4.649314129765666000e+15
1.367632013731239127e+01 4.795461385419925000e+15
1.400988892114927786e+01 4.940481080165538000e+15
1.434345770498616268e+01 5.084311771834541000e+15
1.467702648882305283e+01 5.226898082857610000e+15
1.501059527265994120e+01 5.368190267862930000e+15
1.534416405649682780e+01 5.508143814135850000e+15
1.567773284033371439e+01 5.646719072209103000e+15
1.601130162417060276e+01 5.783880914025381000e+15
1.634487040800749114e+01 5.919598416301985000e+15
1.667843919184437596e+01 6.053844566916463000e+15
1.701200797568126433e+01 6.186595992323546000e+15
1.734557675951815270e+01 6.317832704192416000e+15
1.767914554335504107e+01 6.447537863627464000e+15
1.801271432719192589e+01 6.575697561491334000e+15
1.834628311102881426e+01 6.702300613499858000e+15
1.867985189486570263e+01 6.827338368887298000e+15
1.901342067870259100e+01 6.950804531563416000e+15
1.934698946253947938e+01 7.072694992790421000e+15
1.968055824637636420e+01 7.193007674507095000e+15
2.001412703021325257e+01 7.311742382508459000e+15
2.034769581405014094e+01 7.428900668772371000e+15
2.068126459788702576e+01 7.544485702286683000e+15
2.101483338172391413e+01 7.658502147794364000e+15
2.134840216556080250e+01 7.770956051924546000e+15
2.168197094939769087e+01 7.881854736226986000e+15
2.201553973323457924e+01 7.991206696666972000e+15
2.234910851707146406e+01 8.099021509176402000e+15
2.268267730090835244e+01 8.205309740887379000e+15
2.301624608474524081e+01 8.310082866708217000e+15
2.334981486858212563e+01 8.413353190920508000e+15
2.368338365241901400e+01 8.515133773507770000e+15
2.401695243625590237e+01 8.615438360940002000e+15
2.435052122009279074e+01 8.714281321161786000e+15
2.468409000392967911e+01 8.811677582544983000e+15
2.501765878776656393e+01 8.907642576586593000e+15
2.535122757160345230e+01 9.002192184141426000e+15
2.568479635544034068e+01 9.095342684996508000e+15
2.601836513927722550e+01 9.187110710602418000e+15
2.635193392311411387e+01 9.277513199789536000e+15
2.668550270695100224e+01 9.366567357305202000e+15
2.701907149078789061e+01 9.454290615019996000e+15
2.735264027462478253e+01 9.540700595654552000e+15
2.768620905846166380e+01 9.625815078893286000e+15
2.801977784229855573e+01 9.709651969750914000e+15
2.835334662613544410e+01 9.792229269072176000e+15
2.868691540997232536e+01 9.873565046043982000e+15
2.902048419380921729e+01 9.953677412613158000e+15
2.935405297764610566e+01 1.003258449970125600e+16
2.968762176148299403e+01 1.011030443511905800e+16
3.002119054531988240e+01 1.018685532308400600e+16
3.035475932915676722e+01 1.026225522525291000e+16
3.068832811299365559e+01 1.033652214318250800e+16
3.102189689683054397e+01 1.040967400213788200e+16
3.135546568066742879e+01 1.048172863617202000e+16
3.168903446450431716e+01 1.055270377440275000e+16
3.202260324834120553e+01 1.062261702841757600e+16
3.235617203217809390e+01 1.069148588074222000e+16
3.268974081601498227e+01 1.075932767430740000e+16
3.302330959985186354e+01 1.082615960285813200e+16
3.335687838368875191e+01 1.089199870224566800e+16
3.369044716752564028e+01 1.095686184255218400e+16
3.402401595136252865e+01 1.102076572099421200e+16
3.435758473519941703e+01 1.108372685555974800e+16
3.469115351903630540e+01 1.114576157933159600e+16
3.502472230287319377e+01 1.120688603545486400e+16
3.535829108671008214e+01 1.126711617270696800e+16
3.569185987054696341e+01 1.132646774163267600e+16
3.602542865438385178e+01 1.138495629120597200e+16
3.635899743822074726e+01 1.144259716598553600e+16
3.669256622205762852e+01 1.149940550373049600e+16
3.702613500589452400e+01 1.155539623344511000e+16
3.735970378973140527e+01 1.161058407382367600e+16
3.769327257356828653e+01 1.166498353206785200e+16
3.802684135740518201e+01 1.171860890304966000e+16
3.836041014124207038e+01 1.177147426879659200e+16
3.869397892507895875e+01 1.182359349827425600e+16
3.902754770891584712e+01 1.187498024744603800e+16
3.936111649275272839e+01 1.192564795958700200e+16
3.969468527658962387e+01 1.197560986583512800e+16
4.002825406042650513e+01 1.202487898595903200e+16
4.036182284426339351e+01 1.207346812932671800e+16
4.069539162810028188e+01 1.212138989605730400e+16
4.102896041193717025e+01 1.216865667834247400e+16
4.136252919577405152e+01 1.221528066192126400e+16
4.169609797961094699e+01 1.226127382769581400e+16
4.202966676344782826e+01 1.230664795347478800e+16
