# frequency_cm-1 spectrum_qm_au
1.667887191475624087e-01 2.896805968424094059e+26
3.335774382951248174e-01 9.567162084772688267e+26
5.003661574426871983e-01 -1.780542143717470596e+26
6.671548765902496347e-01 6.789326916916513469e+26
8.339435957378119602e-01 1.822212017431579710e+27
1.000732314885374397e+00 -8.735870927402611857e+26
1.167521034032936722e+00 3.107623134353633058e+27
1.334309753180499269e+00 -3.376015196440066475e+27
1.501098472328061595e+00 6.546902336311833348e+27
1.667887191475623920e+00 -2.801127758860923542e+27
1.834675910623186246e+00 5.677097690318849791e+27
2.001464629770748793e+00 -3.745820922196620621e+27
2.168253348918311119e+00 6.765653633094959900e+27
2.335042068065873444e+00 -3.223506466753638982e+27
2.501830787213435769e+00 6.772697567920999688e+27
2.668619506360998539e+00 2.999496141114455743e+27
2.835408225508560864e+00 6.189690725866805522e+27
3.002196944656123190e+00 -2.169432519064860495e+27
3.168985663803685515e+00 1.101849446816561770e+28
3.335774382951247841e+00 -8.205611247387722117e+27
3.502563102098810610e+00 1.373902554691154291e+28
3.669351821246372491e+00 -4.187249842757750556e+27
3.836140540393934817e+00 1.180254225983167087e+28
4.002929259541497586e+00 -1.073756487901552809e+28
4.169717978689059912e+00 1.636122977292911518e+28
4.336506697836622237e+00 -1.022991480878789856e+28
4.503295416984184563e+00 1.558891828400171939e+28
4.670084136131746888e+00 -1.648321881772511803e+27
4.836872855279309213e+00 8.394781923685503694e+27
5.003661574426871539e+00 -4.881908825691632934e+27
5.170450293574433864e+00 1.124090266478497153e+28
5.337239012721997078e+00 1.871890449332232023e+27
5.504027731869559403e+00 2.540501623270428881e+28
5.670816451017121729e+00 -1.413707014253196763e+28
5.837605170164684054e+00 2.187360472724053094e+28
6.004393889312246380e+00 -1.592100104634882388e+28
6.171182608459808705e+00 4.037038509631413167e+28
6.337971327607371030e+00 -2.097594915118857475e+28
6.504760046754933356e+00 2.402860808216385891e+28
6.671548765902495681e+00 5.788081594970654251e+27
6.838337485050058007e+00 -1.220803757340410610e+27
7.005126204197621220e+00 1.272303555172265545e+28
7.171914923345183546e+00 5.632422809496433628e+26
7.338703642492744983e+00 2.888764966964151652e+28
7.505492361640307308e+00 -1.559687991231400819e+28
