# Material time functions for all couplings (staging adapter output)
# Criterion: F(k,t) = 0.1, corrected least-squares reconstruction
# Each column pair is (time_ps, xi) for one coupling.
#
t_0_ps xi_0 t_0p01_ps xi_0p01 t_0p016667_ps xi_0p016667 t_0p023333_ps xi_0p023333 t_0p03_ps xi_0p03
1.123937e+03 9.959384e+00 1.124291e+03 1.570261e+01 1.122910e+03 4.870482e+00 1.124522e+03 3.831536e+00 1.124713e+03 2.485805e+00
1.125123e+03 9.968236e+00 1.125477e+03 1.573068e+01 1.124094e+03 4.876581e+00 1.125708e+03 3.837434e+00 1.125899e+03 2.491108e+00
1.126308e+03 9.977087e+00 1.126663e+03 1.575876e+01 1.125279e+03 4.882681e+00 1.126894e+03 3.843332e+00 1.127086e+03 2.496412e+00
1.127494e+03 9.985938e+00 1.127849e+03 1.578684e+01 1.126463e+03 4.888781e+00 1.128080e+03 3.849231e+00 1.128272e+03 2.501716e+00
1.128679e+03 9.994789e+00 1.129035e+03 1.581492e+01 1.127648e+03 4.894880e+00 1.129266e+03 3.855129e+00 1.129458e+03 2.507020e+00
1.129865e+03 1.000364e+01 1.130221e+03 1.584300e+01 1.128832e+03 4.900980e+00 1.130453e+03 3.861027e+00 1.130645e+03 2.512324e+00
1.131051e+03 1.001249e+01 1.131407e+03 1.587108e+01 1.130017e+03 4.907079e+00 1.131639e+03 3.866925e+00 1.131831e+03 2.517628e+00
1.132236e+03 1.002134e+01 1.132593e+03 1.589916e+01 1.131201e+03 4.913179e+00 1.132825e+03 3.872824e+00 1.133018e+03 2.522931e+00
1.133422e+03 1.003019e+01 1.133778e+03 1.592724e+01 1.132386e+03 4.919278e+00 1.134011e+03 3.878722e+00 1.134204e+03 2.528235e+00
1.134607e+03 1.003905e+01 1.134964e+03 1.595532e+01 1.133570e+03 4.925378e+00 1.135197e+03 3.884620e+00 1.135391e+03 2.533539e+00
1.135793e+03 1.004790e+01 1.136150e+03 1.598340e+01 1.134755e+03 4.931478e+00 1.136384e+03 3.890519e+00 1.136577e+03 2.538843e+00
1.136978e+03 1.005675e+01 1.137336e+03 1.601148e+01 1.135939e+03 4.937577e+00 1.137570e+03 3.896417e+00 1.137763e+03 2.544147e+00
1.138164e+03 1.006560e+01 1.138522e+03 1.603956e+01 1.137124e+03 4.943677e+00 1.138756e+03 3.902315e+00 1.138950e+03 2.549451e+00
1.139350e+03 1.007445e+01 1.139708e+03 1.606764e+01 1.138308e+03 4.949776e+00 1.139942e+03 3.908214e+00 1.140136e+03 2.554754e+00
1.140535e+03 1.008330e+01 1.140894e+03 1.609572e+01 1.139493e+03 4.955876e+00 1.141128e+03 3.914112e+00 1.141323e+03 2.560058e+00
1.141721e+03 1.009215e+01 1.142080e+03 1.612379e+01 1.140677e+03 4.961976e+00 1.142315e+03 3.920010e+00 1.142509e+03 2.565362e+00
1.142906e+03 1.010100e+01 1.143266e+03 1.615187e+01 1.141862e+03 4.968075e+00 1.143501e+03 3.925909e+00 1.143695e+03 2.570666e+00
1.144092e+03 1.010986e+01 1.144452e+03 1.617995e+01 1.143046e+03 4.974175e+00 1.144687e+03 3.931807e+00 1.144882e+03 2.575970e+00
1.145278e+03 1.011871e+01 1.145638e+03 1.620803e+01 1.144231e+03 4.980274e+00 1.145873e+03 3.937705e+00 1.146068e+03 2.581274e+00
1.146463e+03 1.012756e+01 1.146824e+03 1.623611e+01 1.145415e+03 4.986374e+00 1.147060e+03 3.943604e+00 1.147255e+03 2.586577e+00
1.147649e+03 1.013641e+01 1.148010e+03 1.626419e+01 1.146600e+03 4.992474e+00 1.148246e+03 3.949502e+00 1.148441e+03 2.591881e+00
1.148834e+03 1.014526e+01 1.149196e+03 1.629227e+01 1.147784e+03 4.998573e+00 1.149432e+03 3.955400e+00 1.149627e+03 2.597185e+00
1.150020e+03 1.015411e+01 1.150382e+03 1.632035e+01 1.148969e+03 5.004673e+00 1.150618e+03 3.961298e+00 1.150814e+03 2.602489e+00
1.151206e+03 1.016296e+01 1.151568e+03 1.634843e+01 1.150153e+03 5.010772e+00 1.151804e+03 3.967197e+00 1.152000e+03 2.607793e+00
1.152391e+03 1.017227e+01 1.152754e+03 1.637120e+01 1.151338e+03 5.016934e+00 1.152991e+03 3.972849e+00 1.153187e+03 2.612828e+00
1.153577e+03 1.018180e+01 1.153940e+03 1.639133e+01 1.152522e+03 5.023125e+00 1.154177e+03 3.978378e+00 1.154373e+03 2.617731e+00
1.154762e+03 1.019133e+01 1.155126e+03 1.641146e+01 1.153707e+03 5.029317e+00 1.155363e+03 3.983908e+00 1.155559e+03 2.622633e+00
1.155948e+03 1.020086e+01 1.156312e+03 1.643160e+01 1.154891e+03 5.035509e+00 1.156549e+03 3.989437e+00 1.156746e+03 2.627535e+00
1.157133e+03 1.021039e+01 1.157498e+03 1.645173e+01 1.156076e+03 5.041701e+00 1.157735e+03 3.994967e+00 1.157932e+03 2.632438e+00
1.158319e+03 1.021992e+01 1.158684e+03 1.647186e+01 1.157260e+03 5.047893e+00 1.158922e+03 4.000496e+00 1.159119e+03 2.637340e+00
1.159505e+03 1.022945e+01 1.159870e+03 1.649200e+01 1.158445e+03 5.054084e+00 1.160108e+03 4.006026e+00 1.160305e+03 2.642242e+00
1.160690e+03 1.023898e+01 1.161056e+03 1.651213e+01 1.159629e+03 5.060276e+00 1.161294e+03 4.011556e+00 1.161491e+03 2.647144e+00
1.161876e+03 1.024851e+01 1.162242e+03 1.653226e+01 1.160814e+03 5.066468e+00 1.162480e+03 4.017085e+00 1.162678e+03 2.652047e+00
1.163061e+03 1.025804e+01 1.163428e+03 1.655240e+01 1.161998e+03 5.072660e+00 1.163666e+03 4.022615e+00 1.163864e+03 2.656949e+00
1.164247e+03 1.026757e+01 1.164613e+03 1.657253e+01 1.163183e+03 5.078852e+00 1.164853e+03 4.028144e+00 1.165051e+03 2.661851e+00
1.165433e+03 1.027710e+01 1.165799e+03 1.659266e+01 1.164367e+03 5.085044e+00 1.166039e+03 4.033674e+00 1.166237e+03 2.666754e+00
1.166618e+03 1.028663e+01 1.166985e+03 1.661280e+01 1.165552e+03 5.091235e+00 1.167225e+03 4.039203e+00 1.167423e+03 2.671656e+00
1.167804e+03 1.029616e+01 1.168171e+03 1.663293e+01 1.166736e+03 5.097427e+00 1.168411e+03 4.044733e+00 1.168610e+03 2.676558e+00
1.168989e+03 1.030569e+01 1.169357e+03 1.665306e+01 1.167921e+03 5.103619e+00 1.169597e+03 4.050263e+00 1.169796e+03 2.681461e+00
1.170175e+03 1.031522e+01 1.170543e+03 1.667320e+01 1.169105e+03 5.109811e+00 1.170784e+03 4.055792e+00 1.170983e+03 2.686363e+00
1.171361e+03 1.032475e+01 1.171729e+03 1.669333e+01 1.170290e+03 5.116003e+00 1.171970e+03 4.061322e+00 1.172169e+03 2.691265e+00
1.172546e+03 1.033428e+01 1.172915e+03 1.671346e+01 1.171474e+03 5.122194e+00 1.173156e+03 4.066851e+00 1.173355e+03 2.696168e+00
1.173732e+03 1.034381e+01 1.174101e+03 1.673360e+01 1.172659e+03 5.128386e+00 1.174342e+03 4.072381e+00 1.174542e+03 2.701070e+00
1.174917e+03 1.035334e+01 1.175287e+03 1.675373e+01 1.173843e+03 5.134578e+00 1.175528e+03 4.077910e+00 1.175728e+03 2.705972e+00
1.176103e+03 1.036287e+01 1.176473e+03 1.677386e+01 1.175028e+03 5.140770e+00 1.176715e+03 4.083440e+00 1.176915e+03 2.710875e+00
1.177288e+03 1.037240e+01 1.177659e+03 1.679400e+01 1.176212e+03 5.146962e+00 1.177901e+03 4.088970e+00 1.178101e+03 2.715777e+00
1.178474e+03 1.038193e+01 1.178845e+03 1.681413e+01 1.177397e+03 5.153154e+00 1.179087e+03 4.094499e+00 1.179288e+03 2.720679e+00
1.179660e+03 1.039146e+01 1.180031e+03 1.683426e+01 1.178581e+03 5.159345e+00 1.180273e+03 4.100029e+00 1.180474e+03 2.725581e+00
1.180845e+03 1.040099e+01 1.181217e+03 1.685440e+01 1.179766e+03 5.165537e+00 1.181459e+03 4.105558e+00 1.181660e+03 2.730484e+00
1.182031e+03 1.041052e+01 1.182403e+03 1.687453e+01 1.180950e+03 5.171729e+00 1.182646e+03 4.111088e+00 1.182847e+03 2.735386e+00
1.183216e+03 1.042005e+01 1.183589e+03 1.689466e+01 1.182135e+03 5.177921e+00 1.183832e+03 4.116617e+00 1.184033e+03 2.740288e+00
1.184402e+03 1.042958e+01 1.184775e+03 1.691480e+01 1.183319e+03 5.184113e+00 1.185018e+03 4.122147e+00 1.185220e+03 2.745191e+00
1.185588e+03 1.043911e+01 1.185961e+03 1.693493e+01 1.184504e+03 5.190304e+00 1.186204e+03 4.127677e+00 1.186406e+03 2.750093e+00
1.186773e+03 1.044864e+01 1.187147e+03 1.695506e+01 1.185688e+03 5.196496e+00 1.187390e+03 4.133206e+00 1.187592e+03 2.754995e+00
1.187959e+03 1.045817e+01 1.188333e+03 1.697520e+01 1.186873e+03 5.202688e+00 1.188577e+03 4.138736e+00 1.188779e+03 2.759898e+00
1.189144e+03 1.046770e+01 1.189519e+03 1.699533e+01 1.188057e+03 5.208880e+00 1.189763e+03 4.144265e+00 1.189965e+03 2.764800e+00
1.190330e+03 1.047723e+01 1.190705e+03 1.701546e+01 1.189242e+03 5.215072e+00 1.190949e+03 4.149795e+00 1.191152e+03 2.769702e+00
1.191516e+03 1.048676e+01 1.191891e+03 1.703560e+01 1.190426e+03 5.221263e+00 1.192135e+03 4.155324e+00 1.192338e+03 2.774605e+00
1.192701e+03 1.049629e+01 1.193077e+03 1.705573e+01 1.191611e+03 5.227455e+00 1.193321e+03 4.160854e+00 1.193524e+03 2.779507e+00
1.193887e+03 1.050582e+01 1.194262e+03 1.707586e+01 1.192795e+03 5.233647e+00 1.194508e+03 4.166384e+00 1.194711e+03 2.784409e+00
1.195072e+03 1.051535e+01 1.195448e+03 1.709600e+01 1.193980e+03 5.239839e+00 1.195694e+03 4.171913e+00 1.195897e+03 2.789312e+00
1.196258e+03 1.052488e+01 1.196634e+03 1.711613e+01 1.195164e+03 5.246031e+00 1.196880e+03 4.177443e+00 1.197084e+03 2.794214e+00
1.197443e+03 1.053441e+01 1.197820e+03 1.713627e+01 1.196349e+03 5.252223e+00 1.198066e+03 4.182972e+00 1.198270e+03 2.799116e+00
1.198629e+03 1.054449e+01 1.199006e+03 1.714992e+01 1.197533e+03 5.258443e+00 1.199252e+03 4.188073e+00 1.199456e+03 2.803434e+00
1.199815e+03 1.055470e+01 1.200192e+03 1.716211e+01 1.198718e+03 5.264669e+00 1.200439e+03 4.193077e+00 1.200643e+03 2.807619e+00
1.201000e+03 1.056491e+01 1.201378e+03 1.717429e+01 1.199902e+03 5.270896e+00 1.201625e+03 4.198081e+00 1.201829e+03 2.811803e+00
1.202186e+03 1.057512e+01 1.202564e+03 1.718648e+01 1.201087e+03 5.277123e+00 1.202811e+03 4.203085e+00 1.203016e+03 2.815988e+00
1.203371e+03 1.058533e+01 1.203750e+03 1.719867e+01 1.202271e+03 5.283349e+00 1.203997e+03 4.208089e+00 1.204202e+03 2.820173e+00
1.204557e+03 1.059554e+01 1.204936e+03 1.721086e+01 1.203456e+03 5.289576e+00 1.205184e+03 4.213093e+00 1.205388e+03 2.824358e+00
1.205743e+03 1.060575e+01 1.206122e+03 1.722305e+01 1.204640e+03 5.295803e+00 1.206370e+03 4.218096e+00 1.206575e+03 2.828543e+00
1.206928e+03 1.061596e+01 1.207308e+03 1.723523e+01 1.205825e+03 5.302029e+00 1.207556e+03 4.223100e+00 1.207761e+03 2.832728e+00
1.208114e+03 1.062617e+01 1.208494e+03 1.724742e+01 1.207009e+03 5.308256e+00 1.208742e+03 4.228104e+00 1.208948e+03 2.836913e+00
1.209299e+03 1.063637e+01 1.209680e+03 1.725961e+01 1.208194e+03 5.314483e+00 1.209928e+03 4.233108e+00 1.210134e+03 2.841098e+00
1.210485e+03 1.064658e+01 1.210866e+03 1.727180e+01 1.209378e+03 5.320709e+00 1.211115e+03 4.238112e+00 1.211320e+03 2.845283e+00
1.211670e+03 1.065679e+01 1.212052e+03 1.728398e+01 1.210563e+03 5.326936e+00 1.212301e+03 4.243116e+00 1.212507e+03 2.849468e+00
1.212856e+03 1.066700e+01 1.213238e+03 1.729617e+01 1.211747e+03 5.333163e+00 1.213487e+03 4.248120e+00 1.213693e+03 2.853653e+00
1.214042e+03 1.067721e+01 1.214424e+03 1.730836e+01 1.212932e+03 5.339389e+00 1.214673e+03 4.253124e+00 1.214880e+03 2.857838e+00
1.215227e+03 1.068742e+01 1.215610e+03 1.732055e+01 1.214116e+03 5.345616e+00 1.215859e+03 4.258127e+00 1.216066e+03 2.862023e+00
1.216413e+03 1.069763e+01 1.216796e+03 1.733273e+01 1.215301e+03 5.351843e+00 1.217046e+03 4.263131e+00 1.217253e+03 2.866208e+00
1.217598e+03 1.070784e+01 1.217982e+03 1.734492e+01 1.216485e+03 5.358069e+00 1.218232e+03 4.268135e+00 1.218439e+03 2.870392e+00
1.218784e+03 1.071804e+01 1.219168e+03 1.735711e+01 1.217670e+03 5.364296e+00 1.219418e+03 4.273139e+00 1.219625e+03 2.874577e+00
1.219970e+03 1.072825e+01 1.220354e+03 1.736930e+01 1.218854e+03 5.370523e+00 1.220604e+03 4.278143e+00 1.220812e+03 2.878762e+00
1.221155e+03 1.073846e+01 1.221540e+03 1.738148e+01 1.220039e+03 5.376749e+00 1.221790e+03 4.283147e+00 1.221998e+03 2.882947e+00
1.222341e+03 1.074867e+01 1.222726e+03 1.739367e+01 1.221223e+03 5.382976e+00 1.222977e+03 4.288151e+00 1.223185e+03 2.887132e+00
1.223526e+03 1.075888e+01 1.223912e+03 1.740586e+01 1.222408e+03 5.389203e+00 1.224163e+03 4.293155e+00 1.224371e+03 2.891317e+00
1.224712e+03 1.076909e+01 1.225097e+03 1.741805e+01 1.223592e+03 5.395429e+00 1.225349e+03 4.298158e+00 1.225557e+03 2.895502e+00
1.225898e+03 1.077930e+01 1.226283e+03 1.743023e+01 1.224777e+03 5.401656e+00 1.226535e+03 4.303162e+00 1.226744e+03 2.899687e+00
1.227083e+03 1.078951e+01 1.227469e+03 1.744242e+01 1.225961e+03 5.407883e+00 1.227721e+03 4.308166e+00 1.227930e+03 2.903872e+00
1.228269e+03 1.079972e+01 1.228655e+03 1.745461e+01 1.227146e+03 5.414109e+00 1.228908e+03 4.313170e+00 1.229117e+03 2.908057e+00
1.229454e+03 1.080992e+01 1.229841e+03 1.746680e+01 1.228330e+03 5.420336e+00 1.230094e+03 4.318174e+00 1.230303e+03 2.912242e+00
1.230640e+03 1.082013e+01 1.231027e+03 1.747898e+01 1.229515e+03 5.426563e+00 1.231280e+03 4.323178e+00 1.231489e+03 2.916427e+00
1.231825e+03 1.083034e+01 1.232213e+03 1.749117e+01 1.230699e+03 5.432789e+00 1.232466e+03 4.328182e+00 1.232676e+03 2.920612e+00
1.233011e+03 1.084055e+01 1.233399e+03 1.750336e+01 1.231884e+03 5.439016e+00 1.233652e+03 4.333186e+00 1.233862e+03 2.924797e+00
1.234197e+03 1.085076e+01 1.234585e+03 1.751555e+01 1.233068e+03 5.445243e+00 1.234839e+03 4.338189e+00 1.235049e+03 2.928981e+00
1.235382e+03 1.086097e+01 1.235771e+03 1.752773e+01 1.234253e+03 5.451469e+00 1.236025e+03 4.343193e+00 1.236235e+03 2.933166e+00
1.236568e+03 1.087118e+01 1.236957e+03 1.753992e+01 1.235437e+03 5.457696e+00 1.237211e+03 4.348197e+00 1.237421e+03 2.937351e+00
1.237753e+03 1.088139e+01 1.238143e+03 1.755211e+01 1.236622e+03 5.463923e+00 1.238397e+03 4.353201e+00 1.238608e+03 2.941536e+00
1.238939e+03 1.089160e+01 1.239329e+03 1.756430e+01 1.237806e+03 5.470149e+00 1.239583e+03 4.358205e+00 1.239794e+03 2.945721e+00
1.240125e+03 1.090180e+01 1.240515e+03 1.757648e+01 1.238991e+03 5.476376e+00 1.240770e+03 4.363209e+00 1.240981e+03 2.949906e+00
1.241310e+03 1.091201e+01 1.241701e+03 1.758867e+01 1.240175e+03 5.482603e+00 1.241956e+03 4.368213e+00 1.242167e+03 2.954091e+00
1.242496e+03 1.092222e+01 1.242887e+03 1.760086e+01 1.241360e+03 5.488829e+00 1.243142e+03 4.373217e+00 1.243353e+03 2.958276e+00
1.243681e+03 1.093243e+01 1.244073e+03 1.761305e+01 1.242544e+03 5.495056e+00 1.244328e+03 4.378220e+00 1.244540e+03 2.962461e+00
1.244867e+03 1.094260e+01 1.245259e+03 1.762007e+01 1.243729e+03 5.501365e+00 1.245514e+03 4.382970e+00 1.245726e+03 2.966390e+00
1.246053e+03 1.095277e+01 1.246445e+03 1.762689e+01 1.244913e+03 5.507676e+00 1.246701e+03 4.387709e+00 1.246913e+03 2.970310e+00
1.247238e+03 1.096294e+01 1.247631e+03 1.763371e+01 1.246098e+03 5.513988e+00 1.247887e+03 4.392448e+00 1.248099e+03 2.974230e+00
1.248424e+03 1.097311e+01 1.248817e+03 1.764053e+01 1.247282e+03 5.520300e+00 1.249073e+03 4.397187e+00 1.249285e+03 2.978149e+00
1.249609e+03 1.098328e+01 1.250003e+03 1.764735e+01 1.248467e+03 5.526612e+00 1.250259e+03 4.401926e+00 1.250472e+03 2.982069e+00
1.250795e+03 1.099345e+01 1.251189e+03 1.765417e+01 1.249651e+03 5.532923e+00 1.251445e+03 4.406665e+00 1.251658e+03 2.985988e+00
1.251980e+03 1.100362e+01 1.252375e+03 1.766099e+01 1.250836e+03 5.539235e+00 1.252632e+03 4.411404e+00 1.252845e+03 2.989908e+00
1.253166e+03 1.101379e+01 1.253561e+03 1.766781e+01 1.252020e+03 5.545547e+00 1.253818e+03 4.416144e+00 1.254031e+03 2.993827e+00
1.254352e+03 1.102396e+01 1.254746e+03 1.767463e+01 1.253205e+03 5.551859e+00 1.255004e+03 4.420883e+00 1.255218e+03 2.997747e+00
1.255537e+03 1.103413e+01 1.255932e+03 1.768145e+01 1.254389e+03 5.558170e+00 1.256190e+03 4.425622e+00 1.256404e+03 3.001666e+00
1.256723e+03 1.104430e+01 1.257118e+03 1.768827e+01 1.255574e+03 5.564482e+00 1.257377e+03 4.430361e+00 1.257590e+03 3.005586e+00
1.257908e+03 1.105447e+01 1.258304e+03 1.769509e+01 1.256758e+03 5.570794e+00 1.258563e+03 4.435100e+00 1.258777e+03 3.009505e+00
1.259094e+03 1.106464e+01 1.259490e+03 1.770191e+01 1.257943e+03 5.577106e+00 1.259749e+03 4.439839e+00 1.259963e+03 3.013425e+00
1.260280e+03 1.107481e+01 1.260676e+03 1.770873e+01 1.259127e+03 5.583417e+00 1.260935e+03 4.444579e+00 1.261150e+03 3.017344e+00
1.261465e+03 1.108498e+01 1.261862e+03 1.771555e+01 1.260312e+03 5.589729e+00 1.262121e+03 4.449318e+00 1.262336e+03 3.021264e+00
1.262651e+03 1.109515e+01 1.263048e+03 1.772237e+01 1.261496e+03 5.596041e+00 1.263308e+03 4.454057e+00 1.263522e+03 3.025184e+00
1.263836e+03 1.110533e+01 1.264234e+03 1.772919e+01 1.262681e+03 5.602353e+00 1.264494e+03 4.458796e+00 1.264709e+03 3.029103e+00
1.265022e+03 1.111550e+01 1.265420e+03 1.773601e+01 1.263865e+03 5.608664e+00 1.265680e+03 4.463535e+00 1.265895e+03 3.033023e+00
1.266208e+03 1.112567e+01 1.266606e+03 1.774283e+01 1.265050e+03 5.614976e+00 1.266866e+03 4.468274e+00 1.267082e+03 3.036942e+00
1.267393e+03 1.113584e+01 1.267792e+03 1.774965e+01 1.266234e+03 5.621288e+00 1.268052e+03 4.473013e+00 1.268268e+03 3.040862e+00
1.268579e+03 1.114601e+01 1.268978e+03 1.775647e+01 1.267419e+03 5.627600e+00 1.269239e+03 4.477753e+00 1.269454e+03 3.044781e+00
1.269764e+03 1.115618e+01 1.270164e+03 1.776329e+01 1.268603e+03 5.633911e+00 1.270425e+03 4.482492e+00 1.270641e+03 3.048701e+00
1.270950e+03 1.116635e+01 1.271350e+03 1.777011e+01 1.269788e+03 5.640223e+00 1.271611e+03 4.487231e+00 1.271827e+03 3.052620e+00
1.272135e+03 1.117652e+01 1.272536e+03 1.777693e+01 1.270972e+03 5.646535e+00 1.272797e+03 4.491970e+00 1.273014e+03 3.056540e+00
1.273321e+03 1.118669e+01 1.273722e+03 1.778375e+01 1.272157e+03 5.652847e+00 1.273983e+03 4.496709e+00 1.274200e+03 3.060459e+00
1.274507e+03 1.119686e+01 1.274908e+03 1.779057e+01 1.273341e+03 5.659158e+00 1.275170e+03 4.501448e+00 1.275386e+03 3.064379e+00
1.275692e+03 1.120703e+01 1.276094e+03 1.779739e+01 1.274526e+03 5.665470e+00 1.276356e+03 4.506188e+00 1.276573e+03 3.068298e+00
1.276878e+03 1.121720e+01 1.277280e+03 1.780421e+01 1.275710e+03 5.671782e+00 1.277542e+03 4.510927e+00 1.277759e+03 3.072218e+00
1.278063e+03 1.122737e+01 1.278466e+03 1.781103e+01 1.276895e+03 5.678094e+00 1.278728e+03 4.515666e+00 1.278946e+03 3.076137e+00
1.279249e+03 1.123754e+01 1.279652e+03 1.781785e+01 1.278079e+03 5.684405e+00 1.279914e+03 4.520405e+00 1.280132e+03 3.080057e+00
1.280435e+03 1.124771e+01 1.280838e+03 1.782466e+01 1.279264e+03 5.690717e+00 1.281101e+03 4.525144e+00 1.281318e+03 3.083977e+00
1.281620e+03 1.125788e+01 1.282024e+03 1.783148e+01 1.280449e+03 5.697029e+00 1.282287e+03 4.529883e+00 1.282505e+03 3.087896e+00
1.282806e+03 1.126805e+01 1.283210e+03 1.783830e+01 1.281633e+03 5.703341e+00 1.283473e+03 4.534622e+00 1.283691e+03 3.091816e+00
1.283991e+03 1.127822e+01 1.284396e+03 1.784512e+01 1.282818e+03 5.709652e+00 1.284659e+03 4.539362e+00 1.284878e+03 3.095735e+00
1.285177e+03 1.128839e+01 1.285581e+03 1.785194e+01 1.284002e+03 5.715964e+00 1.285845e+03 4.544101e+00 1.286064e+03 3.099655e+00
1.286363e+03 1.129856e+01 1.286767e+03 1.785876e+01 1.285187e+03 5.722276e+00 1.287032e+03 4.548840e+00 1.287250e+03 3.103574e+00
1.287548e+03 1.130873e+01 1.287953e+03 1.786558e+01 1.286371e+03 5.728588e+00 1.288218e+03 4.553579e+00 1.288437e+03 3.107494e+00
1.288734e+03 1.131890e+01 1.289139e+03 1.787240e+01 1.287556e+03 5.734899e+00 1.289404e+03 4.558318e+00 1.289623e+03 3.111413e+00
1.289919e+03 1.132898e+01 1.290325e+03 1.787893e+01 1.288740e+03 5.741227e+00 1.290590e+03 4.563059e+00 1.290810e+03 3.115385e+00
1.291105e+03 1.133836e+01 1.291511e+03 1.788308e+01 1.289925e+03 5.747680e+00 1.291776e+03 4.567811e+00 1.291996e+03 3.119782e+00
1.292290e+03 1.134773e+01 1.292697e+03 1.788722e+01 1.291109e+03 5.754134e+00 1.292963e+03 4.572563e+00 1.293182e+03 3.124180e+00
1.293476e+03 1.135711e+01 1.293883e+03 1.789137e+01 1.292294e+03 5.760588e+00 1.294149e+03 4.577315e+00 1.294369e+03 3.128577e+00
1.294662e+03 1.136648e+01 1.295069e+03 1.789551e+01 1.293478e+03 5.767042e+00 1.295335e+03 4.582067e+00 1.295555e+03 3.132975e+00
1.295847e+03 1.137586e+01 1.296255e+03 1.789966e+01 1.294663e+03 5.773495e+00 1.296521e+03 4.586819e+00 1.296742e+03 3.137372e+00
1.297033e+03 1.138524e+01 1.297441e+03 1.790380e+01 1.295847e+03 5.779949e+00 1.297707e+03 4.591572e+00 1.297928e+03 3.141770e+00
1.298218e+03 1.139461e+01 1.298627e+03 1.790795e+01 1.297032e+03 5.786403e+00 1.298894e+03 4.596324e+00 1.299115e+03 3.146167e+00
1.299404e+03 1.140399e+01 1.299813e+03 1.791209e+01 1.298216e+03 5.792857e+00 1.300080e+03 4.601076e+00 1.300301e+03 3.150564e+00
1.300590e+03 1.141336e+01 1.300999e+03 1.791624e+01 1.299401e+03 5.799311e+00 1.301266e+03 4.605828e+00 1.301487e+03 3.154962e+00
1.301775e+03 1.142274e+01 1.302185e+03 1.792038e+01 1.300585e+03 5.805764e+00 1.302452e+03 4.610580e+00 1.302674e+03 3.159359e+00
1.302961e+03 1.143211e+01 1.303371e+03 1.792453e+01 1.301770e+03 5.812218e+00 1.303638e+03 4.615332e+00 1.303860e+03 3.163757e+00
1.304146e+03 1.144149e+01 1.304557e+03 1.792867e+01 1.302954e+03 5.818672e+00 1.304825e+03 4.620084e+00 1.305047e+03 3.168154e+00
1.305332e+03 1.145087e+01 1.305743e+03 1.793281e+01 1.304139e+03 5.825126e+00 1.306011e+03 4.624836e+00 1.306233e+03 3.172552e+00
1.306517e+03 1.146024e+01 1.306929e+03 1.793696e+01 1.305323e+03 5.831579e+00 1.307197e+03 4.629589e+00 1.307419e+03 3.176949e+00
1.307703e+03 1.146962e+01 1.308115e+03 1.794110e+01 1.306508e+03 5.838033e+00 1.308383e+03 4.634341e+00 1.308606e+03 3.181347e+00
1.308889e+03 1.147899e+01 1.309301e+03 1.794525e+01 1.307692e+03 5.844487e+00 1.309569e+03 4.639093e+00 1.309792e+03 3.185744e+00
1.310074e+03 1.148837e+01 1.310487e+03 1.794939e+01 1.308877e+03 5.850941e+00 1.310756e+03 4.643845e+00 1.310979e+03 3.190142e+00
1.311260e+03 1.149774e+01 1.311673e+03 1.795354e+01 1.310061e+03 5.857394e+00 1.311942e+03 4.648597e+00 1.312165e+03 3.194539e+00
1.312445e+03 1.150712e+01 1.312859e+03 1.795768e+01 1.311246e+03 5.863848e+00 1.313128e+03 4.653349e+00 1.313351e+03 3.198936e+00
1.313631e+03 1.151650e+01 1.314045e+03 1.796183e+01 1.312430e+03 5.870302e+00 1.314314e+03 4.658101e+00 1.314538e+03 3.203334e+00
1.314817e+03 1.152587e+01 1.315230e+03 1.796597e+01 1.313615e+03 5.876756e+00 1.315501e+03 4.662854e+00 1.315724e+03 3.207731e+00
1.316002e+03 1.153525e+01 1.316416e+03 1.797012e+01 1.314799e+03 5.883210e+00 1.316687e+03 4.667606e+00 1.316911e+03 3.212129e+00
1.317188e+03 1.154462e+01 1.317602e+03 1.797426e+01 1.315984e+03 5.889663e+00 1.317873e+03 4.672358e+00 1.318097e+03 3.216526e+00
1.318373e+03 1.155400e+01 1.318788e+03 1.797841e+01 1.317168e+03 5.896117e+00 1.319059e+03 4.677110e+00 1.319283e+03 3.220924e+00
1.319559e+03 1.156337e+01 1.319974e+03 1.798255e+01 1.318353e+03 5.902571e+00 1.320245e+03 4.681862e+00 1.320470e+03 3.225321e+00
1.320745e+03 1.157275e+01 1.321160e+03 1.798670e+01 1.319537e+03 5.909025e+00 1.321432e+03 4.686614e+00 1.321656e+03 3.229719e+00
1.321930e+03 1.158212e+01 1.322346e+03 1.799084e+01 1.320722e+03 5.915478e+00 1.322618e+03 4.691366e+00 1.322843e+03 3.234116e+00
1.323116e+03 1.159150e+01 1.323532e+03 1.799499e+01 1.321906e+03 5.921932e+00 1.323804e+03 4.696118e+00 1.324029e+03 3.238513e+00
1.324301e+03 1.160088e+01 1.324718e+03 1.799913e+01 1.323091e+03 5.928386e+00 1.324990e+03 4.700871e+00 1.325215e+03 3.242911e+00
1.325487e+03 1.161025e+01 1.325904e+03 1.800328e+01 1.324275e+03 5.934840e+00 1.326176e+03 4.705623e+00 1.326402e+03 3.247308e+00
1.326672e+03 1.161963e+01 1.327090e+03 1.800742e+01 1.325460e+03 5.941293e+00 1.327363e+03 4.710375e+00 1.327588e+03 3.251706e+00
1.327858e+03 1.162900e+01 1.328276e+03 1.801157e+01 1.326644e+03 5.947747e+00 1.328549e+03 4.715127e+00 1.328775e+03 3.256103e+00
