# Material time functions for all couplings (staging adapter output)
# Criterion: F(k,t) = 0.1, corrected least-squares reconstruction
# Each column pair is (time_ps, xi) for one coupling.
#
t_0_ps xi_0 t_0p01_ps xi_0p01 t_0p016667_ps xi_0p016667 t_0p023333_ps xi_0p023333 t_0p03_ps xi_0p03
5.856803e+02 3.662198e+00 5.858646e+02 8.015106e+00 5.851448e+02 2.500741e+00 5.859849e+02 1.531073e+00 5.860845e+02 8.023216e-01
5.868658e+02 3.667668e+00 5.870506e+02 8.018447e+00 5.863293e+02 2.506349e+00 5.871711e+02 1.535047e+00 5.872710e+02 8.047885e-01
5.880514e+02 3.673137e+00 5.882365e+02 8.021787e+00 5.875138e+02 2.511957e+00 5.883573e+02 1.539021e+00 5.884574e+02 8.072554e-01
5.892370e+02 3.678607e+00 5.894225e+02 8.025128e+00 5.886983e+02 2.517566e+00 5.895435e+02 1.542994e+00 5.896438e+02 8.097223e-01
5.904226e+02 3.684077e+00 5.906085e+02 8.028469e+00 5.898828e+02 2.523174e+00 5.907297e+02 1.546968e+00 5.908302e+02 8.121892e-01
5.916082e+02 3.689547e+00 5.917944e+02 8.031810e+00 5.910673e+02 2.528782e+00 5.919159e+02 1.550942e+00 5.920166e+02 8.146561e-01
5.927938e+02 3.695017e+00 5.929804e+02 8.035150e+00 5.922519e+02 2.534390e+00 5.931021e+02 1.554915e+00 5.932030e+02 8.171231e-01
5.939794e+02 3.700487e+00 5.941663e+02 8.038491e+00 5.934364e+02 2.539999e+00 5.942883e+02 1.558889e+00 5.943894e+02 8.195900e-01
5.951650e+02 3.705957e+00 5.953523e+02 8.041832e+00 5.946209e+02 2.545607e+00 5.954745e+02 1.562863e+00 5.955758e+02 8.220569e-01
5.963505e+02 3.711426e+00 5.965383e+02 8.045173e+00 5.958054e+02 2.551215e+00 5.966607e+02 1.566837e+00 5.967622e+02 8.245238e-01
5.975361e+02 3.716896e+00 5.977242e+02 8.048513e+00 5.969899e+02 2.556824e+00 5.978469e+02 1.570810e+00 5.979486e+02 8.269907e-01
5.987217e+02 3.722366e+00 5.989102e+02 8.051854e+00 5.981744e+02 2.562432e+00 5.990331e+02 1.574784e+00 5.991350e+02 8.294576e-01
5.999073e+02 3.726749e+00 6.000961e+02 8.057462e+00 5.993589e+02 2.567749e+00 6.002193e+02 1.578751e+00 6.003214e+02 8.319670e-01
6.010929e+02 3.731022e+00 6.012821e+02 8.063301e+00 6.005434e+02 2.573036e+00 6.014056e+02 1.582718e+00 6.015078e+02 8.344808e-01
6.022785e+02 3.735294e+00 6.024681e+02 8.069140e+00 6.017279e+02 2.578324e+00 6.025918e+02 1.586685e+00 6.026942e+02 8.369945e-01
6.034641e+02 3.739567e+00 6.036540e+02 8.074979e+00 6.029124e+02 2.583611e+00 6.037780e+02 1.590651e+00 6.038806e+02 8.395082e-01
6.046497e+02 3.743840e+00 6.048400e+02 8.080818e+00 6.040969e+02 2.588899e+00 6.049642e+02 1.594618e+00 6.050670e+02 8.420220e-01
6.058352e+02 3.748112e+00 6.060260e+02 8.086657e+00 6.052814e+02 2.594186e+00 6.061504e+02 1.598585e+00 6.062534e+02 8.445357e-01
6.070208e+02 3.752385e+00 6.072119e+02 8.092496e+00 6.064659e+02 2.599473e+00 6.073366e+02 1.602551e+00 6.074399e+02 8.470495e-01
6.082064e+02 3.756657e+00 6.083979e+02 8.098335e+00 6.076504e+02 2.604761e+00 6.085228e+02 1.606518e+00 6.086263e+02 8.495632e-01
6.093920e+02 3.760930e+00 6.095838e+02 8.104174e+00 6.088349e+02 2.610048e+00 6.097090e+02 1.610485e+00 6.098127e+02 8.520769e-01
6.105776e+02 3.765202e+00 6.107698e+02 8.110013e+00 6.100194e+02 2.615336e+00 6.108952e+02 1.614451e+00 6.109991e+02 8.545907e-01
6.117632e+02 3.769475e+00 6.119558e+02 8.115852e+00 6.112039e+02 2.620623e+00 6.120814e+02 1.618418e+00 6.121855e+02 8.571044e-01
6.129488e+02 3.773748e+00 6.131417e+02 8.121691e+00 6.123884e+02 2.625911e+00 6.132676e+02 1.622385e+00 6.133719e+02 8.596181e-01
6.141344e+02 3.778020e+00 6.143277e+02 8.127530e+00 6.135729e+02 2.631198e+00 6.144538e+02 1.626351e+00 6.145583e+02 8.621319e-01
6.153199e+02 3.782293e+00 6.155136e+02 8.133369e+00 6.147574e+02 2.636486e+00 6.156400e+02 1.630318e+00 6.157447e+02 8.646456e-01
6.165055e+02 3.786565e+00 6.166996e+02 8.139208e+00 6.159419e+02 2.641773e+00 6.168262e+02 1.634285e+00 6.169311e+02 8.671594e-01
6.176911e+02 3.790838e+00 6.178856e+02 8.145047e+00 6.171264e+02 2.647060e+00 6.180124e+02 1.638252e+00 6.181175e+02 8.696731e-01
6.188767e+02 3.795111e+00 6.190715e+02 8.150886e+00 6.183109e+02 2.652348e+00 6.191986e+02 1.642218e+00 6.193039e+02 8.721868e-01
6.200623e+02 3.799383e+00 6.202575e+02 8.156725e+00 6.194954e+02 2.657635e+00 6.203848e+02 1.646185e+00 6.204903e+02 8.747006e-01
6.212479e+02 3.803656e+00 6.214434e+02 8.162564e+00 6.206799e+02 2.662923e+00 6.215710e+02 1.650152e+00 6.216767e+02 8.772143e-01
6.224335e+02 3.807928e+00 6.226294e+02 8.168403e+00 6.218644e+02 2.668210e+00 6.227572e+02 1.654118e+00 6.228631e+02 8.797280e-01
6.236191e+02 3.812201e+00 6.238154e+02 8.174242e+00 6.230489e+02 2.673498e+00 6.239434e+02 1.658085e+00 6.240495e+02 8.822418e-01
6.248046e+02 3.816474e+00 6.250013e+02 8.180081e+00 6.242335e+02 2.678785e+00 6.251296e+02 1.662052e+00 6.252359e+02 8.847555e-01
6.259902e+02 3.820746e+00 6.261873e+02 8.185920e+00 6.254180e+02 2.684073e+00 6.263158e+02 1.666018e+00 6.264223e+02 8.872693e-01
6.271758e+02 3.825019e+00 6.273732e+02 8.191759e+00 6.266025e+02 2.689360e+00 6.275020e+02 1.669985e+00 6.276088e+02 8.897830e-01
6.283614e+02 3.829291e+00 6.285592e+02 8.197598e+00 6.277870e+02 2.694647e+00 6.286883e+02 1.673952e+00 6.287952e+02 8.922967e-01
6.295470e+02 3.833564e+00 6.297452e+02 8.203437e+00 6.289715e+02 2.699935e+00 6.298745e+02 1.677918e+00 6.299816e+02 8.948105e-01
6.307326e+02 3.837837e+00 6.309311e+02 8.209276e+00 6.301560e+02 2.705222e+00 6.310607e+02 1.681885e+00 6.311680e+02 8.973242e-01
6.319182e+02 3.842109e+00 6.321171e+02 8.215115e+00 6.313405e+02 2.710510e+00 6.322469e+02 1.685852e+00 6.323544e+02 8.998379e-01
6.331038e+02 3.846382e+00 6.333031e+02 8.220953e+00 6.325250e+02 2.715797e+00 6.334331e+02 1.689818e+00 6.335408e+02 9.023517e-01
6.342893e+02 3.850654e+00 6.344890e+02 8.226792e+00 6.337095e+02 2.721085e+00 6.346193e+02 1.693785e+00 6.347272e+02 9.048654e-01
6.354749e+02 3.854927e+00 6.356750e+02 8.232631e+00 6.348940e+02 2.726372e+00 6.358055e+02 1.697752e+00 6.359136e+02 9.073792e-01
6.366605e+02 3.859199e+00 6.368609e+02 8.238470e+00 6.360785e+02 2.731659e+00 6.369917e+02 1.701718e+00 6.371000e+02 9.098929e-01
6.378461e+02 3.863472e+00 6.380469e+02 8.244309e+00 6.372630e+02 2.736947e+00 6.381779e+02 1.705685e+00 6.382864e+02 9.124066e-01
6.390317e+02 3.867745e+00 6.392329e+02 8.250148e+00 6.384475e+02 2.742234e+00 6.393641e+02 1.709652e+00 6.394728e+02 9.149204e-01
6.402173e+02 3.872017e+00 6.404188e+02 8.255987e+00 6.396320e+02 2.747522e+00 6.405503e+02 1.713618e+00 6.406592e+02 9.174341e-01
6.414029e+02 3.876290e+00 6.416048e+02 8.261826e+00 6.408165e+02 2.752809e+00 6.417365e+02 1.717585e+00 6.418456e+02 9.199478e-01
6.425885e+02 3.880562e+00 6.427907e+02 8.267665e+00 6.420010e+02 2.758097e+00 6.429227e+02 1.721552e+00 6.430320e+02 9.224616e-01
6.437740e+02 3.884835e+00 6.439767e+02 8.273504e+00 6.431855e+02 2.763384e+00 6.441089e+02 1.725518e+00 6.442184e+02 9.249753e-01
6.449596e+02 3.889185e+00 6.451627e+02 8.279415e+00 6.443700e+02 2.768656e+00 6.452951e+02 1.729488e+00 6.454048e+02 9.274941e-01
6.461452e+02 3.894871e+00 6.463486e+02 8.286580e+00 6.455545e+02 2.773666e+00 6.464813e+02 1.733500e+00 6.465912e+02 9.301006e-01
6.473308e+02 3.900558e+00 6.475346e+02 8.293745e+00 6.467390e+02 2.778675e+00 6.476675e+02 1.737512e+00 6.477777e+02 9.327072e-01
6.485164e+02 3.906244e+00 6.487205e+02 8.300910e+00 6.479235e+02 2.783685e+00 6.488537e+02 1.741524e+00 6.489641e+02 9.353137e-01
6.497020e+02 3.911931e+00 6.499065e+02 8.308076e+00 6.491080e+02 2.788694e+00 6.500399e+02 1.745537e+00 6.501505e+02 9.379202e-01
6.508876e+02 3.917617e+00 6.510925e+02 8.315241e+00 6.502925e+02 2.793704e+00 6.512261e+02 1.749549e+00 6.513369e+02 9.405267e-01
6.520732e+02 3.923304e+00 6.522784e+02 8.322406e+00 6.514770e+02 2.798713e+00 6.524123e+02 1.753561e+00 6.525233e+02 9.431332e-01
6.532587e+02 3.928990e+00 6.534644e+02 8.329571e+00 6.526615e+02 2.803723e+00 6.535985e+02 1.757573e+00 6.537097e+02 9.457398e-01
6.544443e+02 3.934677e+00 6.546503e+02 8.336736e+00 6.538460e+02 2.808732e+00 6.547847e+02 1.761586e+00 6.548961e+02 9.483463e-01
6.556299e+02 3.940363e+00 6.558363e+02 8.343901e+00 6.550305e+02 2.813741e+00 6.559709e+02 1.765598e+00 6.560825e+02 9.509528e-01
6.568155e+02 3.946050e+00 6.570223e+02 8.351066e+00 6.562151e+02 2.818751e+00 6.571572e+02 1.769610e+00 6.572689e+02 9.535593e-01
6.580011e+02 3.951736e+00 6.582082e+02 8.358231e+00 6.573996e+02 2.823760e+00 6.583434e+02 1.773622e+00 6.584553e+02 9.561658e-01
6.591867e+02 3.957423e+00 6.593942e+02 8.365396e+00 6.585841e+02 2.828770e+00 6.595296e+02 1.777635e+00 6.596417e+02 9.587724e-01
6.603723e+02 3.963109e+00 6.605801e+02 8.372561e+00 6.597686e+02 2.833779e+00 6.607158e+02 1.781647e+00 6.608281e+02 9.613789e-01
6.615579e+02 3.968796e+00 6.617661e+02 8.379726e+00 6.609531e+02 2.838789e+00 6.619020e+02 1.785659e+00 6.620145e+02 9.639854e-01
6.627434e+02 3.974483e+00 6.629521e+02 8.386891e+00 6.621376e+02 2.843798e+00 6.630882e+02 1.789671e+00 6.632009e+02 9.665919e-01
6.639290e+02 3.980169e+00 6.641380e+02 8.394056e+00 6.633221e+02 2.848808e+00 6.642744e+02 1.793684e+00 6.643873e+02 9.691984e-01
6.651146e+02 3.985856e+00 6.653240e+02 8.401221e+00 6.645066e+02 2.853817e+00 6.654606e+02 1.797696e+00 6.655737e+02 9.718050e-01
6.663002e+02 3.991542e+00 6.665100e+02 8.408386e+00 6.656911e+02 2.858826e+00 6.666468e+02 1.801708e+00 6.667602e+02 9.744115e-01
6.674858e+02 3.997229e+00 6.676959e+02 8.415551e+00 6.668756e+02 2.863836e+00 6.678330e+02 1.805720e+00 6.679466e+02 9.770180e-01
6.686714e+02 4.002915e+00 6.688819e+02 8.422716e+00 6.680601e+02 2.868845e+00 6.690192e+02 1.809732e+00 6.691330e+02 9.796245e-01
6.698570e+02 4.008602e+00 6.700678e+02 8.429882e+00 6.692446e+02 2.873855e+00 6.702054e+02 1.813745e+00 6.703194e+02 9.822310e-01
6.710426e+02 4.014288e+00 6.712538e+02 8.437047e+00 6.704291e+02 2.878864e+00 6.713916e+02 1.817757e+00 6.715058e+02 9.848376e-01
6.722282e+02 4.019975e+00 6.724398e+02 8.444212e+00 6.716136e+02 2.883874e+00 6.725778e+02 1.821769e+00 6.726922e+02 9.874441e-01
6.734137e+02 4.025661e+00 6.736257e+02 8.451377e+00 6.727981e+02 2.888883e+00 6.737640e+02 1.825781e+00 6.738786e+02 9.900506e-01
6.745993e+02 4.031348e+00 6.748117e+02 8.458542e+00 6.739826e+02 2.893893e+00 6.749502e+02 1.829794e+00 6.750650e+02 9.926571e-01
6.757849e+02 4.037034e+00 6.759976e+02 8.465707e+00 6.751671e+02 2.898902e+00 6.761364e+02 1.833806e+00 6.762514e+02 9.952636e-01
6.769705e+02 4.042721e+00 6.771836e+02 8.472872e+00 6.763516e+02 2.903911e+00 6.773226e+02 1.837818e+00 6.774378e+02 9.978702e-01
6.781561e+02 4.048408e+00 6.783696e+02 8.480037e+00 6.775361e+02 2.908921e+00 6.785088e+02 1.841830e+00 6.786242e+02 1.000477e+00
6.793417e+02 4.054094e+00 6.795555e+02 8.487202e+00 6.787206e+02 2.913930e+00 6.796950e+02 1.845843e+00 6.798106e+02 1.003083e+00
6.805273e+02 4.059781e+00 6.807415e+02 8.494367e+00 6.799051e+02 2.918940e+00 6.808812e+02 1.849855e+00 6.809970e+02 1.005690e+00
6.817129e+02 4.065467e+00 6.819274e+02 8.501532e+00 6.810896e+02 2.923949e+00 6.820674e+02 1.853867e+00 6.821834e+02 1.008296e+00
6.828984e+02 4.071154e+00 6.831134e+02 8.508697e+00 6.822741e+02 2.928959e+00 6.832536e+02 1.857879e+00 6.833698e+02 1.010903e+00
6.840840e+02 4.076840e+00 6.842994e+02 8.515862e+00 6.834586e+02 2.933968e+00 6.844399e+02 1.861892e+00 6.845562e+02 1.013509e+00
6.852696e+02 4.082527e+00 6.854853e+02 8.523027e+00 6.846431e+02 2.938978e+00 6.856261e+02 1.865904e+00 6.857426e+02 1.016116e+00
6.864552e+02 4.088213e+00 6.866713e+02 8.530192e+00 6.858276e+02 2.943987e+00 6.868123e+02 1.869916e+00 6.869291e+02 1.018722e+00
6.876408e+02 4.093900e+00 6.878572e+02 8.537357e+00 6.870121e+02 2.948996e+00 6.879985e+02 1.873928e+00 6.881155e+02 1.021329e+00
6.888264e+02 4.099586e+00 6.890432e+02 8.544522e+00 6.881967e+02 2.954006e+00 6.891847e+02 1.877941e+00 6.893019e+02 1.023935e+00
6.900120e+02 4.105273e+00 6.902292e+02 8.551687e+00 6.893812e+02 2.959015e+00 6.903709e+02 1.881953e+00 6.904883e+02 1.026542e+00
6.911976e+02 4.111783e+00 6.914151e+02 8.558833e+00 6.905657e+02 2.963988e+00 6.915571e+02 1.885985e+00 6.916747e+02 1.029177e+00
6.923831e+02 4.121563e+00 6.926011e+02 8.565901e+00 6.917502e+02 2.968814e+00 6.927433e+02 1.890098e+00 6.928611e+02 1.031927e+00
6.935687e+02 4.131342e+00 6.937870e+02 8.572970e+00 6.929347e+02 2.973641e+00 6.939295e+02 1.894211e+00 6.940475e+02 1.034678e+00
6.947543e+02 4.141122e+00 6.949730e+02 8.580038e+00 6.941192e+02 2.978467e+00 6.951157e+02 1.898324e+00 6.952339e+02 1.037428e+00
6.959399e+02 4.150902e+00 6.961590e+02 8.587107e+00 6.953037e+02 2.983294e+00 6.963019e+02 1.902437e+00 6.964203e+02 1.040178e+00
6.971255e+02 4.160681e+00 6.973449e+02 8.594175e+00 6.964882e+02 2.988121e+00 6.974881e+02 1.906549e+00 6.976067e+02 1.042928e+00
6.983111e+02 4.170461e+00 6.985309e+02 8.601243e+00 6.976727e+02 2.992947e+00 6.986743e+02 1.910662e+00 6.987931e+02 1.045678e+00
6.994967e+02 4.180241e+00 6.997169e+02 8.608312e+00 6.988572e+02 2.997774e+00 6.998605e+02 1.914775e+00 6.999795e+02 1.048428e+00
7.006823e+02 4.190020e+00 7.009028e+02 8.615380e+00 7.000417e+02 3.002600e+00 7.010467e+02 1.918888e+00 7.011659e+02 1.051178e+00
7.018678e+02 4.199800e+00 7.020888e+02 8.622448e+00 7.012262e+02 3.007427e+00 7.022329e+02 1.923001e+00 7.023523e+02 1.053929e+00
7.030534e+02 4.209580e+00 7.032747e+02 8.629517e+00 7.024107e+02 3.012253e+00 7.034191e+02 1.927113e+00 7.035387e+02 1.056679e+00
7.042390e+02 4.219359e+00 7.044607e+02 8.636585e+00 7.035952e+02 3.017080e+00 7.046053e+02 1.931226e+00 7.047251e+02 1.059429e+00
7.054246e+02 4.229139e+00 7.056467e+02 8.643654e+00 7.047797e+02 3.021906e+00 7.057915e+02 1.935339e+00 7.059115e+02 1.062179e+00
7.066102e+02 4.238919e+00 7.068326e+02 8.650722e+00 7.059642e+02 3.026733e+00 7.069777e+02 1.939452e+00 7.070980e+02 1.064929e+00
7.077958e+02 4.248698e+00 7.080186e+02 8.657790e+00 7.071487e+02 3.031559e+00 7.081639e+02 1.943565e+00 7.082844e+02 1.067679e+00
7.089814e+02 4.258478e+00 7.092045e+02 8.664859e+00 7.083332e+02 3.036386e+00 7.093501e+02 1.947677e+00 7.094708e+02 1.070429e+00
7.101670e+02 4.268258e+00 7.103905e+02 8.671927e+00 7.095177e+02 3.041212e+00 7.105363e+02 1.951790e+00 7.106572e+02 1.073180e+00
7.113525e+02 4.278037e+00 7.115765e+02 8.678995e+00 7.107022e+02 3.046039e+00 7.117225e+02 1.955903e+00 7.118436e+02 1.075930e+00
7.125381e+02 4.287817e+00 7.127624e+02 8.686064e+00 7.118867e+02 3.050865e+00 7.129088e+02 1.960016e+00 7.130300e+02 1.078680e+00
7.137237e+02 4.297597e+00 7.139484e+02 8.693132e+00 7.130712e+02 3.055692e+00 7.140950e+02 1.964129e+00 7.142164e+02 1.081430e+00
7.149093e+02 4.307376e+00 7.151343e+02 8.700201e+00 7.142557e+02 3.060518e+00 7.152812e+02 1.968241e+00 7.154028e+02 1.084180e+00
7.160949e+02 4.317156e+00 7.163203e+02 8.707269e+00 7.154402e+02 3.065345e+00 7.164674e+02 1.972354e+00 7.165892e+02 1.086930e+00
7.172805e+02 4.326936e+00 7.175063e+02 8.714337e+00 7.166247e+02 3.070171e+00 7.176536e+02 1.976467e+00 7.177756e+02 1.089680e+00
7.184661e+02 4.336715e+00 7.186922e+02 8.721406e+00 7.178092e+02 3.074998e+00 7.188398e+02 1.980580e+00 7.189620e+02 1.092431e+00
7.196517e+02 4.346495e+00 7.198782e+02 8.728474e+00 7.189937e+02 3.079824e+00 7.200260e+02 1.984693e+00 7.201484e+02 1.095181e+00
7.208372e+02 4.356275e+00 7.210641e+02 8.735543e+00 7.201783e+02 3.084651e+00 7.212122e+02 1.988805e+00 7.213348e+02 1.097931e+00
7.220228e+02 4.366054e+00 7.222501e+02 8.742611e+00 7.213628e+02 3.089477e+00 7.223984e+02 1.992918e+00 7.225212e+02 1.100681e+00
7.232084e+02 4.375834e+00 7.234361e+02 8.749679e+00 7.225473e+02 3.094304e+00 7.235846e+02 1.997031e+00 7.237076e+02 1.103431e+00
7.243940e+02 4.385614e+00 7.246220e+02 8.756748e+00 7.237318e+02 3.099130e+00 7.247708e+02 2.001144e+00 7.248940e+02 1.106181e+00
7.255796e+02 4.395393e+00 7.258080e+02 8.763816e+00 7.249163e+02 3.103957e+00 7.259570e+02 2.005257e+00 7.260804e+02 1.108931e+00
7.267652e+02 4.405173e+00 7.269940e+02 8.770884e+00 7.261008e+02 3.108784e+00 7.271432e+02 2.009369e+00 7.272669e+02 1.111682e+00
7.279508e+02 4.414953e+00 7.281799e+02 8.777953e+00 7.272853e+02 3.113610e+00 7.283294e+02 2.013482e+00 7.284533e+02 1.114432e+00
7.291364e+02 4.424732e+00 7.293659e+02 8.785021e+00 7.284698e+02 3.118437e+00 7.295156e+02 2.017595e+00 7.296397e+02 1.117182e+00
7.303219e+02 4.434512e+00 7.305518e+02 8.792090e+00 7.296543e+02 3.123263e+00 7.307018e+02 2.021708e+00 7.308261e+02 1.119932e+00
7.315075e+02 4.444292e+00 7.317378e+02 8.799158e+00 7.308388e+02 3.128090e+00 7.318880e+02 2.025821e+00 7.320125e+02 1.122682e+00
7.326931e+02 4.454071e+00 7.329238e+02 8.806226e+00 7.320233e+02 3.132916e+00 7.330742e+02 2.029933e+00 7.331989e+02 1.125432e+00
7.338787e+02 4.463851e+00 7.341097e+02 8.813295e+00 7.332078e+02 3.137743e+00 7.342604e+02 2.034046e+00 7.343853e+02 1.128182e+00
7.350643e+02 4.473631e+00 7.352957e+02 8.820363e+00 7.343923e+02 3.142569e+00 7.354466e+02 2.038159e+00 7.355717e+02 1.130933e+00
7.362499e+02 4.483410e+00 7.364816e+02 8.827431e+00 7.355768e+02 3.147396e+00 7.366328e+02 2.042272e+00 7.367581e+02 1.133683e+00
7.374355e+02 4.495546e+00 7.376676e+02 8.833971e+00 7.367613e+02 3.152192e+00 7.378190e+02 2.046455e+00 7.379445e+02 1.136503e+00
7.386211e+02 4.512098e+00 7.388536e+02 8.839520e+00 7.379458e+02 3.156930e+00 7.390052e+02 2.050771e+00 7.391309e+02 1.139456e+00
7.398066e+02 4.528650e+00 7.400395e+02 8.845069e+00 7.391303e+02 3.161669e+00 7.401915e+02 2.055087e+00 7.403173e+02 1.142409e+00
7.409922e+02 4.545202e+00 7.412255e+02 8.850618e+00 7.403148e+02 3.166408e+00 7.413777e+02 2.059404e+00 7.415037e+02 1.145361e+00
7.421778e+02 4.561754e+00 7.424114e+02 8.856167e+00 7.414993e+02 3.171146e+00 7.425639e+02 2.063720e+00 7.426901e+02 1.148314e+00
7.433634e+02 4.578306e+00 7.435974e+02 8.861716e+00 7.426838e+02 3.175885e+00 7.437501e+02 2.068036e+00 7.438765e+02 1.151267e+00
7.445490e+02 4.594858e+00 7.447834e+02 8.867265e+00 7.438683e+02 3.180624e+00 7.449363e+02 2.072352e+00 7.450629e+02 1.154219e+00
7.457346e+02 4.611410e+00 7.459693e+02 8.872814e+00 7.450528e+02 3.185362e+00 7.461225e+02 2.076668e+00 7.462494e+02 1.157172e+00
7.469202e+02 4.627962e+00 7.471553e+02 8.878363e+00 7.462373e+02 3.190101e+00 7.473087e+02 2.080984e+00 7.474358e+02 1.160125e+00
7.481058e+02 4.644514e+00 7.483412e+02 8.883912e+00 7.474218e+02 3.194840e+00 7.484949e+02 2.085300e+00 7.486222e+02 1.163078e+00
7.492913e+02 4.661066e+00 7.495272e+02 8.889460e+00 7.486063e+02 3.199578e+00 7.496811e+02 2.089616e+00 7.498086e+02 1.166030e+00
7.504769e+02 4.677618e+00 7.507132e+02 8.895009e+00 7.497908e+02 3.204317e+00 7.508673e+02 2.093932e+00 7.509950e+02 1.168983e+00
7.516625e+02 4.694170e+00 7.518991e+02 8.900558e+00 7.509753e+02 3.209056e+00 7.520535e+02 2.098248e+00 7.521814e+02 1.171936e+00
7.528481e+02 4.710722e+00 7.530851e+02 8.906107e+00 7.521599e+02 3.213794e+00 7.532397e+02 2.102564e+00 7.533678e+02 1.174888e+00
7.540337e+02 4.727274e+00 7.542710e+02 8.911656e+00 7.533444e+02 3.218533e+00 7.544259e+02 2.106881e+00 7.545542e+02 1.177841e+00
7.552193e+02 4.743826e+00 7.554570e+02 8.917205e+00 7.545289e+02 3.223272e+00 7.556121e+02 2.111197e+00 7.557406e+02 1.180794e+00
7.564049e+02 4.760378e+00 7.566430e+02 8.922754e+00 7.557134e+02 3.228010e+00 7.567983e+02 2.115513e+00 7.569270e+02 1.183746e+00
7.575905e+02 4.776930e+00 7.578289e+02 8.928303e+00 7.568979e+02 3.232749e+00 7.579845e+02 2.119829e+00 7.581134e+02 1.186699e+00
7.587760e+02 4.793482e+00 7.590149e+02 8.933852e+00 7.580824e+02 3.237488e+00 7.591707e+02 2.124145e+00 7.592998e+02 1.189652e+00
7.599616e+02 4.810034e+00 7.602009e+02 8.939401e+00 7.592669e+02 3.242226e+00 7.603569e+02 2.128461e+00 7.604862e+02 1.192604e+00
7.611472e+02 4.826586e+00 7.613868e+02 8.944950e+00 7.604514e+02 3.246965e+00 7.615431e+02 2.132777e+00 7.616726e+02 1.195557e+00
7.623328e+02 4.843138e+00 7.625728e+02 8.950499e+00 7.616359e+02 3.251704e+00 7.627293e+02 2.137093e+00 7.628590e+02 1.198510e+00
7.635184e+02 4.859690e+00 7.637587e+02 8.956048e+00 7.628204e+02 3.256442e+00 7.639155e+02 2.141409e+00 7.640454e+02 1.201462e+00
7.647040e+02 4.876242e+00 7.649447e+02 8.961597e+00 7.640049e+02 3.261181e+00 7.651017e+02 2.145725e+00 7.652318e+02 1.204415e+00
7.658896e+02 4.892794e+00 7.661307e+02 8.967145e+00 7.651894e+02 3.265920e+00 7.662879e+02 2.150042e+00 7.664183e+02 1.207368e+00
7.670752e+02 4.909346e+00 7.673166e+02 8.972694e+00 7.663739e+02 3.270658e+00 7.674741e+02 2.154358e+00 7.676047e+02 1.210321e+00
7.682607e+02 4.925898e+00 7.685026e+02 8.978243e+00 7.675584e+02 3.275397e+00 7.686604e+02 2.158674e+00 7.687911e+02 1.213273e+00
7.694463e+02 4.942450e+00 7.696885e+02 8.983792e+00 7.687429e+02 3.280136e+00 7.698466e+02 2.162990e+00 7.699775e+02 1.216226e+00
7.706319e+02 4.959002e+00 7.708745e+02 8.989341e+00 7.699274e+02 3.284874e+00 7.710328e+02 2.167306e+00 7.711639e+02 1.219179e+00
7.718175e+02 4.975554e+00 7.720605e+02 8.994890e+00 7.711119e+02 3.289613e+00 7.722190e+02 2.171622e+00 7.723503e+02 1.222131e+00
7.730031e+02 4.992106e+00 7.732464e+02 9.000439e+00 7.722964e+02 3.294352e+00 7.734052e+02 2.175938e+00 7.735367e+02 1.225084e+00
7.741887e+02 5.008658e+00 7.744324e+02 9.005988e+00 7.734809e+02 3.299090e+00 7.745914e+02 2.180254e+00 7.747231e+02 1.228037e+00
7.753743e+02 5.025210e+00 7.756183e+02 9.011537e+00 7.746654e+02 3.303829e+00 7.757776e+02 2.184570e+00 7.759095e+02 1.230989e+00
7.765599e+02 5.041762e+00 7.768043e+02 9.017086e+00 7.758499e+02 3.308568e+00 7.769638e+02 2.188886e+00 7.770959e+02 1.233942e+00
7.777454e+02 5.058314e+00 7.779903e+02 9.022635e+00 7.770344e+02 3.313306e+00 7.781500e+02 2.193203e+00 7.782823e+02 1.236895e+00
7.789310e+02 5.074866e+00 7.791762e+02 9.028184e+00 7.782189e+02 3.318045e+00 7.793362e+02 2.197519e+00 7.794687e+02 1.239847e+00
7.801166e+02 5.091418e+00 7.803622e+02 9.033733e+00 7.794034e+02 3.322784e+00 7.805224e+02 2.201835e+00 7.806551e+02 1.242800e+00
7.813022e+02 5.107970e+00 7.815481e+02 9.039282e+00 7.805879e+02 3.327522e+00 7.817086e+02 2.206151e+00 7.818415e+02 1.245753e+00
7.824878e+02 5.124522e+00 7.827341e+02 9.044830e+00 7.817724e+02 3.332261e+00 7.828948e+02 2.210467e+00 7.830279e+02 1.248705e+00
7.836734e+02 5.144913e+00 7.839201e+02 9.048924e+00 7.829569e+02 3.337003e+00 7.840810e+02 2.214947e+00 7.842143e+02 1.251777e+00
7.848590e+02 5.169226e+00 7.851060e+02 9.051531e+00 7.841415e+02 3.341749e+00 7.852672e+02 2.219593e+00 7.854007e+02 1.254970e+00
7.860446e+02 5.193539e+00 7.862920e+02 9.054137e+00 7.853260e+02 3.346495e+00 7.864534e+02 2.224240e+00 7.865872e+02 1.258162e+00
7.872301e+02 5.217851e+00 7.874780e+02 9.056744e+00 7.865105e+02 3.351241e+00 7.876396e+02 2.228886e+00 7.877736e+02 1.261355e+00
7.884157e+02 5.242164e+00 7.886639e+02 9.059351e+00 7.876950e+02 3.355987e+00 7.888258e+02 2.233533e+00 7.889600e+02 1.264548e+00
7.896013e+02 5.266477e+00 7.898499e+02 9.061958e+00 7.888795e+02 3.360733e+00 7.900120e+02 2.238180e+00 7.901464e+02 1.267741e+00
