# Dipole autocorrelation data
# t0(ps) t(ps) C(t)
# Started at time 0.0 ps
0.000000 1.617000 1537.467911
0.000000 1.618000 1536.569275
0.000000 1.619000 1535.868514
0.000000 1.620000 1535.465894
0.000000 1.621000 1535.378396
0.000000 1.622000 1535.538149
0.000000 1.623000 1535.812805
0.000000 1.624000 1536.035455
0.000000 1.625000 1536.051429
0.000000 1.626000 1535.753909
0.000000 1.627000 1535.115253
0.000000 1.628000 1534.199699
0.000000 1.629000 1533.148685
0.000000 1.630000 1532.153386
0.000000 1.631000 1531.412858
0.000000 1.632000 1531.088871
0.000000 1.633000 1531.263563
0.000000 1.634000 1531.912941
0.000000 1.635000 1532.904037
0.000000 1.636000 1534.015121
0.000000 1.637000 1534.977299
0.000000 1.638000 1535.529589
0.000000 1.639000 1535.469984
0.000000 1.640000 1534.705469
0.000000 1.641000 1533.274707
0.000000 1.642000 1531.345541
0.000000 1.643000 1529.188374
0.000000 1.644000 1527.130690
0.000000 1.645000 1525.495278
0.000000 1.646000 1524.536491
0.000000 1.647000 1524.386920
0.000000 1.648000 1525.029755
0.000000 1.649000 1526.296529
0.000000 1.650000 1527.890118
0.000000 1.651000 1529.442973
0.000000 1.652000 1530.580322
0.000000 1.653000 1530.992535
0.000000 1.654000 1530.489372
0.000000 1.655000 1529.040735
0.000000 1.656000 1526.782295
0.000000 1.657000 1523.991547
0.000000 1.658000 1521.043424
0.000000 1.659000 1518.340023
0.000000 1.660000 1516.238164
0.000000 1.661000 1514.986738
0.000000 1.662000 1514.683234
0.000000 1.663000 1515.260312
0.000000 1.664000 1516.502478
0.000000 1.665000 1518.087334
0.000000 1.666000 1519.641350
0.000000 1.667000 1520.810898
0.000000 1.668000 1521.326972
0.000000 1.669000 1521.044966
0.000000 1.670000 1519.965254
0.000000 1.671000 1518.222466
0.000000 1.672000 1516.051878
0.000000 1.673000 1513.738416
0.000000 1.674000 1511.558403
0.000000 1.675000 1509.731700
0.000000 1.676000 1508.381642
0.000000 1.677000 1507.520392
0.000000 1.678000 1507.059295
0.000000 1.679000 1506.835007
0.000000 1.680000 1506.650499
0.000000 1.681000 1506.319687
0.000000 1.682000 1505.708097
0.000000 1.683000 1504.759919
0.000000 1.684000 1503.509806
0.000000 1.685000 1502.073033
0.000000 1.686000 1500.617375
0.000000 1.687000 1499.321735
0.000000 1.688000 1498.333410
0.000000 1.689000 1497.733244
0.000000 1.690000 1497.515942
0.000000 1.691000 1497.588333
0.000000 1.692000 1497.786035
0.000000 1.693000 1497.906196
0.000000 1.694000 1497.747408
0.000000 1.695000 1497.149616
0.000000 1.696000 1496.023969
0.000000 1.697000 1494.372990
0.000000 1.698000 1492.286786
0.000000 1.699000 1489.924186
0.000000 1.700000 1487.484554
0.000000 1.701000 1485.165285
0.000000 1.702000 1483.123881
0.000000 1.703000 1481.453901
0.000000 1.704000 1480.175223
0.000000 1.705000 1479.235175
0.000000 1.706000 1478.526167
0.000000 1.707000 1477.915227
0.000000 1.708000 1477.277691
0.000000 1.709000 1476.530718
0.000000 1.710000 1475.649793
0.000000 1.711000 1474.668067
0.000000 1.712000 1473.668187
0.000000 1.713000 1472.755465
0.000000 1.714000 1472.022642
0.000000 1.715000 1471.522161
0.000000 1.716000 1471.240449
0.000000 1.717000 1471.090461
0.000000 1.718000 1470.917233
0.000000 1.719000 1470.526481
0.000000 1.720000 1469.722945
0.000000 1.721000 1468.348907
0.000000 1.722000 1466.323121
0.000000 1.723000 1463.671802
0.000000 1.724000 1460.531234
0.000000 1.725000 1457.137005
0.000000 1.726000 1453.788332
0.000000 1.727000 1450.801689
0.000000 1.728000 1448.461579
0.000000 1.729000 1446.964934
0.000000 1.730000 1446.389312
0.000000 1.731000 1446.674747
0.000000 1.732000 1447.629319
0.000000 1.733000 1448.956826
0.000000 1.734000 1450.304350
0.000000 1.735000 1451.319984
0.000000 1.736000 1451.711309
0.000000 1.737000 1451.289352
0.000000 1.738000 1449.999317
0.000000 1.739000 1447.921222
0.000000 1.740000 1445.251435
0.000000 1.741000 1442.264545
0.000000 1.742000 1439.263080
0.000000 1.743000 1436.524838
0.000000 1.744000 1434.252986
0.000000 1.745000 1432.551788
0.000000 1.746000 1431.411595
0.000000 1.747000 1430.722002
0.000000 1.748000 1430.298318
0.000000 1.749000 1429.927022
0.000000 1.750000 1429.412091
0.000000 1.751000 1428.617819
0.000000 1.752000 1427.492360
0.000000 1.753000 1426.077124
0.000000 1.754000 1424.495507
0.000000 1.755000 1422.926281
0.000000 1.756000 1421.562851
0.000000 1.757000 1420.566630
0.000000 1.758000 1420.033447
0.000000 1.759000 1419.966800
0.000000 1.760000 1420.276847
0.000000 1.761000 1420.793939
0.000000 1.762000 1421.294597
0.000000 1.763000 1421.546676
0.000000 1.764000 1421.349570
0.000000 1.765000 1420.570451
0.000000 1.766000 1419.170306
0.000000 1.767000 1417.206518
0.000000 1.768000 1414.824634
0.000000 1.769000 1412.237763
0.000000 1.770000 1409.684891
0.000000 1.771000 1407.398441
0.000000 1.772000 1405.564776
0.000000 1.773000 1404.299150
0.000000 1.774000 1403.629654
0.000000 1.775000 1403.500977
0.000000 1.776000 1403.791003
0.000000 1.777000 1404.339410
0.000000 1.778000 1404.979092
0.000000 1.779000 1405.559098
0.000000 1.780000 1405.966887
0.000000 1.781000 1406.139811
0.000000 1.782000 1406.064117
0.000000 1.783000 1405.765577
0.000000 1.784000 1405.288605
0.000000 1.785000 1404.679206
0.000000 1.786000 1403.971213
0.000000 1.787000 1403.179057
0.000000 1.788000 1402.300344
0.000000 1.789000 1401.322488
0.000000 1.790000 1400.233533
0.000000 1.791000 1399.037197
0.000000 1.792000 1397.761360
0.000000 1.793000 1396.465375
0.000000 1.794000 1395.241378
0.000000 1.795000 1394.197269
0.000000 1.796000 1393.438005
0.000000 1.797000 1393.046191
0.000000 1.798000 1393.057478
0.000000 1.799000 1393.454222
0.000000 1.800000 1394.156938
0.000000 1.801000 1395.031932
0.000000 1.802000 1395.907417
0.000000 1.803000 1396.604498
0.000000 1.804000 1396.963994
0.000000 1.805000 1396.876367
0.000000 1.806000 1396.306033
0.000000 1.807000 1395.298132
0.000000 1.808000 1393.973110
0.000000 1.809000 1392.508005
0.000000 1.810000 1391.101559
0.000000 1.811000 1389.940852
0.000000 1.812000 1389.164188
0.000000 1.813000 1388.835520
0.000000 1.814000 1388.935194
0.000000 1.815000 1389.364143
0.000000 1.816000 1389.964003
0.000000 1.817000 1390.546925
0.000000 1.818000 1390.932445
0.000000 1.819000 1390.980174
0.000000 1.820000 1390.614935
0.000000 1.821000 1389.843932
0.000000 1.822000 1388.755173
0.000000 1.823000 1387.503631
0.000000 1.824000 1386.280510
0.000000 1.825000 1385.278123
0.000000 1.826000 1384.651428
0.000000 1.827000 1384.487258
0.000000 1.828000 1384.789914
0.000000 1.829000 1385.479220
0.000000 1.830000 1386.404866
0.000000 1.831000 1387.375349
0.000000 1.832000 1388.191895
0.000000 1.833000 1388.684466
0.000000 1.834000 1388.738129
0.000000 1.835000 1388.313524
0.000000 1.836000 1387.454939
0.000000 1.837000 1386.283582
0.000000 1.838000 1384.976593
0.000000 1.839000 1383.729086
0.000000 1.840000 1382.721165
0.000000 1.841000 1382.087570
0.000000 1.842000 1381.893810
0.000000 1.843000 1382.124333
0.000000 1.844000 1382.691844
0.000000 1.845000 1383.454253
0.000000 1.846000 1384.240431
0.000000 1.847000 1384.882648
0.000000 1.848000 1385.245834
0.000000 1.849000 1385.251157
0.000000 1.850000 1384.884984
0.000000 1.851000 1384.199372
0.000000 1.852000 1383.299519
0.000000 1.853000 1382.324797
0.000000 1.854000 1381.418553
0.000000 1.855000 1380.709824
0.000000 1.856000 1380.293522
0.000000 1.857000 1380.212283
0.000000 1.858000 1380.456504
0.000000 1.859000 1380.971184
0.000000 1.860000 1381.670631
0.000000 1.861000 1382.450389
0.000000 1.862000 1383.201593
0.000000 1.863000 1383.826963
0.000000 1.864000 1384.251371
0.000000 1.865000 1384.429654
0.000000 1.866000 1384.340821
0.000000 1.867000 1383.987588
0.000000 1.868000 1383.390830
0.000000 1.869000 1382.585191
0.000000 1.870000 1381.616730
0.000000 1.871000 1380.544570
0.000000 1.872000 1379.438813
0.000000 1.873000 1378.381549
0.000000 1.874000 1377.463099
0.000000 1.875000 1376.776807
0.000000 1.876000 1376.404191
0.000000 1.877000 1376.405534
0.000000 1.878000 1376.811842
0.000000 1.879000 1377.611687
0.000000 1.880000 1378.742174
0.000000 1.881000 1380.093579
0.000000 1.882000 1381.510656
0.000000 1.883000 1382.814644
0.000000 1.884000 1383.827516
0.000000 1.885000 1384.399166
0.000000 1.886000 1384.429057
0.000000 1.887000 1383.887770
0.000000 1.888000 1382.824856
0.000000 1.889000 1381.360644
0.000000 1.890000 1379.670738
0.000000 1.891000 1377.961336
0.000000 1.892000 1376.436047
0.000000 1.893000 1375.267292
0.000000 1.894000 1374.564328
0.000000 1.895000 1374.360577
0.000000 1.896000 1374.608499
0.000000 1.897000 1375.194770
0.000000 1.898000 1375.963722
0.000000 1.899000 1376.743898
0.000000 1.900000 1377.382505
0.000000 1.901000 1377.770069
0.000000 1.902000 1377.857291
0.000000 1.903000 1377.665087
0.000000 1.904000 1377.273471
0.000000 1.905000 1376.797464
0.000000 1.906000 1376.361775
0.000000 1.907000 1376.070941
0.000000 1.908000 1375.983391
0.000000 1.909000 1376.094283
0.000000 1.910000 1376.334656
0.000000 1.911000 1376.586463
0.000000 1.912000 1376.699885
0.000000 1.913000 1376.527448
0.000000 1.914000 1375.955195
0.000000 1.915000 1374.929162
0.000000 1.916000 1373.468942
0.000000 1.917000 1371.672571
0.000000 1.918000 1369.700850
0.000000 1.919000 1367.754411
0.000000 1.920000 1366.048025
0.000000 1.921000 1364.770876
0.000000 1.922000 1364.056440
0.000000 1.923000 1363.958643
0.000000 1.924000 1364.442340
0.000000 1.925000 1365.389279
0.000000 1.926000 1366.617353
0.000000 1.927000 1367.911129
0.000000 1.928000 1369.054499
0.000000 1.929000 1369.857464
0.000000 1.930000 1370.180925
0.000000 1.931000 1369.949673
0.000000 1.932000 1369.159026
0.000000 1.933000 1367.863510
0.000000 1.934000 1366.164997
0.000000 1.935000 1364.188927
0.000000 1.936000 1362.070316
0.000000 1.937000 1359.930985
0.000000 1.938000 1357.872267
0.000000 1.939000 1355.970551
0.000000 1.940000 1354.276487
0.000000 1.941000 1352.818717
0.000000 1.942000 1351.618120
0.000000 1.943000 1350.687359
0.000000 1.944000 1350.035478
0.000000 1.945000 1349.662514
0.000000 1.946000 1349.554646
0.000000 1.947000 1349.674553
0.000000 1.948000 1349.958267
0.000000 1.949000 1350.313981
0.000000 1.950000 1350.627707
0.000000 1.951000 1350.771349
0.000000 1.952000 1350.619615
0.000000 1.953000 1350.066145
0.000000 1.954000 1349.045917
0.000000 1.955000 1347.544679
0.000000 1.956000 1345.609584
0.000000 1.957000 1343.345062
0.000000 1.958000 1340.902243
0.000000 1.959000 1338.450365
0.000000 1.960000 1336.158804
0.000000 1.961000 1334.165289
0.000000 1.962000 1332.555990
0.000000 1.963000 1331.354152
0.000000 1.964000 1330.520875
0.000000 1.965000 1329.961154
0.000000 1.966000 1329.543810
0.000000 1.967000 1329.122796
0.000000 1.968000 1328.568911
0.000000 1.969000 1327.791335
0.000000 1.970000 1326.751412
0.000000 1.971000 1325.466211
0.000000 1.972000 1324.004153
0.000000 1.973000 1322.464697
0.000000 1.974000 1320.958165
0.000000 1.975000 1319.582229
0.000000 1.976000 1318.396366
0.000000 1.977000 1317.410617
0.000000 1.978000 1316.582400
0.000000 1.979000 1315.819295
0.000000 1.980000 1315.000076
0.000000 1.981000 1313.994030
0.000000 1.982000 1312.690755
0.000000 1.983000 1311.021029
0.000000 1.984000 1308.973636
0.000000 1.985000 1306.603058
0.000000 1.986000 1304.021678
0.000000 1.987000 1301.378742
0.000000 1.988000 1298.845742
0.000000 1.989000 1296.584204
0.000000 1.990000 1294.720319
0.000000 1.991000 1293.324267
0.000000 1.992000 1292.400535
0.000000 1.993000 1291.886353
0.000000 1.994000 1291.659133
0.000000 1.995000 1291.556007
0.000000 1.996000 1291.394757
0.000000 1.997000 1291.002634
0.000000 1.998000 1290.240167
0.000000 1.999000 1289.022341
0.000000 2.000000 1287.331497
0.000000 2.001000 1285.212917
0.000000 2.002000 1282.769076
0.000000 2.003000 1280.147126
0.000000 2.004000 1277.515326
0.000000 2.005000 1275.040510
0.000000 2.006000 1272.863297
0.000000 2.007000 1271.082567
0.000000 2.008000 1269.738596
0.000000 2.009000 1268.814156
0.000000 2.010000 1268.236442
0.000000 2.011000 1267.887490
0.000000 2.012000 1267.617944
0.000000 2.013000 1267.269377
0.000000 2.014000 1266.691847
0.000000 2.015000 1265.766680
0.000000 2.016000 1264.417445
0.000000 2.017000 1262.624522
0.000000 2.018000 1260.426704
0.000000 2.019000 1257.919744
0.000000 2.020000 1255.247448
0.000000 2.021000 1252.580456
0.000000 2.022000 1250.097402
0.000000 2.023000 1247.956097
0.000000 2.024000 1246.269732
0.000000 2.025000 1245.090719
0.000000 2.026000 1244.399545
0.000000 2.027000 1244.105777
0.000000 2.028000 1244.061768
0.000000 2.029000 1244.081349
0.000000 2.030000 1243.968734
0.000000 2.031000 1243.547795
0.000000 2.032000 1242.685759
0.000000 2.033000 1241.313631
0.000000 2.034000 1239.435118
0.000000 2.035000 1237.123234
0.000000 2.036000 1234.513339
0.000000 2.037000 1231.776949
0.000000 2.038000 1229.099836
0.000000 2.039000 1226.646992
0.000000 2.040000 1224.537756
0.000000 2.041000 1222.833633
0.000000 2.042000 1221.529467
0.000000 2.043000 1220.557083
0.000000 2.044000 1219.801320
0.000000 2.045000 1219.125784
0.000000 2.046000 1218.399535
0.000000 2.047000 1217.518892
0.000000 2.048000 1216.420811
0.000000 2.049000 1215.097869
0.000000 2.050000 1213.592441
0.000000 2.051000 1211.987146
0.000000 2.052000 1210.385976
0.000000 2.053000 1208.886448
0.000000 2.054000 1207.562950
0.000000 2.055000 1206.445262
0.000000 2.056000 1205.508959
0.000000 2.057000 1204.680809
0.000000 2.058000 1203.849543
0.000000 2.059000 1202.888973
0.000000 2.060000 1201.681024
0.000000 2.061000 1200.134206
0.000000 2.062000 1198.206528
0.000000 2.063000 1195.917571
0.000000 2.064000 1193.340291
0.000000 2.065000 1190.597216
0.000000 2.066000 1187.843837
0.000000 2.067000 1185.245833
0.000000 2.068000 1182.954013
0.000000 2.069000 1181.079780
0.000000 2.070000 1179.684351
0.000000 2.071000 1178.770882
0.000000 2.072000 1178.286252
0.000000 2.073000 1178.135114
0.000000 2.074000 1178.190455
0.000000 2.075000 1178.311268
0.000000 2.076000 1178.358581
0.000000 2.077000 1178.209743
0.000000 2.078000 1177.765151
0.000000 2.079000 1176.957238
0.000000 2.080000 1175.747203
0.000000 2.081000 1174.124564
0.000000 2.082000 1172.108909
0.000000 2.083000 1169.748880
0.000000 2.084000 1167.117159
0.000000 2.085000 1164.309274
0.000000 2.086000 1161.440292
0.000000 2.087000 1158.639672
0.000000 2.088000 1156.041448
0.000000 2.089000 1153.777597
0.000000 2.090000 1151.961337
0.000000 2.091000 1150.672288
0.000000 2.092000 1149.942571
0.000000 2.093000 1149.749036
0.000000 2.094000 1150.011318
0.000000 2.095000 1150.594565
0.000000 2.096000 1151.322389
0.000000 2.097000 1151.998156
0.000000 2.098000 1152.427543
0.000000 2.099000 1152.444015
0.000000 2.100000 1151.933003
0.000000 2.101000 1150.845683
0.000000 2.102000 1149.207435
0.000000 2.103000 1147.117086
0.000000 2.104000 1144.729126
0.000000 2.105000 1142.232204
0.000000 2.106000 1139.815410
0.000000 2.107000 1137.643078
0.000000 2.108000 1135.831649
0.000000 2.109000 1134.437901
0.000000 2.110000 1133.453726
0.000000 2.111000 1132.809510
0.000000 2.112000 1132.396560
0.000000 2.113000 1132.088977
0.000000 2.114000 1131.772807
0.000000 2.115000 1131.366400
0.000000 2.116000 1130.836047
0.000000 2.117000 1130.201345
0.000000 2.118000 1129.522874
0.000000 2.119000 1128.890976
0.000000 2.120000 1128.402039
0.000000 2.121000 1128.132741
0.000000 2.122000 1128.114077
0.000000 2.123000 1128.322624
0.000000 2.124000 1128.674336
0.000000 2.125000 1129.037245
0.000000 2.126000 1129.252272
0.000000 2.127000 1129.161378
0.000000 2.128000 1128.639344
0.000000 2.129000 1127.617746
0.000000 2.130000 1126.104355
0.000000 2.131000 1124.188069
0.000000 2.132000 1122.025788
0.000000 2.133000 1119.828234
0.000000 2.134000 1117.828613
0.000000 2.135000 1116.244339
0.000000 2.136000 1115.244953
0.000000 2.137000 1114.921913
0.000000 2.138000 1115.275455
0.000000 2.139000 1116.215232
0.000000 2.140000 1117.571260
0.000000 2.141000 1119.124472
0.000000 2.142000 1120.636932
0.000000 2.143000 1121.890248
0.000000 2.144000 1122.712166
0.000000 2.145000 1122.996979
0.000000 2.146000 1122.718442
0.000000 2.147000 1121.925127
0.000000 2.148000 1120.728076
0.000000 2.149000 1119.279782
0.000000 2.150000 1117.748805
0.000000 2.151000 1116.294352
0.000000 2.152000 1115.043364
0.000000 2.153000 1114.080709
0.000000 2.154000 1113.443463
0.000000 2.155000 1113.127773
0.000000 2.156000 1113.096080
0.000000 2.157000 1113.290065
0.000000 2.158000 1113.640794
0.000000 2.159000 1114.083416
0.000000 2.160000 1114.566715
0.000000 2.161000 1115.049868
0.000000 2.162000 1115.503272
0.000000 2.163000 1115.905741
0.000000 2.164000 1116.237415
0.000000 2.165000 1116.478021
0.000000 2.166000 1116.606893
0.000000 2.167000 1116.606276
0.000000 2.168000 1116.462563
0.000000 2.169000 1116.170588
0.000000 2.170000 1115.738788
0.000000 2.171000 1115.194746
0.000000 2.172000 1114.583717
0.000000 2.173000 1113.967630
0.000000 2.174000 1113.417736
0.000000 2.175000 1113.004297
0.000000 2.176000 1112.785339
0.000000 2.177000 1112.794047
0.000000 2.178000 1113.028815
0.000000 2.179000 1113.453464
0.000000 2.180000 1113.998764
0.000000 2.181000 1114.570782
0.000000 2.182000 1115.069133
0.000000 2.183000 1115.404144
0.000000 2.184000 1115.511387
0.000000 2.185000 1115.366443
0.000000 2.186000 1114.987312
0.000000 2.187000 1114.433293
0.000000 2.188000 1113.797211
0.000000 2.189000 1113.189651
0.000000 2.190000 1112.715599
0.000000 2.191000 1112.457305
0.000000 2.192000 1112.458985
0.000000 2.193000 1112.713084
0.000000 2.194000 1113.162201
0.000000 2.195000 1113.709717
0.000000 2.196000 1114.237684
0.000000 2.197000 1114.628271
0.000000 2.198000 1114.790722
0.000000 2.199000 1114.681386
0.000000 2.200000 1114.311182
0.000000 2.201000 1113.747607
0.000000 2.202000 1113.102228
0.000000 2.203000 1112.508635
0.000000 2.204000 1112.102961
0.000000 2.205000 1111.992842
0.000000 2.206000 1112.235220
0.000000 2.207000 1112.820155
0.000000 2.208000 1113.666026
0.000000 2.209000 1114.628123
0.000000 2.210000 1115.527085
0.000000 2.211000 1116.176591
0.000000 2.212000 1116.417028
0.000000 2.213000 1116.148271
0.000000 2.214000 1115.351179
0.000000 2.215000 1114.098302
0.000000 2.216000 1112.545169
0.000000 2.217000 1110.908181
0.000000 2.218000 1109.436397
0.000000 2.219000 1108.371581
0.000000 2.220000 1107.906564
0.000000 2.221000 1108.146995
0.000000 2.222000 1109.090687
0.000000 2.223000 1110.625148
0.000000 2.224000 1112.535143
0.000000 2.225000 1114.541202
0.000000 2.226000 1116.334961
0.000000 2.227000 1117.630939
0.000000 2.228000 1118.210244
0.000000 2.229000 1117.955522
0.000000 2.230000 1116.869143
0.000000 2.231000 1115.073980
0.000000 2.232000 1112.798352
0.000000 2.233000 1110.338925
0.000000 2.234000 1108.010298
0.000000 2.235000 1106.091570
0.000000 2.236000 1104.793623
0.000000 2.237000 1104.222012
0.000000 2.238000 1104.366664
0.000000 2.239000 1105.108904
0.000000 2.240000 1106.249498
0.000000 2.241000 1107.546977
0.000000 2.242000 1108.759230
0.000000 2.243000 1109.680612
0.000000 2.244000 1110.175283
0.000000 2.245000 1110.191438
0.000000 2.246000 1109.763067
0.000000 2.247000 1108.998437
0.000000 2.248000 1108.054291
0.000000 2.249000 1107.098422
0.000000 2.250000 1106.270373
0.000000 2.251000 1105.652904
0.000000 2.252000 1105.262743
0.000000 2.253000 1105.045711
0.000000 2.254000 1104.891629
0.000000 2.255000 1104.665103
0.000000 2.256000 1104.238208
0.000000 2.257000 1103.522114
0.000000 2.258000 1102.488794
0.000000 2.259000 1101.182608
0.000000 2.260000 1099.717949
0.000000 2.261000 1098.257368
0.000000 2.262000 1096.987659
0.000000 2.263000 1096.082370
0.000000 2.264000 1095.664279
0.000000 2.265000 1095.782575
0.000000 2.266000 1096.398677
0.000000 2.267000 1097.389799
0.000000 2.268000 1098.569803
0.000000 2.269000 1099.720522
0.000000 2.270000 1100.628521
0.000000 2.271000 1101.120714
0.000000 2.272000 1101.090040
0.000000 2.273000 1100.513657
0.000000 2.274000 1099.452277
0.000000 2.275000 1098.036018
0.000000 2.276000 1096.433008
0.000000 2.277000 1094.816401
0.000000 2.278000 1093.331913
0.000000 2.279000 1092.080756
0.000000 2.280000 1091.103747
0.000000 2.281000 1090.387441
0.000000 2.282000 1089.873609
0.000000 2.283000 1089.486468
0.000000 2.284000 1089.153960
0.000000 2.285000 1088.830932
0.000000 2.286000 1088.514745
0.000000 2.287000 1088.244606
0.000000 2.288000 1088.092703
0.000000 2.289000 1088.140885
0.000000 2.290000 1088.454733
0.000000 2.291000 1089.058594
0.000000 2.292000 1089.914958
0.000000 2.293000 1090.917436
0.000000 2.294000 1091.896502
0.000000 2.295000 1092.648354
0.000000 2.296000 1092.966496
0.000000 2.297000 1092.684641
0.000000 2.298000 1091.713905
0.000000 2.299000 1090.070662
0.000000 2.300000 1087.880748
0.000000 2.301000 1085.370879
0.000000 2.302000 1082.841860
0.000000 2.303000 1080.620158
0.000000 2.304000 1079.001406
0.000000 2.305000 1078.199532
0.000000 2.306000 1078.306788
0.000000 2.307000 1079.276856
0.000000 2.308000 1080.930643
0.000000 2.309000 1082.981509
0.000000 2.310000 1085.092143
0.000000 2.311000 1086.925849
0.000000 2.312000 1088.200468
0.000000 2.313000 1088.736907
0.000000 2.314000 1088.491789
0.000000 2.315000 1087.556278
0.000000 2.316000 1086.132098
0.000000 2.317000 1084.492378
0.000000 2.318000 1082.927206
0.000000 2.319000 1081.687248
0.000000 2.320000 1080.941224
0.000000 2.321000 1080.746899
0.000000 2.322000 1081.046107
0.000000 2.323000 1081.683630
0.000000 2.324000 1082.446782
0.000000 2.325000 1083.113563
0.000000 2.326000 1083.499083
0.000000 2.327000 1083.494734
0.000000 2.328000 1083.090021
0.000000 2.329000 1082.375173
0.000000 2.330000 1081.522897
0.000000 2.331000 1080.751931
0.000000 2.332000 1080.280116
0.000000 2.333000 1080.276297
0.000000 2.334000 1080.818759
0.000000 2.335000 1081.877155
0.000000 2.336000 1083.316372
0.000000 2.337000 1084.923618
0.000000 2.338000 1086.441939
0.000000 2.339000 1087.626627
0.000000 2.340000 1088.287804
0.000000 2.341000 1088.328165
0.000000 2.342000 1087.764645
0.000000 2.343000 1086.720386
0.000000 2.344000 1085.402950
0.000000 2.345000 1084.065600
0.000000 2.346000 1082.955813
0.000000 2.347000 1082.271711
0.000000 2.348000 1082.127006
0.000000 2.349000 1082.535338
0.000000 2.350000 1083.416213
0.000000 2.351000 1084.614243
0.000000 2.352000 1085.934737
0.000000 2.353000 1087.185661
0.000000 2.354000 1088.214038
0.000000 2.355000 1088.933163
0.000000 2.356000 1089.332563
0.000000 2.357000 1089.474002
0.000000 2.358000 1089.470174
0.000000 2.359000 1089.450888
0.000000 2.360000 1089.524113
0.000000 2.361000 1089.750953
0.000000 2.362000 1090.131588
0.000000 2.363000 1090.605242
0.000000 2.364000 1091.069803
0.000000 2.365000 1091.411114
0.000000 2.366000 1091.533489
0.000000 2.367000 1091.388468
0.000000 2.368000 1090.996464
0.000000 2.369000 1090.451751
0.000000 2.370000 1089.909696
0.000000 2.371000 1089.560097
0.000000 2.372000 1089.588440
0.000000 2.373000 1090.134594
0.000000 2.374000 1091.255044
0.000000 2.375000 1092.901848
0.000000 2.376000 1094.918196
0.000000 2.377000 1097.060656
0.000000 2.378000 1099.042370
0.000000 2.379000 1100.588703
0.000000 2.380000 1101.486630
0.000000 2.381000 1101.631630
0.000000 2.382000 1101.049739
0.000000 2.383000 1099.897589
0.000000 2.384000 1098.440573
0.000000 2.385000 1097.005318
0.000000 2.386000 1095.924506
0.000000 2.387000 1095.478627
0.000000 2.388000 1095.840998
0.000000 2.389000 1097.046425
0.000000 2.390000 1098.980826
0.000000 2.391000 1101.405391
0.000000 2.392000 1103.998528
0.000000 2.393000 1106.415863
0.000000 2.394000 1108.359061
0.000000 2.395000 1109.628374
0.000000 2.396000 1110.156366
0.000000 2.397000 1110.019636
0.000000 2.398000 1109.420344
0.000000 2.399000 1108.640944
0.000000 2.400000 1107.988155
0.000000 2.401000 1107.730496
0.000000 2.402000 1108.043437
0.000000 2.403000 1108.978585
0.000000 2.404000 1110.456522
0.000000 2.405000 1112.286026
0.000000 2.406000 1114.204243
0.000000 2.407000 1115.935622
0.000000 2.408000 1117.249728
0.000000 2.409000 1118.012686
0.000000 2.410000 1118.215113
0.000000 2.411000 1117.976356
0.000000 2.412000 1117.519086
0.000000 2.413000 1117.125290
0.000000 2.414000 1117.082746
0.000000 2.415000 1117.622699
0.000000 2.416000 1118.875342
0.000000 2.417000 1120.838946
0.000000 2.418000 1123.377181
0.000000 2.419000 1126.241016
0.000000 2.420000 1129.118099
0.000000 2.421000 1131.691444
0.000000 2.422000 1133.690733
0.000000 2.423000 1134.953381
0.000000 2.424000 1135.445252
0.000000 2.425000 1135.270487
0.000000 2.426000 1134.647117
0.000000 2.427000 1133.864663
0.000000 2.428000 1133.228950
0.000000 2.429000 1133.006844
0.000000 2.430000 1133.383979
0.000000 2.431000 1134.429640
0.000000 2.432000 1136.095152
0.000000 2.433000 1138.235037
0.000000 2.434000 1140.638941
0.000000 2.435000 1143.082671
0.000000 2.436000 1145.371140
0.000000 2.437000 1147.376606
0.000000 2.438000 1149.060987
0.000000 2.439000 1150.473531
0.000000 2.440000 1151.726252
0.000000 2.441000 1152.960907
0.000000 2.442000 1154.305122
0.000000 2.443000 1155.840956
0.000000 2.444000 1157.580620
0.000000 2.445000 1159.460358
0.000000 2.446000 1161.353188
0.000000 2.447000 1163.097875
0.000000 2.448000 1164.541905
0.000000 2.449000 1165.581771
0.000000 2.450000 1166.198653
0.000000 2.451000 1166.469778
0.000000 2.452000 1166.563715
0.000000 2.453000 1166.710842
0.000000 2.454000 1167.166137
0.000000 2.455000 1168.156876
0.000000 2.456000 1169.831267
0.000000 2.457000 1172.228634
0.000000 2.458000 1175.263967
0.000000 2.459000 1178.732467
0.000000 2.460000 1182.350733
0.000000 2.461000 1185.801512
0.000000 2.462000 1188.796139
0.000000 2.463000 1191.128954
0.000000 2.464000 1192.708094
0.000000 2.465000 1193.580899
0.000000 2.466000 1193.913050
0.000000 2.467000 1193.962679
0.000000 2.468000 1194.023470
0.000000 2.469000 1194.365919
0.000000 2.470000 1195.188875
0.000000 2.471000 1196.579997
0.000000 2.472000 1198.502254
0.000000 2.473000 1200.807802
0.000000 2.474000 1203.275570
0.000000 2.475000 1205.663275
0.000000 2.476000 1207.753941
0.000000 2.477000 1209.415841
0.000000 2.478000 1210.626696
0.000000 2.479000 1211.481297
0.000000 2.480000 1212.168000
0.000000 2.481000 1212.929012
0.000000 2.482000 1214.003257
0.000000 2.483000 1215.568897
0.000000 2.484000 1217.701241
0.000000 2.485000 1220.347257
0.000000 2.486000 1223.329552
0.000000 2.487000 1226.379348
0.000000 2.488000 1229.190146
