# Master F(k,t) file for bussi_langevin_finiteq_coupling_1eneg03 - k=1.00
# Cumulative average across 1 replicas
# Time grid: 0 to 1000.000 ps with 10001 points (dt = 0.1 ps)
# Valid data points: 9998 (with at least 1 sample)
# Sample count range: 1 to 1
# Generated by process_fskt_only.py
# Columns: lag_time fskt
lag_time	fskt
0.1	1.41528569754878
0.2	1.4521852691011503
0.30000000000000004	1.4061327035557798
0.4	1.3336350785509332
0.5	1.2835818258515506
0.6000000000000001	1.2564036666913732
0.7000000000000001	1.2335408666445573
0.8	1.2012589388417458
0.9	1.1632047127862415
1.0	1.1269013363041405
1.1	1.0997546076754863
1.2000000000000002	1.0848818407513758
1.3	1.079982698601814
1.4000000000000001	1.0824097870340936
1.5	1.0895160605928338
1.6	1.0987853328511283
1.7000000000000002	1.1080280657041546
1.8	1.1151048478869063
1.9000000000000001	1.1178762681343775
2.0	1.1142036687917511
2.1	1.1031778224941153
2.2	1.0876210381290987
2.3000000000000003	1.0710609441598282
2.4000000000000004	1.0570251690494303
2.5	1.0490413412610329
2.6	1.0505994094445241
2.7	1.0627282424404942
2.8000000000000003	1.0825221810292818
2.9000000000000004	1.106722705464746
3.0	1.1320712960007442
3.1	1.155309432891137
3.2	1.1731817092433934
3.3000000000000003	1.1835776852296809
3.4000000000000004	1.1872349639635738
3.5	1.185326521770178
3.6	1.1790253349745987
3.7	1.1695043799019418
3.8000000000000003	1.1579366328773129
3.9000000000000004	1.145484377640506
4.0	1.1329806970131966
4.1000000000000005	1.120875250390807
4.2	1.1095960809900263
4.3	1.099571232027543
4.4	1.0912287467200459
4.5	1.0849966682842245
4.6000000000000005	1.0813001843580863
4.7	1.0802838859031838
4.800000000000001	1.0815792415691825
4.9	1.0847629786233381
5.0	1.0894118243329047
5.1000000000000005	1.0951025059651365
5.2	1.1014117507872883
5.300000000000001	1.1079162860666145
5.4	1.114204407087596
5.5	1.1200627336465774
5.6000000000000005	1.125444587062443
5.7	1.1303084721944967
5.800000000000001	1.134612893902043
5.9	1.1383163570443853
6.0	1.1413773664808289
6.1000000000000005	1.143754427070677
6.2	1.1454060038299878
6.300000000000001	1.146288652481401
6.4	1.1463562171889075
6.5	1.1455623356050475
6.6000000000000005	1.143860645382362
6.7	1.1412047841733917
6.800000000000001	1.1375483896306766
6.9	1.1328450994067576
7.0	1.1270485511541757
7.1000000000000005	1.1201645822144048
7.2	1.1126439360392333
7.300000000000001	1.1051625010097228
7.4	1.0983979119410296
7.5	1.09302780364831
7.6000000000000005	1.0897298109467202
7.7	1.0891815686514172
7.800000000000001	1.092060711577557
7.9	1.0990448745402963
8.0	1.1105627438365748
8.1	1.1256923406942914
8.200000000000001	1.143055780390244
8.3	1.1612748250684133
8.4	1.1789712368727827
8.5	1.1947667779473339
8.6	1.207283210436049
8.700000000000001	1.2151422964829104
8.8	1.2169657982319
8.9	1.211429647892877
9.0	1.1986366669264914
9.1	1.1802249977881865
9.200000000000001	1.1579086758237989
9.3	1.1334017363791657
9.4	1.1084182148001238
9.5	1.0846721464325102
9.600000000000001	1.0638775666221607
9.700000000000001	1.0477485107149138
9.8	1.0379990140566053
9.9	1.0360514896351811
10.0	1.041364680933772
10.100000000000001	1.0525869643454298
10.200000000000001	1.068364171411532
10.3	1.087342133673457
10.4	1.1081666826725833
10.5	1.1294836499502883
10.600000000000001	1.1499388670479511
10.700000000000001	1.168178165506949
10.8	1.1828473768686598
10.9	1.192834674435998
11.0	1.1982656410542667
11.100000000000001	1.199659780633254
11.200000000000001	1.1975367634858782
11.3	1.1924162599250578
11.4	1.1848179402637105
11.5	1.1752614748147543
11.600000000000001	1.1642665338911078
11.700000000000001	1.1523527878056885
11.8	1.140039906871415
11.9	1.1278426444858463
12.0	1.1161348179538126
12.100000000000001	1.1051318462112414
12.200000000000001	1.0950407238792883
12.3	1.086068445579108
12.4	1.078422005931856
12.5	1.0723083995586886
12.600000000000001	1.06793462108076
12.700000000000001	1.0655076651192261
12.8	1.0652345262952423
12.9	1.067322199229964
13.0	1.071891674099657
13.100000000000001	1.0786218559818335
13.200000000000001	1.0870499998315597
13.3	1.096713296148064
13.4	1.1071489354305737
13.5	1.1178941081783174
13.600000000000001	1.128486004890523
13.700000000000001	1.1384618160664186
13.8	1.1473587322052317
13.9	1.1547139438061913
14.0	1.1600656268009122
14.100000000000001	1.1631751576264662
14.200000000000001	1.1643091095424987
14.3	1.163803543337008
14.4	1.1619945197979955
14.5	1.1592180997134607
14.600000000000001	1.1558103438714027
14.700000000000001	1.1521073130598227
14.8	1.1484450680667198
14.9	1.145159669680094
15.0	1.1425871786879453
15.100000000000001	1.141063478323307
15.200000000000001	1.1408138511082355
15.3	1.1417643996267945
15.4	1.1437911351881835
15.5	1.146770069101602
15.600000000000001	1.1505772126762495
15.700000000000001	1.1550885772213249
15.8	1.1601801740460274
15.9	1.1657280144595563
16.0	1.1716081097711109
16.1	1.177696471289891
16.2	1.1838691102588073
16.3	1.1899727230305157
16.400000000000002	1.195741331991514
16.5	1.2008818929437144
16.6	1.2051013616890298
16.7	1.2081066940293734
16.8	1.209604845766658
16.900000000000002	1.2093027727027958
17.0	1.2069074306397003
17.1	1.202125775379284
17.2	1.1946647627234595
17.3	1.18423134847414
17.400000000000002	1.1705598246053652
17.5	1.1539316065097542
17.6	1.1351334033723155
17.7	1.1149708780319247
17.8	1.0942496933274557
17.900000000000002	1.0737755120977832
18.0	1.0543539971817828
18.1	1.0367908114183277
18.2	1.0218916176462944
18.3	1.0104620787045557
18.400000000000002	1.0033078574319878
18.5	1.0012346166674648
18.6	1.0048641775179938
18.7	1.013602033054477
18.8	1.0263596353929234
18.900000000000002	1.0420470137965099
19.0	1.0595741975284112
19.1	1.0778512158518057
19.200000000000003	1.095788098029869
19.3	1.1122948733257767
19.400000000000002	1.1262815710027059
19.5	1.1366582203238331
19.6	1.1423348505523347
19.700000000000003	1.14222273669627
19.8	1.1357750713327253
19.900000000000002	1.1238321839164005
20.0	1.1074532029369812
20.1	1.0876972568841516
20.200000000000003	1.0656234742475974
20.3	1.0422909835170038
20.400000000000002	1.0187589131820545
20.5	0.9960863917324358
20.6	0.9753325476578312
20.700000000000003	0.9575565094479266
20.8	0.9438174055924073
20.900000000000002	0.9351631629995587
21.0	0.9319722514860942
21.1	0.9335869962721132
21.200000000000003	0.9392607685648192
21.3	0.9482469395714163
21.400000000000002	0.9597988804991086
21.5	0.9731699625550986
21.6	0.9876135569465914
21.700000000000003	1.00238303488079
21.8	1.0167317675648981
21.900000000000002	1.0299131262061199
22.0	1.0411804820116581
22.1	1.0498007913507932
22.200000000000003	1.0554563206059266
22.3	1.0583113714639898
22.400000000000002	1.0585572687664344
22.5	1.0563853373547116
22.6	1.0519869020702732
22.700000000000003	1.0455532877545701
22.8	1.0372758192490548
22.900000000000002	1.0273458213951774
23.0	1.0159546190343907
23.1	1.003293537008145
23.200000000000003	0.9895539001578926
23.3	0.9749278783684371
23.400000000000002	0.959667232305101
23.5	0.9441215976132584
23.6	0.9286497078383761
23.700000000000003	0.9136102965259233
23.8	0.8993620972213676
23.900000000000002	0.8862638434701768
24.0	0.8746742688178194
24.1	0.8649521068097628
24.200000000000003	0.857456090991475
24.3	0.8525449549084247
24.400000000000002	0.8505774321060795
24.5	0.8519103862212329
24.6	0.8566155056166721
24.700000000000003	0.86417571363183
24.8	0.8740011468472686
24.900000000000002	0.8855019418435501
25.0	0.8980882352012355
25.1	0.9111701635008879
25.200000000000003	0.9241578633230684
25.3	0.9364614712483386
25.400000000000002	0.9474911238572613
25.5	0.9566569577303978
25.6	0.9633691094483101
25.700000000000003	0.9670416768312896
25.8	0.9674687835920288
25.900000000000002	0.9651344666600443
26.0	0.9605956984655343
26.1	0.9544094514386973
26.200000000000003	0.9471326980097312
26.3	0.9393224106088353
26.400000000000002	0.9315355616662073
26.5	0.9243291236120461
26.6	0.9182600688765493
26.700000000000003	0.913885369889916
26.8	0.9117619990823442
26.900000000000002	0.9124454901708382
27.0	0.9161924194311072
27.1	0.9225952963818207
27.200000000000003	0.9311572328869117
27.3	0.9413813408103137
27.400000000000002	0.952770732015961
27.5	0.9648285183677865
27.6	0.9770578117297243
27.700000000000003	0.9889617239657076
27.8	1.0000433669396696
27.900000000000002	1.0098058525155444
28.0	1.0177522925572655
28.1	1.0233864223227294
28.200000000000003	1.0264229013051254
28.3	1.0270932520240688
28.400000000000002	1.025706713991913
28.5	1.0225725267210122
28.6	1.0179999297237199
28.700000000000003	1.0122981625123906
28.8	1.005776464599378
28.900000000000002	0.9987440754970356
29.0	0.9915102347177176
29.1	0.9843841817737775
29.200000000000003	0.9776751561775696
29.3	0.9716923974414479
29.400000000000002	0.9667077727871763
29.5	0.9627241457911861
29.6	0.95962657301247
29.700000000000003	0.9572996119891679
29.8	0.9556278202594194
29.900000000000002	0.9544957553613632
30.0	0.9537879748331399
30.1	0.9533890362128883
30.200000000000003	0.9531834970387479
30.3	0.9530559148488587
30.400000000000002	0.9528908471813595
30.5	0.9525728515743904
30.6	0.9519912655444864
30.700000000000003	0.9511059143783184
30.8	0.9499303605285994
30.900000000000002	0.9484795187979647
31.0	0.9467683039890508
31.1	0.9448116309044934
31.200000000000003	0.9426244143469287
31.3	0.9402215691189927
31.400000000000002	0.9376180100233211
31.5	0.9348286518625502
31.6	0.9318684094393157
31.700000000000003	0.9287521975562536
31.8	0.9254950490299039
31.900000000000002	0.9221217661986328
32.0	0.9186740837359791
32.1	0.9151954241669575
32.2	0.9117292100165821
32.300000000000004	0.9083188638098677
32.4	0.905007808071829
32.5	0.9018394653274798
32.6	0.8988572581018351
32.7	0.8961046089199095
32.800000000000004	0.8936249403067172
32.9	0.8914616747872733
33.0	0.8896582348865915
33.1	0.888249951024274
33.2	0.8872094239068723
33.300000000000004	0.886479952226776
33.4	0.8860046690436141
33.5	0.8857267074170155
33.6	0.8855892004066095
33.7	0.8855352810720252
33.800000000000004	0.8855080824728914
33.9	0.8854507376688372
34.0	0.8853063797194919
34.1	0.8850181416844842
34.2	0.8845291566234438
34.300000000000004	0.8837887458364883
34.4	0.8828882132248602
34.5	0.8820606528190004
34.6	0.8815453083954335
34.7	0.8815814237306824
34.800000000000004	0.8824082426012705
34.9	0.8842650087837218
35.0	0.8873909660545597
35.1	0.8920253581903086
35.2	0.8984074289674907
35.300000000000004	0.9067764221626309
35.4	0.9173715815522517
35.5	0.9304280495219375
35.6	0.9458479525354193
35.7	0.9629598659224363
35.800000000000004	0.9810356529243779
35.9	0.9993471767826316
36.0	1.0171663007385898
36.1	1.0337648880336412
36.2	1.0484148019091748
36.300000000000004	1.0603879056065795
36.4	1.0689560623672447
36.5	1.0733911354325614
36.6	1.072964988043918
36.7	1.066949483442704
36.800000000000004	1.054749002001041
36.9	1.0368531135133594
37.0	1.0142824977538463
37.1	0.9880614623724695
37.2	0.959214315019195
37.300000000000004	0.9287653633439898
37.4	0.8977389149968228
37.5	0.867159277627656
37.6	0.8380507588864583
37.7	0.8114376664231958
37.800000000000004	0.7883443078878357
37.9	0.7697949909303453
38.0	0.7568046661052745
38.1	0.7497555342313049
38.2	0.7480056636209005
38.300000000000004	0.7508197536242607
38.400000000000006	0.7574625035915861
38.5	0.7671986128730757
38.6	0.7792927808189314
38.7	0.7930097067793519
38.800000000000004	0.807614090104538
38.900000000000006	0.8223706301446891
39.0	0.8365440262500048
39.1	0.849398977770687
39.2	0.8602001840569344
39.300000000000004	0.8683223585620492
39.400000000000006	0.8738276040884491
39.5	0.8770429976257936
39.6	0.878296177069676
39.7	0.877914780315688
39.800000000000004	0.8762264452594225
39.900000000000006	0.8735588097964715
40.0	0.8702395118224278
40.1	0.8665961892328833
40.2	0.8629564799234306
40.300000000000004	0.8596480217896623
40.400000000000006	0.8569984527271705
40.5	0.8553247317578079
40.6	0.8546775826324386
40.7	0.8548295072561363
40.800000000000004	0.8555399298877093
40.900000000000006	0.8565682747859666
41.0	0.8576739662097165
41.1	0.8586164284177678
41.2	0.8591550856689286
41.300000000000004	0.8590493622220078
41.400000000000006	0.8580586823358138
41.5	0.8559424702691558
41.6	0.8524601502808414
41.7	0.8473716107118672
41.800000000000004	0.8405954145572272
41.900000000000006	0.8324396936709823
42.0	0.823271280137572
42.1	0.813457006041436
42.2	0.8033637034670136
42.300000000000004	0.7933582044987454
42.400000000000006	0.7838073412210705
42.5	0.7750779457184298
42.6	0.7675368500752616
42.7	0.7615508863760065
42.800000000000004	0.757486886705104
42.900000000000006	0.7557116831469941
43.0	0.7565423151477845
43.1	0.7598762420413538
43.2	0.765400597305481
43.300000000000004	0.7728009396572022
43.400000000000006	0.7817628278135547
43.5	0.7919718204915734
43.6	0.803113476408297
43.7	0.8148733542807609
43.800000000000004	0.826937012826002
