# Density autocorrelation tracking
# Output period: 1000 steps
# Reference interval: 294211 steps
# kmag = 1.0, num_wavevectors = 50
# t0_step t0(ps) t_step t(ps) F(k,t)
294213 368.867000 295000 369.912261 1.392586
294213 368.867000 296000 371.256403 1.479192
294213 368.867000 297000 372.561796 1.511561
294213 368.867000 298000 373.904969 1.497575
294213 368.867000 299000 375.241997 1.381131
294213 368.867000 300000 376.580419 1.411071
294213 368.867000 301000 377.921111 1.327057
294213 368.867000 302000 379.272177 1.342756
294213 368.867000 303000 380.599569 1.338587
294213 368.867000 304000 381.929795 1.300689
294213 368.867000 305000 383.258720 1.322210
294213 368.867000 306000 384.584680 1.223343
294213 368.867000 307000 385.863190 1.158266
294213 368.867000 308000 387.136970 1.216081
294213 368.867000 309000 388.443843 1.133128
294213 368.867000 310000 389.760668 1.267811
294213 368.867000 311000 391.065936 1.131593
294213 368.867000 312000 392.367451 1.182222
294213 368.867000 313000 393.651709 1.144690
294213 368.867000 314000 394.956402 1.293319
294213 368.867000 315000 396.279277 1.071985
294213 368.867000 316000 397.604783 1.202531
294213 368.867000 317000 398.914653 1.134901
294213 368.867000 318000 400.222625 1.385532
294213 368.867000 319000 401.548902 1.263956
294213 368.867000 320000 402.871536 1.273444
294213 368.867000 321000 404.196880 1.371741
294213 368.867000 322000 405.513173 1.415119
294213 368.867000 323000 406.813742 1.301357
294213 368.867000 324000 408.131098 1.252300
294213 368.867000 325000 409.456415 1.266983
294213 368.867000 326000 410.749224 1.183692
294213 368.867000 327000 412.076221 1.256159
294213 368.867000 328000 413.408789 1.228562
294213 368.867000 329000 414.738527 1.336215
294213 368.867000 330000 416.062072 1.193756
294213 368.867000 331000 417.403258 1.456362
294213 368.867000 332000 418.747446 1.320776
294213 368.867000 333000 420.089109 1.417516
294213 368.867000 334000 421.436960 1.373331
294213 368.867000 335000 422.774816 1.571957
294213 368.867000 336000 424.116085 1.496656
294213 368.867000 337000 425.455427 1.377712
294213 368.867000 338000 426.788683 1.526948
294213 368.867000 339000 428.125593 1.332531
294213 368.867000 340000 429.466554 1.474595
294213 368.867000 341000 430.792530 1.285075
294213 368.867000 342000 432.122711 1.397184
294213 368.867000 343000 433.453885 1.314480
294213 368.867000 344000 434.794506 1.032911
294213 368.867000 345000 436.135912 1.186059
294213 368.867000 346000 437.477009 1.098881
294213 368.867000 347000 438.820656 1.416154
294213 368.867000 348000 440.162031 1.101636
294213 368.867000 349000 441.502869 1.374863
294213 368.867000 350000 442.843077 1.349023
294213 368.867000 351000 444.186480 1.220716
294213 368.867000 352000 445.517496 1.267945
294213 368.867000 353000 446.861629 1.235947
294213 368.867000 354000 448.198595 1.266449
294213 368.867000 355000 449.540501 1.253173
294213 368.867000 356000 450.888855 1.242952
294213 368.867000 357000 452.235491 1.112706
294213 368.867000 358000 453.580011 1.389763
294213 368.867000 359000 454.925291 1.333363
294213 368.867000 360000 456.294651 1.270779
294213 368.867000 361000 457.654923 1.235673
294213 368.867000 362000 459.004712 1.336715
294213 368.867000 363000 460.349531 1.326893
294213 368.867000 364000 461.690031 1.282814
294213 368.867000 365000 463.030390 1.089941
294213 368.867000 366000 464.386384 1.251702
294213 368.867000 367000 465.740393 1.310606
294213 368.867000 368000 467.079596 1.233638
294213 368.867000 369000 468.409579 1.237335
294213 368.867000 370000 469.766728 1.429880
294213 368.867000 371000 471.113620 1.302908
294213 368.867000 372000 472.467708 1.147982
294213 368.867000 373000 473.825327 1.184447
294213 368.867000 374000 475.190947 1.215627
294213 368.867000 375000 476.543683 1.107520
294213 368.867000 376000 477.887937 1.236802
294213 368.867000 377000 479.221206 1.215589
294213 368.867000 378000 480.562878 1.232161
294213 368.867000 379000 481.901208 1.012278
294213 368.867000 380000 483.237134 1.040903
294213 368.867000 381000 484.584347 1.182653
294213 368.867000 382000 485.933309 1.058711
294213 368.867000 383000 487.281493 1.314335
294213 368.867000 384000 488.626682 1.134389
294213 368.867000 385000 489.974321 1.243797
294213 368.867000 386000 491.319250 1.225054
294213 368.867000 387000 492.664628 1.009397
294213 368.867000 388000 494.006397 0.983803
294213 368.867000 389000 495.362069 1.091743
294213 368.867000 390000 496.728463 1.214724
294213 368.867000 391000 498.111658 1.264436
294213 368.867000 392000 499.491081 1.254086
294213 368.867000 393000 500.870297 1.208056
294213 368.867000 394000 502.255028 1.210071
294213 368.867000 395000 503.638929 1.159290
294213 368.867000 396000 505.023766 1.124323
294213 368.867000 397000 506.403544 1.045810
294213 368.867000 398000 507.785596 1.040702
294213 368.867000 399000 509.160471 1.114002
294213 368.867000 400000 510.536834 1.012106
294213 368.867000 401000 511.900799 1.074582
294213 368.867000 402000 513.270578 0.909382
294213 368.867000 403000 514.639515 1.087228
294213 368.867000 404000 516.005023 1.021962
294213 368.867000 405000 517.377084 1.042742
294213 368.867000 406000 518.751880 1.082958
294213 368.867000 407000 520.140271 1.058572
294213 368.867000 408000 521.518611 0.810292
294213 368.867000 409000 522.874541 1.023918
294213 368.867000 410000 524.250152 1.116911
294213 368.867000 411000 525.608182 1.021890
294213 368.867000 412000 526.988237 0.886510
294213 368.867000 413000 528.371705 0.986706
294213 368.867000 414000 529.756552 0.982958
294213 368.867000 415000 531.139416 1.052987
294213 368.867000 416000 532.515701 1.122836
294213 368.867000 417000 533.900572 1.147651
294213 368.867000 418000 535.285775 0.984758
294213 368.867000 419000 536.662954 1.072655
294213 368.867000 420000 538.042461 0.914858
294213 368.867000 421000 539.418179 1.033910
294213 368.867000 422000 540.796031 1.016461
294213 368.867000 423000 542.153936 1.060838
294213 368.867000 424000 543.521232 0.895757
294213 368.867000 425000 544.873570 0.936259
294213 368.867000 426000 546.232745 0.886156
294213 368.867000 427000 547.604916 0.824663
294213 368.867000 428000 548.971487 0.840495
294213 368.867000 429000 550.324443 0.849880
294213 368.867000 430000 551.668751 1.022088
294213 368.867000 431000 553.007224 0.918378
294213 368.867000 432000 554.350031 0.853332
294213 368.867000 433000 555.697260 0.857721
294213 368.867000 434000 557.033201 0.898031
294213 368.867000 435000 558.376184 0.864241
294213 368.867000 436000 559.700619 0.762006
294213 368.867000 437000 561.061316 0.742667
294213 368.867000 438000 562.410232 0.705359
294213 368.867000 439000 563.751498 0.784493
294213 368.867000 440000 565.101627 0.868270
294213 368.867000 441000 566.454303 0.861098
294213 368.867000 442000 567.792027 1.007757
294213 368.867000 443000 569.127218 0.938951
294213 368.867000 444000 570.480264 0.893893
294213 368.867000 445000 571.830682 0.958889
294213 368.867000 446000 573.184422 0.969971
294213 368.867000 447000 574.554255 1.024938
294213 368.867000 448000 575.936903 0.889878
294213 368.867000 449000 577.308398 0.972508
294213 368.867000 450000 578.683636 1.055619
294213 368.867000 451000 580.039763 1.047219
294213 368.867000 452000 581.392986 0.991254
294213 368.867000 453000 582.761494 0.993796
294213 368.867000 454000 584.092610 1.094895
294213 368.867000 455000 585.475525 0.722283
294213 368.867000 456000 586.858747 0.904565
294213 368.867000 457000 588.239507 0.946318
294213 368.867000 458000 589.619810 0.922595
294213 368.867000 459000 591.004105 0.976114
294213 368.867000 460000 592.384329 0.731907
294213 368.867000 461000 593.766429 0.769455
294213 368.867000 462000 595.150273 0.808274
294213 368.867000 463000 596.531564 0.798147
294213 368.867000 464000 597.913036 0.752448
294213 368.867000 465000 599.304966 0.458059
294213 368.867000 466000 600.689442 0.489607
294213 368.867000 467000 602.071794 0.579778
294213 368.867000 468000 603.454362 0.808952
294213 368.867000 469000 604.837534 0.615156
294213 368.867000 470000 606.219742 0.847539
294213 368.867000 471000 607.600806 0.791877
294213 368.867000 472000 608.962211 0.658038
294213 368.867000 473000 610.325852 0.638559
294213 368.867000 474000 611.701552 0.609201
294213 368.867000 475000 613.061586 0.730674
294213 368.867000 476000 614.404585 0.650607
294213 368.867000 477000 615.772272 0.760437
294213 368.867000 478000 617.144463 0.851344
294213 368.867000 479000 618.526993 0.749396
294213 368.867000 480000 619.898516 0.734891
294213 368.867000 481000 621.276520 0.847029
294213 368.867000 482000 622.656794 0.635264
294213 368.867000 483000 624.016132 0.867723
294213 368.867000 484000 625.369767 0.808434
294213 368.867000 485000 626.744108 0.715868
294213 368.867000 486000 628.105203 0.710142
