# Density autocorrelation tracking
# Output period: 1000 steps
# Reference interval: 294211 steps
# kmag = 1.0, num_wavevectors = 50
# t0_step t0(ps) t_step t(ps) F(k,t)
588424 768.965761 722000 952.796152 -0.016862
588424 768.965761 723000 954.177086 -0.094923
588424 768.965761 724000 955.556918 0.066277
588424 768.965761 725000 956.940430 0.057972
588424 768.965761 726000 958.323306 -0.070256
588424 768.965761 727000 959.702535 -0.110759
588424 768.965761 728000 961.083579 -0.190855
588424 768.965761 729000 962.445168 -0.192277
588424 768.965761 730000 963.819594 -0.218716
588424 768.965761 731000 965.200883 -0.071484
588424 768.965761 732000 966.585438 -0.018283
588424 768.965761 733000 967.966965 -0.141629
588424 768.965761 734000 969.347778 -0.124193
588424 768.965761 735000 970.734504 -0.092499
588424 768.965761 736000 972.118919 -0.174647
588424 768.965761 737000 973.496222 -0.153933
588424 768.965761 738000 974.880399 -0.131180
588424 768.965761 739000 976.260168 -0.068905
588424 768.965761 740000 977.686527 -0.289470
588424 768.965761 741000 979.065834 -0.183202
588424 768.965761 742000 980.455026 -0.111086
588424 768.965761 743000 981.862031 -0.165228
588424 768.965761 744000 983.241828 -0.279912
588424 768.965761 745000 984.624524 -0.235846
588424 768.965761 746000 986.008080 0.010680
588424 768.965761 747000 987.392646 -0.119862
588424 768.965761 748000 988.773315 -0.149750
588424 768.965761 749000 990.157474 0.030307
588424 768.965761 750000 991.541412 0.030867
588424 768.965761 751000 992.921081 0.066499
588424 768.965761 752000 994.306952 0.045461
588424 768.965761 753000 995.686421 0.056481
588424 768.965761 754000 997.066000 -0.078309
588424 768.965761 755000 998.448775 -0.020629
588424 768.965761 756000 999.832004 -0.144382
