# frequency_cm-1 spectrum_au
4.111166140804809288e+01 5.370549814244001000e+15
4.119505220197922313e+01 5.371862700250899000e+15
4.127844299591036048e+01 5.373625922619914000e+15
4.136183378984149073e+01 5.375830361856316000e+15
4.144522458377262097e+01 5.378466564981919000e+15
4.152861537770375122e+01 5.381524732786403000e+15
4.161200617163488147e+01 5.384994706886612000e+15
4.169539696556601882e+01 5.388865956683963000e+15
4.177878775949714907e+01 5.393127566217827000e+15
4.186217855342827932e+01 5.397768221032588000e+15
4.194556934735940956e+01 5.402776195149413000e+15
4.202896014129053981e+01 5.408139337984849000e+15
4.211235093522167716e+01 5.413845061558745000e+15
4.219574172915280741e+01 5.419880327912196000e+15
4.227913252308393766e+01 5.426231636855633000e+15
4.236252331701506790e+01 5.432885014065231000e+15
4.244591411094619815e+01 5.439825999709149000e+15
4.252930490487734261e+01 5.447039637628502000e+15
4.261269569880847286e+01 5.454510465188191000e+15
4.269608649273960310e+01 5.462222503902528000e+15
4.277947728667073335e+01 5.470159250906637000e+15
4.286286808060186360e+01 5.478303671457947000e+15
4.294625887453300095e+01 5.486638192488909000e+15
4.302964966846413120e+01 5.495144697428387000e+15
4.311304046239526144e+01 5.503804522264137000e+15
4.319643125632639169e+01 5.512598453182399000e+15
4.327982205025752194e+01 5.521506725723545000e+15
4.336321284418865929e+01 5.530509025663141000e+15
4.344660363811978954e+01 5.539584491774473000e+15
4.352999443205091978e+01 5.548711720507009000e+15
4.361338522598205003e+01 5.557868772878821000e+15
4.369677601991318028e+01 5.567033183482358000e+15
4.378016681384431763e+01 5.576181971956775000e+15
4.386355760777544788e+01 5.585291656924523000e+15
4.394694840170657812e+01 5.594338272509334000e+15
4.403033919563770837e+01 5.603297387609742000e+15
4.411372998956883862e+01 5.612144127997880000e+15
4.419712078349998308e+01 5.620853201336237000e+15
4.428051157743111332e+01 5.629398925153214000e+15
4.436390237136224357e+01 5.637755258038155000e+15
4.444729316529337382e+01 5.645895833795118000e+15
4.453068395922450406e+01 5.653793998921923000e+15
4.461407475315564142e+01 5.661422853247186000e+15
4.469746554708677166e+01 5.668755293758039000e+15
4.478085634101790191e+01 5.675764061659094000e+15
4.486424713494903216e+01 5.682421792600086000e+15
4.494763792888016241e+01 5.688701069980936000e+15
4.503102872281129976e+01 5.694574481316125000e+15
4.511441951674243001e+01 5.700014677439787000e+15
4.519781031067356025e+01 5.704994434555247000e+15
4.528120110460469050e+01 5.709486718846530000e+15
4.536459189853582075e+01 5.713464753489225000e+15
4.544798269246695810e+01 5.716902087882839000e+15
4.553137348639808835e+01 5.719772668754114000e+15
4.561476428032921859e+01 5.722050912989992000e+15
4.569815507426034884e+01 5.723711781733605000e+15
4.578154586819148619e+01 5.724730855547870000e+15
4.586493666212261644e+01 5.725084410205569000e+15
4.594832745605374669e+01 5.724749492705121000e+15
4.603171824998487693e+01 5.723703997245888000e+15
4.611510904391601429e+01 5.721926740528574000e+15
4.619849983784715164e+01 5.719397536167335000e+15
4.628189063177828189e+01 5.716097267525785000e+15
4.636528142570941213e+01 5.712007958825620000e+15
4.644867221964054238e+01 5.707112843691300000e+15
4.653206301357167263e+01 5.701396431072469000e+15
4.661545380750280998e+01 5.694844567674095000e+15
4.669884460143394023e+01 5.687444496884123000e+15
4.678223539536507047e+01 5.679184913317011000e+15
4.686562618929620072e+01 5.670056012935191000e+15
4.694901698322733097e+01 5.660049538139571000e+15
4.703240777715846832e+01 5.649158817533865000e+15
4.711579857108959857e+01 5.637378799998971000e+15
4.719918936502072881e+01 5.624706082819678000e+15
4.728258015895185906e+01 5.611138933602902000e+15
4.736597095288298931e+01 5.596677305738180000e+15
4.744936174681412666e+01 5.581322847229534000e+15
4.753275254074525691e+01 5.565078902826518000e+15
4.761614333467638716e+01 5.547950509371395000e+15
4.769953412860751740e+01 5.529944384286688000e+15
4.778292492253864765e+01 5.511068907310741000e+15
4.786631571646979211e+01 5.491334095484160000e+15
4.794970651040092235e+01 5.470751571664709000e+15
4.803309730433205260e+01 5.449334526557846000e+15
4.811648809826318285e+01 5.427097674669312000e+15
