# frequency_cm-1 spectrum_au
0.000000000000000000e+00 0.000000000000000000e+00
8.339079393113203731e-02 8.622150077085467188e+13
1.667815878622640746e-01 3.321343948426761875e+14
2.501723817933960703e-01 7.039355784229956250e+14
3.335631757245281492e-01 1.157443072778202000e+15
4.169539696556601727e-01 1.649310425372957750e+15
5.003447635867921406e-01 2.144444321077897500e+15
5.837355575179242750e-01 2.618628865199647000e+15
6.671263514490562985e-01 3.057717184400158500e+15
7.505171453801883219e-01 3.455278927053655000e+15
8.339079393113203453e-01 3.810056256540752500e+15
9.172987332424523688e-01 4.123869748290124000e+15
1.000689527173584281e+00 4.400129956250798000e+15
1.084080321104716305e+00 4.642881296782874000e+15
1.167471115035848550e+00 4.856238675932900000e+15
1.250861908966980574e+00 5.044085804932926000e+15
1.334252702898112597e+00 5.209935710604669000e+15
1.417643496829244398e+00 5.356885677463137000e+15
1.501034290760376644e+00 5.487623529264819000e+15
1.584425084691508667e+00 5.604459207833274000e+15
1.667815878622640691e+00 5.709366615212036000e+15
1.751206672553772492e+00 5.804027471412606000e+15
1.834597466484904738e+00 5.889872972326137000e+15
1.917988260416036761e+00 5.968121351264016000e+15
2.001379054347168562e+00 6.039810728226033000e+15
2.084769848278300586e+00 6.105827302219870000e+15
2.168160642209432609e+00 6.166929261037941000e+15
2.251551436140565077e+00 6.223766911207737000e+15
2.334942230071697100e+00 6.276899551414485000e+15
2.418333024002828679e+00 6.326809583523772000e+15
2.501723817933961147e+00 6.373914303173715000e+15
2.585114611865093170e+00 6.418575753492095000e+15
2.668505405796225194e+00 6.461108967635203000e+15
2.751896199727356773e+00 6.501788873174753000e+15
2.835286993658488797e+00 6.540856087133734000e+15
2.918677787589621264e+00 6.578521789220724000e+15
3.002068581520753288e+00 6.614971830001527000e+15
3.085459375451884867e+00 6.650370202531513000e+15
3.168850169383017334e+00 6.684861982793319000e+15
3.252240963314149358e+00 6.718575827269567000e+15
3.335631757245281381e+00 6.751626099222359000e+15
3.419022551176412961e+00 6.784114683954421000e+15
3.502413345107544984e+00 6.816132541698296000e+15
3.585804139038677452e+00 6.847761039939490000e+15
3.669194932969809475e+00 6.879073098647973000e+15
3.752585726900941498e+00 6.910134177588930000e+15
3.835976520832073522e+00 6.941003128384980000e+15
3.919367314763205545e+00 6.971732932224404000e+15
4.002758108694337125e+00 7.002371339590799000e+15
4.086148902625469148e+00 7.032961425582607000e+15
4.169539696556601172e+00 7.063542073431656000e+15
4.252930490487734083e+00 7.094148395564139000e+15
