# frequency_cm-1 spectrum_au
4.436390237136224357e+01 4.822626161694872000e+15
4.444729316529337382e+01 4.824613882448591000e+15
4.453068395922450406e+01 4.826743739280133000e+15
4.461407475315564142e+01 4.829008056993652000e+15
4.469746554708677166e+01 4.831399001107375000e+15
4.478085634101790191e+01 4.833908577469439000e+15
4.486424713494903216e+01 4.836528632087093000e+15
4.494763792888016241e+01 4.839250851304131000e+15
4.503102872281129976e+01 4.842066762211971000e+15
4.511441951674243001e+01 4.844967733478521000e+15
4.519781031067356025e+01 4.847944976445592000e+15
4.528120110460469050e+01 4.850989546639538000e+15
4.536459189853582075e+01 4.854092345667005000e+15
4.544798269246695810e+01 4.857244123471445000e+15
4.553137348639808835e+01 4.860435481083051000e+15
4.561476428032921859e+01 4.863656873749477000e+15
4.569815507426034884e+01 4.866898614564443000e+15
4.578154586819148619e+01 4.870150878562714000e+15
4.586493666212261644e+01 4.873403707294812000e+15
4.594832745605374669e+01 4.876647013932514000e+15
4.603171824998487693e+01 4.879870588887849000e+15
4.611510904391601429e+01 4.883064105958410000e+15
4.619849983784715164e+01 4.886217129040181000e+15
4.628189063177828189e+01 4.889319119383580000e+15
4.636528142570941213e+01 4.892359443429023000e+15
4.644867221964054238e+01 4.895327381197550000e+15
4.653206301357167263e+01 4.898212135292606000e+15
4.661545380750280998e+01 4.901002840455811000e+15
4.669884460143394023e+01 4.903688573706123000e+15
4.678223539536507047e+01 4.906258365097950000e+15
4.686562618929620072e+01 4.908701209017218000e+15
4.694901698322733097e+01 4.911006076060396000e+15
4.703240777715846832e+01 4.913161925494732000e+15
4.711579857108959857e+01 4.915157718258321000e+15
4.719918936502072881e+01 4.916982430488590000e+15
4.728258015895185906e+01 4.918625067578996000e+15
4.736597095288298931e+01 4.920074678738301000e+15
4.744936174681412666e+01 4.921320372023070000e+15
4.753275254074525691e+01 4.922351329802604000e+15
4.761614333467638716e+01 4.923156824667790000e+15
4.769953412860751740e+01 4.923726235688578000e+15
4.778292492253864765e+01 4.924049065058603000e+15
4.786631571646979211e+01 4.924114955021071000e+15
4.794970651040092235e+01 4.923913705060589000e+15
4.803309730433205260e+01 4.923435289307445000e+15
4.811648809826318285e+01 4.922669874155839000e+15
4.819987889219431310e+01 4.921607835925187000e+15
4.828326968612545045e+01 4.920239778647520000e+15
4.836666048005658070e+01 4.918556551841102000e+15
