# Density autocorrelation tracking
# Output period: 1000 steps
# Reference interval: 294449 steps
# kmag = 1.0, num_wavevectors = 50
# t0_step t0(ps) t_step t(ps) F(k,t)
294451 351.882367 361000 434.078104 1.500232
294451 351.882367 362000 435.293903 1.427195
294451 351.882367 363000 436.521519 1.494178
294451 351.882367 364000 437.736520 1.411011
294451 351.882367 365000 438.951265 1.423715
294451 351.882367 366000 440.162311 1.449495
294451 351.882367 367000 441.365803 1.449095
294451 351.882367 368000 442.569849 1.362877
294451 351.882367 369000 443.773512 1.492539
294451 351.882367 370000 444.980280 1.369700
294451 351.882367 371000 446.190913 1.431892
294451 351.882367 372000 447.398039 1.464261
294451 351.882367 373000 448.611523 1.438643
294451 351.882367 374000 449.816123 1.357496
294451 351.882367 375000 451.016923 1.300329
294451 351.882367 376000 452.223736 1.376526
294451 351.882367 377000 453.425503 1.201530
294451 351.882367 378000 454.642687 1.510694
294451 351.882367 379000 455.879513 1.459155
294451 351.882367 380000 457.102751 1.423278
294451 351.882367 381000 458.317585 1.373585
294451 351.882367 382000 459.553662 1.362136
294451 351.882367 383000 460.778963 1.464660
294451 351.882367 384000 462.002283 1.419773
294451 351.882367 385000 463.238487 1.495447
294451 351.882367 386000 464.480974 1.282372
294451 351.882367 387000 465.725553 1.443412
294451 351.882367 388000 466.954552 1.435137
294451 351.882367 389000 468.179169 1.484758
294451 351.882367 390000 469.421276 1.405863
294451 351.882367 391000 470.674520 1.383916
294451 351.882367 392000 471.921094 1.506707
294451 351.882367 393000 473.146752 1.413902
294451 351.882367 394000 474.365644 1.348740
294451 351.882367 395000 475.589919 1.364062
294451 351.882367 396000 476.792142 1.317846
294451 351.882367 397000 478.049809 1.532767
294451 351.882367 398000 479.296493 1.264246
294451 351.882367 399000 480.552290 1.494698
294451 351.882367 400000 481.785395 1.405904
294451 351.882367 401000 483.030246 1.330769
294451 351.882367 402000 484.261055 1.431688
294451 351.882367 403000 485.491970 1.441425
294451 351.882367 404000 486.716083 1.538274
294451 351.882367 405000 487.919683 1.442212
294451 351.882367 406000 489.124334 1.464334
294451 351.882367 407000 490.350671 1.245019
294451 351.882367 408000 491.560878 1.423993
294451 351.882367 409000 492.792631 1.409919
294451 351.882367 410000 494.017326 1.382664
294451 351.882367 411000 495.242212 1.382751
294451 351.882367 412000 496.504331 1.414500
294451 351.882367 413000 497.737578 1.267047
294451 351.882367 414000 498.986494 1.517137
294451 351.882367 415000 500.206056 1.378737
294451 351.882367 416000 501.439855 1.415265
294451 351.882367 417000 502.645804 1.417369
294451 351.882367 418000 503.852337 1.278666
294451 351.882367 419000 505.053473 1.360662
294451 351.882367 420000 506.280199 1.397909
294451 351.882367 421000 507.505057 1.273582
294451 351.882367 422000 508.726755 1.310687
294451 351.882367 423000 509.986352 1.251981
294451 351.882367 424000 511.245967 1.367546
294451 351.882367 425000 512.497444 1.528317
294451 351.882367 426000 513.733388 1.509969
294451 351.882367 427000 514.962953 1.449152
294451 351.882367 428000 516.182428 1.454291
294451 351.882367 429000 517.404086 1.483935
294451 351.882367 430000 518.642218 1.582402
294451 351.882367 431000 519.861544 1.507839
294451 351.882367 432000 521.101020 1.446798
294451 351.882367 433000 522.324488 1.304495
294451 351.882367 434000 523.565140 1.445166
294451 351.882367 435000 524.793186 1.478567
294451 351.882367 436000 526.039615 1.434167
294451 351.882367 437000 527.277989 1.453067
294451 351.882367 438000 528.495331 1.557732
294451 351.882367 439000 529.745759 1.483598
294451 351.882367 440000 530.953188 1.591427
294451 351.882367 441000 532.178177 1.517838
294451 351.882367 442000 533.406709 1.503026
294451 351.882367 443000 534.644357 1.528432
294451 351.882367 444000 535.871724 1.528887
294451 351.882367 445000 537.101926 1.506457
294451 351.882367 446000 538.300721 1.528170
294451 351.882367 447000 539.534716 1.619454
294451 351.882367 448000 540.741292 1.520619
294451 351.882367 449000 541.982924 1.598273
294451 351.882367 450000 543.170544 1.447865
294451 351.882367 451000 544.367884 1.394383
294451 351.882367 452000 545.582507 1.375060
294451 351.882367 453000 546.796400 1.363746
294451 351.882367 454000 547.999919 1.439174
294451 351.882367 455000 549.208700 1.474339
294451 351.882367 456000 550.402664 1.514766
294451 351.882367 457000 551.591023 1.326901
294451 351.882367 458000 552.807461 1.581996
294451 351.882367 459000 554.022725 1.455741
294451 351.882367 460000 555.232928 1.509221
294451 351.882367 461000 556.436827 1.388589
294451 351.882367 462000 557.652521 1.367866
294451 351.882367 463000 558.842427 1.293803
294451 351.882367 464000 560.035689 1.558014
294451 351.882367 465000 561.237125 1.359021
294451 351.882367 466000 562.491207 1.598509
294451 351.882367 467000 563.711823 1.529810
294451 351.882367 468000 564.917126 1.521229
294451 351.882367 469000 566.139311 1.428212
294451 351.882367 470000 567.333943 1.312828
294451 351.882367 471000 568.516883 1.348758
294451 351.882367 472000 569.690771 1.357083
294451 351.882367 473000 570.847160 1.545488
294451 351.882367 474000 572.014883 1.410752
294451 351.882367 475000 573.175551 1.462472
294451 351.882367 476000 574.374899 1.345719
294451 351.882367 477000 575.571596 1.502941
294451 351.882367 478000 576.764044 1.366047
294451 351.882367 479000 577.964875 1.400212
294451 351.882367 480000 579.134914 1.459714
294451 351.882367 481000 580.313736 1.490680
294451 351.882367 482000 581.489589 1.491013
294451 351.882367 483000 582.686025 1.587317
294451 351.882367 484000 583.837409 1.344745
294451 351.882367 485000 585.019928 1.336491
294451 351.882367 486000 586.215282 1.480187
294451 351.882367 487000 587.428915 1.512744
294451 351.882367 488000 588.614256 1.548761
294451 351.882367 489000 589.793887 1.549612
294451 351.882367 490000 590.948638 1.504165
294451 351.882367 491000 592.098123 1.410911
294451 351.882367 492000 593.247246 1.412882
294451 351.882367 493000 594.415276 1.499275
294451 351.882367 494000 595.606451 1.375732
294451 351.882367 495000 596.775447 1.476624
294451 351.882367 496000 597.953670 1.470458
294451 351.882367 497000 599.134106 1.422303
294451 351.882367 498000 600.312489 1.427617
294451 351.882367 499000 601.487056 1.394610
294451 351.882367 500000 602.659802 1.572281
294451 351.882367 501000 603.834896 1.471400
294451 351.882367 502000 605.038888 1.497923
294451 351.882367 503000 606.212961 1.348032
294451 351.882367 504000 607.403283 1.448080
294451 351.882367 505000 608.595385 1.442706
294451 351.882367 506000 609.780963 1.451580
294451 351.882367 507000 610.975305 1.345738
294451 351.882367 508000 612.167468 1.395616
294451 351.882367 509000 613.347302 1.448850
294451 351.882367 510000 614.548262 1.519456
294451 351.882367 511000 615.742791 1.385240
294451 351.882367 512000 616.924580 1.319942
294451 351.882367 513000 618.139782 1.349166
294451 351.882367 514000 619.412538 1.525161
294451 351.882367 515000 620.633415 1.373193
294451 351.882367 516000 621.844590 1.473189
294451 351.882367 517000 623.039947 1.294465
294451 351.882367 518000 624.290403 1.469136
294451 351.882367 519000 625.478947 1.387227
294451 351.882367 520000 626.704853 1.336392
294451 351.882367 521000 627.918121 1.478060
294451 351.882367 522000 629.134729 1.450387
294451 351.882367 523000 630.363417 1.539395
294451 351.882367 524000 631.570759 1.312059
294451 351.882367 525000 632.785317 1.425405
294451 351.882367 526000 633.971427 1.500662
294451 351.882367 527000 635.174372 1.414910
294451 351.882367 528000 636.361219 1.374947
294451 351.882367 529000 637.539999 1.479611
294451 351.882367 530000 638.728985 1.380989
294451 351.882367 531000 639.900081 1.348394
294451 351.882367 532000 641.080663 1.377640
294451 351.882367 533000 642.267598 1.431007
294451 351.882367 534000 643.441533 1.549325
294451 351.882367 535000 644.611666 1.353861
294451 351.882367 536000 645.785146 1.492037
294451 351.882367 537000 646.960283 1.538297
294451 351.882367 538000 648.140540 1.590831
294451 351.882367 539000 649.316075 1.533802
294451 351.882367 540000 650.491614 1.443681
294451 351.882367 541000 651.661632 1.432530
294451 351.882367 542000 652.832053 1.383222
294451 351.882367 543000 654.007748 1.403254
294451 351.882367 544000 655.179788 1.402651
294451 351.882367 545000 656.359482 1.285537
294451 351.882367 546000 657.525846 1.456802
294451 351.882367 547000 658.701941 1.426509
294451 351.882367 548000 659.875622 1.577777
294451 351.882367 549000 661.054579 1.524141
294451 351.882367 550000 662.227042 1.408047
294451 351.882367 551000 663.410776 1.383317
294451 351.882367 552000 664.578989 1.387445
294451 351.882367 553000 665.773748 1.419361
294451 351.882367 554000 666.968023 1.390188
294451 351.882367 555000 668.151806 1.335969
294451 351.882367 556000 669.341501 1.509843
294451 351.882367 557000 670.545504 1.509568
294451 351.882367 558000 671.748897 1.448265
294451 351.882367 559000 672.940383 1.412274
294451 351.882367 560000 674.134436 1.442351
294451 351.882367 561000 675.325804 1.333880
294451 351.882367 562000 676.525952 1.459323
294451 351.882367 563000 677.721364 1.406182
294451 351.882367 564000 678.920516 1.616980
294451 351.882367 565000 680.124610 1.548115
294451 351.882367 566000 681.319264 1.369569
294451 351.882367 567000 682.508260 1.461350
294451 351.882367 568000 683.694664 1.419602
294451 351.882367 569000 684.859278 1.398373
294451 351.882367 570000 686.048652 1.385025
294451 351.882367 571000 687.212533 1.345939
294451 351.882367 572000 688.379436 1.428371
294451 351.882367 573000 689.562967 1.347519
294451 351.882367 574000 690.748447 1.391230
294451 351.882367 575000 691.904792 1.403490
294451 351.882367 576000 693.081906 1.399266
294451 351.882367 577000 694.268207 1.449220
294451 351.882367 578000 695.454812 1.410349
294451 351.882367 579000 696.631966 1.339019
294451 351.882367 580000 697.834419 1.460321
294451 351.882367 581000 699.029802 1.377901
294451 351.882367 582000 700.192733 1.354667
294451 351.882367 583000 701.345734 1.418425
294451 351.882367 584000 702.541644 1.363802
294451 351.882367 585000 703.734976 1.365294
294451 351.882367 586000 704.966842 1.442863
294451 351.882367 587000 706.184555 1.514259
294451 351.882367 588000 707.366552 1.426830
294451 351.882367 589000 708.538199 1.328307
294451 351.882367 590000 709.713692 1.430402
294451 351.882367 591000 710.859226 1.458678
294451 351.882367 592000 712.073976 1.367318
294451 351.882367 593000 713.231967 1.499876
294451 351.882367 594000 714.398710 1.428133
294451 351.882367 595000 715.533505 1.424672
294451 351.882367 596000 716.668503 1.491019
294451 351.882367 597000 717.861907 1.247185
294451 351.882367 598000 719.082213 1.407658
294451 351.882367 599000 720.267597 1.429195
294451 351.882367 600000 721.447986 1.421779
294451 351.882367 601000 722.639000 1.441771
294451 351.882367 602000 723.788793 1.405264
294451 351.882367 603000 724.973504 1.408103
294451 351.882367 604000 726.113365 1.414033
294451 351.882367 605000 727.287526 1.560938
294451 351.882367 606000 728.461308 1.430139
294451 351.882367 607000 729.621403 1.345178
294451 351.882367 608000 730.764984 1.452168
294451 351.882367 609000 731.932592 1.434408
294451 351.882367 610000 733.107647 1.470396
294451 351.882367 611000 734.274909 1.478861
294451 351.882367 612000 735.442144 1.491764
294451 351.882367 613000 736.615548 1.459857
294451 351.882367 614000 737.759685 1.392732
294451 351.882367 615000 738.926728 1.448831
294451 351.882367 616000 740.080160 1.518213
294451 351.882367 617000 741.240772 1.309499
294451 351.882367 618000 742.406561 1.333932
294451 351.882367 619000 743.599016 1.482726
294451 351.882367 620000 744.797405 1.439592
294451 351.882367 621000 745.987013 1.347585
294451 351.882367 622000 747.176125 1.364435
294451 351.882367 623000 748.366292 1.385700
294451 351.882367 624000 749.553604 1.344507
294451 351.882367 625000 750.752528 1.421074
294451 351.882367 626000 751.956825 1.244773
294451 351.882367 627000 753.162403 1.421199
294451 351.882367 628000 754.351017 1.324591
294451 351.882367 629000 755.535877 1.457144
294451 351.882367 630000 756.724806 1.481997
294451 351.882367 631000 757.926112 1.495478
294451 351.882367 632000 759.110690 1.452571
294451 351.882367 633000 760.318462 1.500691
294451 351.882367 634000 761.521880 1.298941
294451 351.882367 635000 762.719188 1.407668
294451 351.882367 636000 763.917366 1.420375
294451 351.882367 637000 765.081707 1.388954
294451 351.882367 638000 766.267419 1.356739
294451 351.882367 639000 767.466741 1.471402
294451 351.882367 640000 768.661042 1.480994
294451 351.882367 641000 769.848409 1.420085
294451 351.882367 642000 771.025734 1.441458
294451 351.882367 643000 772.224712 1.422196
294451 351.882367 644000 773.414471 1.511802
294451 351.882367 645000 774.600015 1.339230
294451 351.882367 646000 775.790496 1.421159
294451 351.882367 647000 776.969821 1.392148
294451 351.882367 648000 778.142125 1.540785
294451 351.882367 649000 779.330029 1.547859
294451 351.882367 650000 780.520688 1.512169
294451 351.882367 651000 781.706358 1.450411
294451 351.882367 652000 782.895244 1.429173
294451 351.882367 653000 784.080573 1.487204
294451 351.882367 654000 785.270570 1.375003
294451 351.882367 655000 786.456230 1.448613
294451 351.882367 656000 787.636558 1.416368
294451 351.882367 657000 788.807030 1.515882
294451 351.882367 658000 789.982186 1.342347
294451 351.882367 659000 791.162467 1.556751
294451 351.882367 660000 792.343881 1.506189
294451 351.882367 661000 793.521184 1.371630
294451 351.882367 662000 794.701901 1.475252
294451 351.882367 663000 795.873894 1.458675
294451 351.882367 664000 797.045302 1.444980
294451 351.882367 665000 798.218595 1.443302
294451 351.882367 666000 799.373834 1.471887
294451 351.882367 667000 800.516713 1.369894
294451 351.882367 668000 801.649901 1.402710
294451 351.882367 669000 802.784031 1.381836
294451 351.882367 670000 803.920270 1.433489
294451 351.882367 671000 805.063568 1.448270
294451 351.882367 672000 806.211469 1.507323
294451 351.882367 673000 807.350646 1.425890
294451 351.882367 674000 808.541436 1.432577
294451 351.882367 675000 809.712407 1.473503
294451 351.882367 676000 810.885583 1.355833
294451 351.882367 677000 812.046801 1.305049
294451 351.882367 678000 813.214676 1.331936
294451 351.882367 679000 814.383703 1.284366
294451 351.882367 680000 815.553122 1.406247
294451 351.882367 681000 816.737648 1.311804
294451 351.882367 682000 817.934632 1.427727
294451 351.882367 683000 819.101928 1.388048
294451 351.882367 684000 820.244395 1.265282
294451 351.882367 685000 821.409438 1.336712
294451 351.882367 686000 822.556789 1.487586
294451 351.882367 687000 823.736133 1.338507
294451 351.882367 688000 824.911798 1.439709
294451 351.882367 689000 826.065571 1.443289
294451 351.882367 690000 827.246204 1.364996
294451 351.882367 691000 828.443398 1.378732
294451 351.882367 692000 829.615167 1.341283
294451 351.882367 693000 830.779671 1.426082
294451 351.882367 694000 831.970816 1.312026
294451 351.882367 695000 833.145224 1.380647
294451 351.882367 696000 834.368364 1.363256
294451 351.882367 697000 835.522810 1.382728
294451 351.882367 698000 836.697256 1.432745
294451 351.882367 699000 837.876260 1.338197
294451 351.882367 700000 839.049695 1.291883
294451 351.882367 701000 840.249105 1.475595
294451 351.882367 702000 841.430344 1.365270
294451 351.882367 703000 842.618727 1.426639
294451 351.882367 704000 843.835317 1.321156
294451 351.882367 705000 845.005077 1.292939
294451 351.882367 706000 846.251095 1.391667
294451 351.882367 707000 847.502074 1.478380
294451 351.882367 708000 848.685688 1.434711
294451 351.882367 709000 849.877722 1.427916
294451 351.882367 710000 851.027348 1.468732
294451 351.882367 711000 852.257057 1.378415
294451 351.882367 712000 853.454741 1.424915
294451 351.882367 713000 854.626188 1.343987
294451 351.882367 714000 855.782846 1.317569
294451 351.882367 715000 856.947594 1.486433
294451 351.882367 716000 858.116979 1.377015
294451 351.882367 717000 859.294822 1.530971
294451 351.882367 718000 860.470035 1.310156
294451 351.882367 719000 861.619767 1.349607
294451 351.882367 720000 862.775170 1.424225
294451 351.882367 721000 863.960380 1.480329
294451 351.882367 722000 865.131138 1.352156
294451 351.882367 723000 866.306423 1.393819
294451 351.882367 724000 867.483073 1.459409
294451 351.882367 725000 868.652664 1.322777
294451 351.882367 726000 869.852013 1.398365
294451 351.882367 727000 871.043120 1.449038
294451 351.882367 728000 872.242264 1.312622
294451 351.882367 729000 873.414558 1.408638
294451 351.882367 730000 874.592393 1.450039
294451 351.882367 731000 875.777706 1.438872
294451 351.882367 732000 876.942195 1.323034
294451 351.882367 733000 878.076633 1.355715
294451 351.882367 734000 879.212611 1.416633
294451 351.882367 735000 880.370113 1.427043
294451 351.882367 736000 881.546034 1.315943
294451 351.882367 737000 882.733612 1.360194
294451 351.882367 738000 883.870428 1.460761
294451 351.882367 739000 885.038978 1.311599
294451 351.882367 740000 886.185866 1.348949
294451 351.882367 741000 887.373835 1.264626
294451 351.882367 742000 888.542109 1.429856
294451 351.882367 743000 889.703932 1.357094
294451 351.882367 744000 890.861320 1.329530
294451 351.882367 745000 892.022596 1.404453
294451 351.882367 746000 893.177844 1.453447
294451 351.882367 747000 894.333452 1.403768
294451 351.882367 748000 895.488675 1.338823
294451 351.882367 749000 896.654140 1.390702
294451 351.882367 750000 897.829626 1.409876
294451 351.882367 751000 898.997300 1.430927
294451 351.882367 752000 900.148810 1.424125
294451 351.882367 753000 901.319872 1.342089
294451 351.882367 754000 902.492330 1.407237
294451 351.882367 755000 903.656634 1.483052
294451 351.882367 756000 904.854510 1.360722
294451 351.882367 757000 906.039134 1.365687
294451 351.882367 758000 907.216812 1.353477
294451 351.882367 759000 908.388698 1.408153
294451 351.882367 760000 909.574414 1.337678
294451 351.882367 761000 910.760086 1.411044
294451 351.882367 762000 911.949385 1.528478
294451 351.882367 763000 913.124555 1.346736
294451 351.882367 764000 914.303177 1.399228
294451 351.882367 765000 915.481029 1.381317
294451 351.882367 766000 916.685364 1.519854
294451 351.882367 767000 917.854713 1.385214
294451 351.882367 768000 919.027696 1.396542
294451 351.882367 769000 920.162809 1.551683
294451 351.882367 770000 921.315394 1.416993
294451 351.882367 771000 922.483912 1.433552
294451 351.882367 772000 923.656119 1.433199
294451 351.882367 773000 924.835507 1.465915
294451 351.882367 774000 926.023127 1.361466
294451 351.882367 775000 927.212474 1.422667
294451 351.882367 776000 928.394851 1.359300
294451 351.882367 777000 929.585556 1.450844
294451 351.882367 778000 930.756960 1.341551
294451 351.882367 779000 931.934094 1.415292
294451 351.882367 780000 933.113037 1.442728
294451 351.882367 781000 934.302221 1.400110
294451 351.882367 782000 935.509628 1.359043
294451 351.882367 783000 936.712205 1.391246
294451 351.882367 784000 937.909390 1.395222
294451 351.882367 785000 939.107924 1.403714
294451 351.882367 786000 940.297157 1.364680
294451 351.882367 787000 941.490094 1.340052
294451 351.882367 788000 942.672388 1.375881
294451 351.882367 789000 943.857447 1.497436
294451 351.882367 790000 945.052519 1.366588
294451 351.882367 791000 946.247613 1.316435
294451 351.882367 792000 947.431072 1.413016
294451 351.882367 793000 948.627786 1.366538
294451 351.882367 794000 949.793247 1.443878
294451 351.882367 795000 950.946306 1.444887
294451 351.882367 796000 952.101215 1.343962
294451 351.882367 797000 953.249263 1.469896
294451 351.882367 798000 954.418665 1.312727
294451 351.882367 799000 955.580356 1.388701
294451 351.882367 800000 956.733504 1.342156
294451 351.882367 801000 957.897763 1.451962
294451 351.882367 802000 959.082788 1.409030
294451 351.882367 803000 960.299708 1.414461
294451 351.882367 804000 961.494033 1.408657
294451 351.882367 805000 962.679309 1.349253
294451 351.882367 806000 963.835605 1.363899
294451 351.882367 807000 964.989664 1.462700
294451 351.882367 808000 966.160922 1.437880
294451 351.882367 809000 967.360260 1.370824
294451 351.882367 810000 968.519739 1.435242
294451 351.882367 811000 969.672881 1.436041
294451 351.882367 812000 970.829103 1.444305
294451 351.882367 813000 971.971379 1.386897
294451 351.882367 814000 973.130945 1.371730
294451 351.882367 815000 974.326386 1.330070
294451 351.882367 816000 975.527629 1.295251
294451 351.882367 817000 976.699137 1.368887
294451 351.882367 818000 977.878219 1.352628
294451 351.882367 819000 979.075886 1.390210
294451 351.882367 820000 980.259970 1.392115
294451 351.882367 821000 981.444036 1.401771
294451 351.882367 822000 982.619789 1.260485
294451 351.882367 823000 983.789782 1.394569
294451 351.882367 824000 984.953930 1.400832
294451 351.882367 825000 986.136651 1.366972
294451 351.882367 826000 987.274982 1.276368
294451 351.882367 827000 988.462765 1.418830
294451 351.882367 828000 989.640337 1.285056
294451 351.882367 829000 990.826327 1.348486
294451 351.882367 830000 991.996528 1.402886
294451 351.882367 831000 993.172674 1.488492
294451 351.882367 832000 994.359879 1.385792
294451 351.882367 833000 995.545000 1.534345
294451 351.882367 834000 996.732086 1.415166
294451 351.882367 835000 997.924661 1.331031
294451 351.882367 836000 999.108371 1.319720
