0p03	0.03	250	
0p06	0.06	250	
0p09	0.09	250	
0p12	0.12	250	
0p03	0.03	251	
0p06	0.06	251	
0p09	0.09	251	
0p12	0.12	251	
0p03	0.03	252	
0p06	0.06	252	
0p09	0.09	252	
0p12	0.12	252	
0p03	0.03	253	
0p06	0.06	253	
0p09	0.09	253	
0p12	0.12	253	
0p03	0.03	254	
0p06	0.06	254	
0p09	0.09	254	
0p12	0.12	254	
0p03	0.03	255	
0p06	0.06	255	
0p09	0.09	255	
0p12	0.12	255	
0p03	0.03	256	
0p06	0.06	256	
0p09	0.09	256	
0p12	0.12	256	
0p03	0.03	257	
0p06	0.06	257	
0p09	0.09	257	
0p12	0.12	257	
0p03	0.03	258	
0p06	0.06	258	
0p09	0.09	258	
0p12	0.12	258	
0p03	0.03	259	
0p06	0.06	259	
0p09	0.09	259	
0p12	0.12	259	
0p03	0.03	260	
0p06	0.06	260	
0p09	0.09	260	
0p12	0.12	260	
0p03	0.03	261	
0p06	0.06	261	
0p09	0.09	261	
0p12	0.12	261	
0p03	0.03	262	
0p06	0.06	262	
0p09	0.09	262	
0p12	0.12	262	
0p03	0.03	263	
0p06	0.06	263	
0p09	0.09	263	
0p12	0.12	263	
0p03	0.03	264	
0p06	0.06	264	
0p09	0.09	264	
0p12	0.12	264	
0p03	0.03	265	
0p06	0.06	265	
0p09	0.09	265	
0p12	0.12	265	
0p03	0.03	266	
0p06	0.06	266	
0p09	0.09	266	
0p12	0.12	266	
0p03	0.03	267	
0p06	0.06	267	
0p09	0.09	267	
0p12	0.12	267	
0p03	0.03	268	
0p06	0.06	268	
0p09	0.09	268	
0p12	0.12	268	
0p03	0.03	269	
0p06	0.06	269	
0p09	0.09	269	
0p12	0.12	269	
0p03	0.03	270	
0p06	0.06	270	
0p09	0.09	270	
0p12	0.12	270	
0p03	0.03	271	
0p06	0.06	271	
0p09	0.09	271	
0p12	0.12	271	
0p03	0.03	272	
0p06	0.06	272	
0p09	0.09	272	
0p12	0.12	272	
0p03	0.03	273	
0p06	0.06	273	
0p09	0.09	273	
0p12	0.12	273	
0p03	0.03	274	
0p06	0.06	274	
0p09	0.09	274	
0p12	0.12	274	
0p03	0.03	275	
0p06	0.06	275	
0p09	0.09	275	
0p12	0.12	275	
0p03	0.03	276	
0p06	0.06	276	
0p09	0.09	276	
0p12	0.12	276	
0p03	0.03	277	
0p06	0.06	277	
0p09	0.09	277	
0p12	0.12	277	
0p03	0.03	278	
0p06	0.06	278	
0p09	0.09	278	
0p12	0.12	278	
0p03	0.03	279	
